ID	Name	Copies per Million (CPM)	Relative Abundance
PWY-5941	glycogen degradation II	26452.3	2.6452305338075215
PWY-621	sucrose degradation III (sucrose invertase)	25715.3	2.5715305189348587
PWY-7790	UMP biosynthesis II	24684.8	2.468480498139364
PWY-7221	guanosine ribonucleotides de novo biosynthesis	24605.7	2.4605704965431263
PWY-5686	UMP biosynthesis I	23864.4	2.386440481583689
PWY-7791	UMP biosynthesis III	23864.4	2.386440481583689
PWY-7238	sucrose biosynthesis II	22556	2.2556004551801716
COA-PWY	coenzyme A biosynthesis I (prokaryotic)	19762.4	1.9762403988053123
PWY-5384	sucrose degradation IV (sucrose phosphorylase)	18138.4	1.8138403660329858
GLYCOGENSYNTH-PWY	glycogen biosynthesis I (from ADP-D-Glucose)	17518.4	1.7518403535213833
PWY-6385	peptidoglycan biosynthesis III (mycobacteria)	17260.1	1.726010348308888
PWY-6387	UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	17146.8	1.7146803460224938
PWY-6386	UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	17146.2	1.7146203460103857
PWY-7851	coenzyme A biosynthesis II (eukaryotic)	16986.5	1.6986503427876392
PWY-3841	folate transformations II (plants)	16808.8	1.6808803392016525
VALSYN-PWY	L-valine biosynthesis	16579.8	1.6579803345804314
PWY-6902	chitin degradation II (Vibrio)	16351.4	1.6351403299713185
DTDPRHAMSYN-PWY	dTDP-β-L-rhamnose biosynthesis	16345.5	1.6345503298522566
OANTIGEN-PWY	O-antigen building blocks biosynthesis (E. coli)	16165.6	1.6165603262218737
UDPNAGSYN-PWY	UDP-N-acetyl-D-glucosamine biosynthesis I	16004.7	1.600470322974911
PEPTIDOGLYCANSYN-PWY	peptidoglycan biosynthesis I (meso-diaminopimelate containing)	15855	1.5855003199539646
PWY-I9	L-cysteine biosynthesis VI (from L-methionine)	15735.1	1.5735103175343819
PWY-5659	GDP-mannose biosynthesis	15543.2	1.5543203136618393
THRESYN-PWY	superpathway of L-threonine biosynthesis	14275.5	1.427550288079648
BRANCHED-CHAIN-AA-SYN-PWY	superpathway of branched chain amino acid biosynthesis	13952.9	1.3952902815695787
PWY-6151	S-adenosyl-L-methionine salvage I	13810.8	1.381080278702
ILEUSYN-PWY	L-isoleucine biosynthesis I (from threonine)	13671.3	1.3671302758868895
SER-GLYSYN-PWY	superpathway of L-serine and glycine biosynthesis I	13559.3	1.3559302736267291
PWY-6731	starch degradation III	13154.4	1.3154402654558455
PWY-6527	stachyose degradation	13097.9	1.3097902643156751
NONMEVIPP-PWY	methylerythritol phosphate pathway I	12269.8	1.2269802476046139
PWY-6901	superpathway of glucose and xylose degradation	12227	1.2227002467409096
TRNA-CHARGING-PWY	tRNA charging	12215.5	1.2215502465088397
PWY-2942	L-lysine biosynthesis III	12142	1.2142002450256093
PWY-5103	L-isoleucine biosynthesis III	11952.2	1.1952202411954447
PWY-724	superpathway of L-lysine, L-threonine and L-methionine biosynthesis II	11926.9	1.1926902406848905
PWY-6317	D-galactose degradation I (Leloir pathway)	11576.4	1.157640233611799
ARGSYNBSUB-PWY	L-arginine biosynthesis II (acetyl cycle)	11458.1	1.1458102312245044
PWY-5097	L-lysine biosynthesis VI	11249.8	1.1249802270210096
P124-PWY	Bifidobacterium shunt	10895	1.0895002198611443
PENTOSE-P-PWY	pentose phosphate pathway	10843.9	1.084390218829946
PWY-7953	UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)	10830.4	1.083040218557516
GLUTORN-PWY	L-ornithine biosynthesis I	10741.4	1.0741402167614955
PWY-702	L-methionine biosynthesis II	10704	1.0704002160067636
DAPLYSINESYN-PWY	L-lysine biosynthesis I	10234.7	1.0234702065362877
ARGSYN-PWY	L-arginine biosynthesis I (via L-ornithine)	9747.12	0.9747121966969212
PWY-3001	superpathway of L-isoleucine biosynthesis I	9266.58	0.926658186999622
