Pfam ID	Name	Copies per Million (CPM)	Relative Abundance
PF00005	ABC transporter	25263.9	2.5263900096154446
PF00872	Transposase, Mutator family	11369.5	1.1369500043272336
PF00528	Binding-protein-dependent transport system inner membrane component	8306.18	0.8306180031613337
PF07690	Major Facilitator Superfamily	8125.63	0.8125630030926163
PF01548	Transposase	5149.36	0.5149360019598472
PF02518	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	4686.95	0.46869500178385404
PF00072	Response regulator receiver domain	4615.91	0.4615910017568161
PF01381	Helix-turn-helix	4041.6	0.4041600015382336
PF07992	Pyridine nucleotide-disulphide oxidoreductase	3929.77	0.3929770014956711
PF00271	Helicase conserved C-terminal domain	3923.18	0.392318001493163
PF01609	Transposase DDE domain	3724.77	0.3724770014176481
PF00664	ABC transporter transmembrane region	3690.6	0.369060001404643
PF00486	Transcriptional regulatory protein, C terminal	3605.1	0.3605100013721017
PF01926	50S ribosome-binding GTPase	3432.2	0.3432200013062959
PF02371	Transposase IS116/IS110/IS902 family	3398.3	0.3398300012933936
PF01546	Peptidase family M20/M25/M40	3282.95	0.32829500124949135
PF00156	Phosphoribosyl transferase domain	3229.79	0.32297900122925866
PF13612	Transposase DDE domain	3134.39	0.3134390011929494
PF07687	Peptidase dimerisation domain	3104.01	0.31040100118138675
PF00589	Phage integrase family	2983.84	0.29838400113565006
PF02378	Phosphotransferase system, EIIC	2965.97	0.2965970011288487
PF13520	Amino acid permease	2869.9	0.28699000109228445
PF00009	Elongation factor Tu GTP binding domain	2856.57	0.28565700108721104
PF00665	Integrase core domain	2756.36	0.2756360010490711
PF08245	Mur ligase middle domain	2642.92	0.26429200100589584
PF00324	Amino acid permease	2630.97	0.26309700100134764
PF00171	Aldehyde dehydrogenase family	2603.03	0.2603030009907137
PF00571	CBS domain	2596.06	0.25960600098806086
PF04650	YSIRK type signal peptide	2477.87	0.24778700094307773
PF04055	Radical SAM superfamily	2393.28	0.2393280009108828
PF01385	Probable transposase	2359.09	0.2359090008978701
PF01751	Toprim domain	2357.73	0.23577300089735242
PF07282	Putative transposase DNA-binding domain	2355.65	0.23556500089656082
PF00239	Resolvase, N terminal domain	2311.04	0.23110400087958224
PF00300	Histidine phosphatase superfamily (branch 1)	2291.77	0.22917700087224804
PF02517	CPBP intramembrane metalloprotease	2288.81	0.2288810008711215
PF00534	Glycosyl transferases group 1	2280.15	0.2280150008678255
PF01380	SIS domain	2168.32	0.216832000825263
PF00512	His Kinase A (phospho-acceptor) domain	2161.61	0.21616100082270917
PF00270	DEAD/DEAH box helicase	2159.32	0.21593200082183758
PF05257	CHAP domain	2154.56	0.21545600082002592
PF01479	S4 domain	2153.02	0.21530200081943976
PF03217	Surface later protein A domain	2136.9	0.21369000081330453
PF00905	Penicillin binding protein transpeptidase domain	2120.88	0.21208800080720733
PF00746	LPXTG cell wall anchor motif	2113.07	0.21130700080423484
PF00575	S1 RNA binding domain	2112.83	0.21128300080414347
PF00860	Permease family	2090.34	0.2090340007955838
PF00583	Acetyltransferase (GNAT) family	2071.49	0.20714900078840945
PF00440	Bacterial regulatory proteins, tetR family	2034.01	0.20340100077414458
PF13411	MerR HTH family regulatory protein	1966.28	0.1966280007483665
PF00496	Bacterial extracellular solute-binding proteins, family 5 Middle	1961.19	0.19611900074642924
PF00004	ATPase family associated with various cellular activities (AAA)	1960.73	0.19607300074625417
PF00085	Thioredoxin	1952.69	0.19526900074319414
PF02875	Mur ligase family, glutamate ligase domain	1925.98	0.19259800073302832
PF01979	Amidohydrolase family	1913.24	0.19132400072817948
