Pfam ID	Name	Copies per Million (CPM)	Relative Abundance
PF00005	ABC transporter	26367.6	2.636759988875769
PF00528	Binding-protein-dependent transport system inner membrane component	15605.1	1.560509993416362
PF07690	Major Facilitator Superfamily	8700.72	0.8700719963292519
PF00356	Bacterial regulatory proteins, lacI family	6859.68	0.6859679971059687
PF00072	Response regulator receiver domain	6537.1	0.6537099972420619
PF00440	Bacterial regulatory proteins, tetR family	4985.62	0.498561997896616
PF00664	ABC transporter transmembrane region	4931.43	0.4931429979194783
PF02518	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	4129.01	0.4129009982580114
PF00271	Helicase conserved C-terminal domain	4030.63	0.403062998299517
PF00872	Transposase, Mutator family	3887.52	0.3887519983598936
PF00128	Alpha amylase, catalytic domain	3753.05	0.3753049984166252
PF00293	NUDIX domain	3417.74	0.34177399855808915
PF00589	Phage integrase family	3377.96	0.33779599857487197
PF02687	FtsX-like permease family	3356.82	0.3356819985837907
PF00155	Aminotransferase class I and II	3309.76	0.3309759986036449
PF00535	Glycosyl transferase family 2	2927.45	0.29274499876493765
PF00486	Transcriptional regulatory protein, C terminal	2899.23	0.28992299877684347
PF00270	DEAD/DEAH box helicase	2841.77	0.28417699880108527
PF01381	Helix-turn-helix	2821.1	0.2821099988098057
PF13416	Bacterial extracellular solute-binding protein	2740.26	0.2740259988439113
PF02653	Branched-chain amino acid transport system / permease component	2739.88	0.2739879988440716
PF00009	Elongation factor Tu GTP binding domain	2715.44	0.27154399885438263
PF07992	Pyridine nucleotide-disulphide oxidoreductase	2712.51	0.27125099885561876
PF00665	Integrase core domain	2664.95	0.26649499887568384
PF00156	Phosphoribosyl transferase domain	2645.2	0.26451999888401617
PF00480	ROK family	2612.28	0.2612279988979048
PF01926	50S ribosome-binding GTPase	2608.88	0.2608879988993393
PF04055	Radical SAM superfamily	2544.15	0.2544149989266482
PF00196	Bacterial regulatory proteins, luxR family	2534.42	0.2534419989307532
PF00392	Bacterial regulatory proteins, gntR family	2504.82	0.25048199894324114
PF00300	Histidine phosphatase superfamily (branch 1)	2468.66	0.24686599895849667
PF00248	Aldo/keto reductase family	2435.6	0.24355999897244435
PF00004	ATPase family associated with various cellular activities (AAA)	2382.68	0.23826799899477075
PF00583	Acetyltransferase (GNAT) family	2335.63	0.23356299901462074
PF03466	LysR substrate binding domain	2269.07	0.22690699904270173
PF12833	Helix-turn-helix domain	2244.3	0.22442999905315197
PF00501	AMP-binding enzyme	2207.66	0.22076599906861
PF08245	Mur ligase middle domain	2200.51	0.22005099907162654
PF00512	His Kinase A (phospho-acceptor) domain	2199.7	0.21996999907196824
PF00571	CBS domain	2159.83	0.21598299908878899
PF00083	Sugar (and other) transporter	2133.79	0.213378999099775
PF01610	Transposase	2127.96	0.21279599910223462
PF00126	Bacterial regulatory helix-turn-helix protein, lysR family	2118.45	0.2118449991062468
PF00294	pfkB family carbohydrate kinase	2056.79	0.20567899913226054
PF00117	Glutamine amidotransferase class-I	1991.94	0.19919399915962013
PF00905	Penicillin binding protein transpeptidase domain	1936.38	0.19363799918306035
PF01053	Cys/Met metabolism PLP-dependent enzyme	1911.7	0.1911699991934726
PF01479	S4 domain	1900.09	0.19000899919837075
PF01546	Peptidase family M20/M25/M40	1899.53	0.189952999198607
PF00324	Amino acid permease	1890.5	0.18904999920241666
PF01751	Toprim domain	1888.9	0.1888899992030917
PF00496	Bacterial extracellular solute-binding proteins, family 5 Middle	1887.97	0.18879699920348406
PF00497	Bacterial extracellular solute-binding proteins, family 3	1877.9	0.18778999920773248
PF00132	Bacterial transferase hexapeptide (six repeats)	1857.63	0.1857629992162842
PF00069	Protein kinase domain	1855.62	0.18556199921713218
PF00588	SpoU rRNA Methylase family	1853.26	0.18532599921812787
PF00587	tRNA synthetase class II core domain (G, H, P, S and T)	1849.56	0.18495599921968883
PF01966	HD domain	1842.31	0.18423099922274755
PF00933	Glycosyl hydrolase family 3 N terminal domain	1830.79	0.18307899922760773
PF00892	EamA-like transporter family	1804.03	0.18040299923889752
PF00149	Calcineurin-like phosphoesterase	1787.5	0.17874999924587137
PF00696	Amino acid kinase family	1721.57	0.17215699927368655
PF07687	Peptidase dimerisation domain	1700.7	0.17006999928249142
PF01547	Bacterial extracellular solute-binding protein	1677.76	0.16777599929216958
PF04542	Sigma-70 region 2	1654.18	0.16541799930211776
PF03129	Anticodon binding domain	1650.64	0.16506399930361126
PF13411	MerR HTH family regulatory protein	1624.49	0.16244899931464366
PF01915	Glycosyl hydrolase family 3 C-terminal domain	1616.61	0.16166099931796815
PF01554	MatE	1613.31	0.1613309993193604
PF08264	Anticodon-binding domain of tRNA	1599.91	0.15999099932501373
PF00534	Glycosyl transferases group 1	1571.51	0.1571509993369954
PF00291	Pyridoxal-phosphate dependent enzyme	1549.53	0.15495299934626855
PF08240	Alcohol dehydrogenase GroES-like domain	1548.86	0.15488599934655123
PF00239	Resolvase, N terminal domain	1536.49	0.15364899935177
PF02875	Mur ligase family, glutamate ligase domain	1534.77	0.15347699935249565
PF00107	Zinc-binding dehydrogenase	1518.4	0.151839999359402
PF02661	Fic/DOC family	1514.15	0.15141499936119504
PF00171	Aldehyde dehydrogenase family	1508.85	0.15088499936343103
PF00860	Permease family	1486.96	0.14869599937266623
PF00575	S1 RNA binding domain	1486.4	0.14863999937290248
PF00679	Elongation factor G C-terminus	1485.6	0.14855999937324
PF00498	FHA domain	1484.68	0.14846799937362815
