Name	Accession ID	Class	Abundance Score	Relative Abundance	% Unique Matches	% Total Matches	Unique Matches Frequency
Enterococcus faecalis G 771 Branch		-	292820.58	14.69	1	1	3341
Enterobacter GENE agg		-	218730.56	10.972999999999999	0.542818	0.557254	267711
Enterococcus faecium GENE ermB		-	158686.66	7.961	1	1	29684
Enterococcus hirae GENE ermB		-	98526.34	4.9430000000000005	1	1	322
Enterobacter GENE cCF10		-	76827.16	3.8539999999999996	0.809331	0.809331	20394
Enterobacter GENE cad		-	75258.8	3.7760000000000002	0.770096	0.770096	24675
Enterobacter GENE hylA		-	71963.99	3.61	0.687582	0.786522	41756
Enterobacter GENE tpx		-	58558.54	2.938	0.786408	0.786408	10404
Enterobacter GENE SrtA		-	55042.92	2.761	0.812367	0.812367	14085
Staphylococcus aureus GENE qacC		-	54568.01	2.738	1	1	4927
Staphylococcus aureus GI 33390919		-	51183.81	2.568	0.668342	0.785714	5016
Enterobacter GENE ElrA		-	48690.24	2.443	0.693189	0.693189	35165
Staphylococcus aureus GENE spl 1500 Branch		-	47588.91	2.387	0.481567	0.473923	259
Enterobacter GENE ebpC		-	47514.26	2.384	0.8	0.748031	26035
Enterococcus faecalis GeneID EF0954		-	46426.99	2.329	0.881188	0.881188	10321
Enterobacter GENE hylB		-	46176.61	2.317	0.592647	0.648995	26211
Enterobacter GENE espf 2378 Branch		-	44451.02	2.23	0.418182	0.418182	271
Enterobacter GENE ebpA		-	42537.56	2.1340000000000003	0.749196	0.749196	42646
Enterococcus faecalis GENE fsrC		-	40854.92	2.0500000000000003	0.856698	0.856698	13632
Enterococcus faecalis GENE fsrA		-	37582.37	1.8849999999999998	0.851064	0.851064	6998
Enterobacter GENE cOB1		-	34801	1.746	0.681607	0.681607	12054
Enterobacter GENE camE		-	33756.22	1.693	0.705882	0.705882	6641
Enterococcus faecalis GeneID EF1817		-	27852.04	1.397	0.711538	0.711538	5777
Enterobacter GENE gelE		-	26125.85	1.311	0.455847	0.584444	7541
Enterococcus faecalis GI 32470452		-	19232.31	0.9650000000000001	0.852273	0.852273	1138
Staphylococcus aureus GENE blaZ		-	14854.66	0.745	0.971922	0.971922	3044
Enterococcus faecalis GENE mobE		-	13274.78	0.666	0.956835	0.956835	3610
Staphylococcus epidermidis GeneID SEA1545		-	11392.68	0.5720000000000001	1	1	1142
Staphylococcus aureus GI 33390947		-	10806.88	0.542	0.83871	0.83871	266
Escherichia coli GENE vat		-	9712.08	0.48700000000000004	0.550075	0.790352	1388
Enterococcus faecalis GENE repE		-	9308.44	0.46699999999999997	0.823353	0.823353	1326
Escherichia coli GENE aphA7		-	8827.06	0.443	0.71875	0.71875	1313
Yersinia pestis GENE ybtE		-	8728.09	0.438	0.921288	0.921288	1528
Staphylococcus aureus GENE blaI		-	8678.42	0.43499999999999994	0.761905	0.761905	824
Enterococcus faecalis GI 32470455		-	8599.73	0.43099999999999994	1	1	531
Staphylococcus aureus GENE blaR1		-	8200.52	0.411	0.726764	0.726764	2522
Yersinia pestis GENE ybtQ		-	7962.04	0.39899999999999997	0.843658	0.843658	1631
Yersinia pestis GENE ybtS		-	7713.66	0.387	0.886275	0.886275	1167
Yersinia pestis GENE irp1		-	7302.67	0.366	0.662008	0.691391	3427
Enterococcus faecalis GI 32470456		-	7081	0.35500000000000004	1	1	212
Staphylococcus aureus GENE dfrA		-	6857.39	0.344	0.729614	0.729614	689
Yersinia pestis GENE ybtX		-	6520.39	0.327	0.777293	0.777293	919
Staphylococcus aureus GI 33390920		-	6438.95	0.32299999999999995	0.917197	0.917197	352
Yersinia pestis GENE ybtP		-	6063.51	0.304	0.798233	0.798233	927
Enterococcus faecalis GI 32470453		-	5971.25	0.3	0.872881	0.872881	273
Yersinia pestis GENE ybtA		-	5986.42	0.3	0.737838	0.737838	719
Enterococcus faecium GENE aadE		-	5530.5	0.27699999999999997	0.631728	0.631728	733
Yersinia pestis GENE irp2		-	5529.55	0.27699999999999997	0.538119	0.57631	1820
Staphylococcus aureus GENE scn		-	5477.17	0.27499999999999997	0.924623	0.924623	253
Staphylococcus aureus GENE thyA		-	5270.51	0.264	0.658397	0.658397	810
Staphylococcus aureus GeneID SASa0803		-	5222.04	0.262	0.486364	0.486364	1013
Yersinia pestis GENE ybtU		-	4824.34	0.242	0.689189	0.689189	485
Enterococcus faecium GENE sat4		-	4765.54	0.23900000000000002	0.872727	0.872727	175
Staphylococcus aureus G 1466 Branch		-	3794.24	0.19	0.8	0.8	56
Yersinia pestis GENE fyuA		-	3777.39	0.19	0.483376	0.483376	809
Staphylococcus aureus GeneID SAS1730		-	3620.94	0.182	0.622642	0.622642	208
Streptococcus pyogenes GI 52345264		-	3539.43	0.178	0.45977	0.45977	457
Enterococcus faecium GI 774 Branch		-	3359.66	0.169	0.564626	0.564626	246
Yersinia pestis GENE ybtT		-	2554.4	0.128	0.445614	0.445614	196
