Pfam ID	Name	Copies per Million (CPM)	Relative Abundance
PF00005	ABC transporter	23720.9	2.372089946604258
PF00528	Binding-protein-dependent transport system inner membrane component	9077.26	0.9077259795670892
PF07690	Major Facilitator Superfamily	6101.79	0.6101789862648717
PF00072	Response regulator receiver domain	5443.61	0.5443609877464347
PF02518	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	4557.7	0.455769989740618
PF00271	Helicase conserved C-terminal domain	4085.5	0.40854999080354015
PF00664	ABC transporter transmembrane region	3876.28	0.3876279912744944
PF01381	Helix-turn-helix	3324.5	0.33244999251655105
PF00571	CBS domain	3160.99	0.316098992884612
PF00486	Transcriptional regulatory protein, C terminal	3083.81	0.30838099305834415
PF00270	DEAD/DEAH box helicase	3045.94	0.30459399314358954
PF00128	Alpha amylase, catalytic domain	3010.2	0.30101999322404027
PF00155	Aminotransferase class I and II	2967.31	0.29673099332058567
PF07992	Pyridine nucleotide-disulphide oxidoreductase	2947.63	0.2947629933648854
PF01926	50S ribosome-binding GTPase	2871.36	0.2871359935365691
PF00512	His Kinase A (phospho-acceptor) domain	2846.94	0.2846939935915385
PF00293	NUDIX domain	2723.64	0.27236399386908683
PF00156	Phosphoribosyl transferase domain	2653.08	0.2653079940279174
PF00126	Bacterial regulatory helix-turn-helix protein, lysR family	2605.19	0.2605189941357178
PF00583	Acetyltransferase (GNAT) family	2564.83	0.25648299422656806
PF00392	Bacterial regulatory proteins, gntR family	2554.64	0.2554639942495058
PF00009	Elongation factor Tu GTP binding domain	2518.23	0.25182299433146466
PF03466	LysR substrate binding domain	2512.93	0.25129299434339497
PF02378	Phosphotransferase system, EIIC	2451.43	0.24514299448183144
PF04055	Radical SAM superfamily	2436.05	0.24360499451645187
PF00665	Integrase core domain	2388.71	0.23887099462301417
PF00440	Bacterial regulatory proteins, tetR family	2356.85	0.23568499469473103
PF00589	Phage integrase family	2322.41	0.23224099477225546
PF00004	ATPase family associated with various cellular activities (AAA)	2236.92	0.22369199496469344
PF00171	Aldehyde dehydrogenase family	2220.56	0.2220559950015198
PF01479	S4 domain	2168.87	0.216886995117874
PF08245	Mur ligase middle domain	2166.42	0.21664199512338894
PF00535	Glycosyl transferase family 2	2148.62	0.21486199516345672
PF00294	pfkB family carbohydrate kinase	2147.38	0.21473799516624797
PF02687	FtsX-like permease family	2080.65	0.2080649953164572
PF12833	Helix-turn-helix domain	2077.72	0.20777199532305263
PF02302	PTS system, Lactose/Cellobiose specific IIB subunit	2039	0.20389999541021134
PF00356	Bacterial regulatory proteins, lacI family	2036.52	0.20365199541579382
PF00696	Amino acid kinase family	2002.22	0.20022199549300312
PF02653	Branched-chain amino acid transport system / permease component	1986.3	0.198629995528839
PF01546	Peptidase family M20/M25/M40	1975.45	0.19754499555326238
PF00905	Penicillin binding protein transpeptidase domain	1967.51	0.1967509955711353
PF04542	Sigma-70 region 2	1914.06	0.19140599569145125
PF07715	TonB-dependent Receptor Plug Domain	1910.47	0.19104699569953235
PF01610	Transposase	1896.15	0.18961499573176668
PF02875	Mur ligase family, glutamate ligase domain	1870.1	0.1870099957904052
PF00300	Histidine phosphatase superfamily (branch 1)	1845.23	0.18452299584638757
PF00291	Pyridoxal-phosphate dependent enzyme	1826.93	0.18269299588758087
PF00239	Resolvase, N terminal domain	1767.96	0.17679599602032234
PF00196	Bacterial regulatory proteins, luxR family	1763.84	0.17638399602959645
PF01380	SIS domain	1756.01	0.1756009960472218
PF08240	Alcohol dehydrogenase GroES-like domain	1739.49	0.1739489960844083
PF00746	LPXTG cell wall anchor motif	1731.88	0.17318799610153843
PF07508	Recombinase	1711	0.17109999614853927
PF00587	tRNA synthetase class II core domain (G, H, P, S and T)	1706.7	0.17066999615821857
PF01979	Amidohydrolase family	1696.45	0.1696449961812913
PF13276	HTH-like domain	1681.64	0.16816399621462863
PF00359	Phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 2	1671.21	0.16712099623810656
PF00496	Bacterial extracellular solute-binding proteins, family 5 Middle	1666.4	0.16663999624893386
PF08220	DeoR-like helix-turn-helix domain	1658.3	0.16582999626716696
PF00497	Bacterial extracellular solute-binding proteins, family 3	1652.12	0.16521199628107816
PF01966	HD domain	1634.62	0.16346199632047065
PF07724	AAA domain (Cdc48 subfamily)	1629.1	0.16290999633289616
PF00117	Glutamine amidotransferase class-I	1610.23	0.16102299637537254
PF00324	Amino acid permease	1608.29	0.16082899637973946
PF00534	Glycosyl transferases group 1	1599.12	0.15991199640038112
PF00575	S1 RNA binding domain	1593.47	0.1593469964130993
PF00593	TonB dependent receptor	1590.2	0.15901999642046005
PF01751	Toprim domain	1586.76	0.1586759964282035
PF07687	Peptidase dimerisation domain	1586.38	0.1586379964290589
PF01476	LysM domain	1572.53	0.15725299646023522
PF00455	DeoR C terminal sensor domain	1565.45	0.15654499647617232
PF03354	Phage Terminase	1511.34	0.15113399659797389
PF00849	RNA pseudouridylate synthase	1510.73	0.15107299659934703
PF00132	Bacterial transferase hexapeptide (six repeats)	1506.7	0.15066999660841857
PF03129	Anticodon binding domain	1506.7	0.15066999660841857
PF00753	Metallo-beta-lactamase superfamily	1500.35	0.15003499662271239
PF00483	Nucleotidyl transferase	1499.77	0.14997699662401798
PF00860	Permease family	1487.06	0.14870599665262818
PF03144	Elongation factor Tu domain 2	1482.51	0.14825099666287023
PF10431	C-terminal, D2-small domain, of ClpB protein	1482.01	0.14820099666399575
PF00106	short chain dehydrogenase	1478.34	0.14783399667225688
PF00107	Zinc-binding dehydrogenase	1470.37	0.14703699669019737
PF00501	AMP-binding enzyme	1463.83	0.14638299670491892
PF08281	Sigma-70, region 4	1447.35	0.1447349967420154
PF00149	Calcineurin-like phosphoesterase	1441.55	0.14415499675507118
PF00588	SpoU rRNA Methylase family	1430.65	0.1430649967796071
PF00872	Transposase, Mutator family	1420.38	0.14203799680272486
PF00152	tRNA synthetases class II (D, K and N)	1400.97	0.14009699684641674
PF00574	Clp protease	1363.68	0.13636799693035653
PF00006	ATP synthase alpha/beta family, nucleotide-binding domain	1361.14	0.1361139969360741
PF01336	OB-fold nucleic acid binding domain	1356.2	0.135619996947194
PF00364	Biotin-requiring enzyme	1338.41	0.1338409969872393
PF00890	FAD binding domain	1300.45	0.13004499707268727
PF00266	Aminotransferase class-V	1295.45	0.12954499708394226
PF02080	TrkA-C domain	1285.09	0.1285089971072626
PF02195	ParB-like nuclease domain	1281.49	0.12814899711536623
PF00288	GHMP kinases N terminal domain	1269.07	0.12690699714332362
PF08264	Anticodon-binding domain of tRNA	1269.05	0.12690499714336864
PF02779	Transketolase, pyrimidine binding domain	1268.89	0.12688899714372884
PF00133	tRNA synthetases class I (I, L, M and V)	1261.6	0.1261599971601386
PF01555	DNA methylase	1254.94	0.12549399717513027
PF12848	ABC transporter	1243.37	0.12433699720117433
PF00581	Rhodanese-like domain	1242.99	0.1242989972020297
PF02254	TrkA-N domain	1240.58	0.12405799720745461
PF00557	Metallopeptidase family M24	1237.59	0.12375899721418511
