Pfam ID	Name	Copies per Million (CPM)	Relative Abundance
PF00005	ABC transporter	16947.6	1.6947599601731405
PF07715	TonB-dependent Receptor Plug Domain	9912.93	0.991292976704615
PF00072	Response regulator receiver domain	9827.05	0.9827049769064329
PF04542	Sigma-70 region 2	8612.01	0.8612009797617769
PF08281	Sigma-70, region 4	8067.3	0.8067299810418452
PF00593	TonB dependent receptor	7703.49	0.7703489818967988
PF00718	Polyomavirus coat protein	6758.93	0.6758929841165149
PF02518	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	5942.24	0.5942239860357362
PF07980	SusD family	5183.41	0.5183409878189867
PF14322	Starch-binding associating with outer membrane	4981.21	0.49812098829415674
PF01381	Helix-turn-helix	4970.38	0.4970379883196072
PF12833	Helix-turn-helix domain	4380.27	0.4380269897063658
PF00512	His Kinase A (phospho-acceptor) domain	4228.83	0.42288299006224966
PF00665	Integrase core domain	3689.97	0.36899699132857067
PF00528	Binding-protein-dependent transport system inner membrane component	3686.28	0.36862799133724217
PF00196	Bacterial regulatory proteins, luxR family	3621.7	0.36216999148900514
PF04773	FecR protein	3592.86	0.35928599155677915
PF00571	CBS domain	3576.68	0.35766799159480217
PF00271	Helicase conserved C-terminal domain	3572.99	0.3572989916034736
PF00583	Acetyltransferase (GNAT) family	3426.1	0.34260999194866515
PF04055	Radical SAM superfamily	3420.71	0.34207099196133167
PF16344	Domain of unknown function (DUF4974)	3415.56	0.34155599197343417
PF07690	Major Facilitator Superfamily	3383.54	0.33835399204868116
PF00270	DEAD/DEAH box helicase	2995.69	0.2995689929601286
PF05193	Peptidase M16 inactive domain	2795.06	0.2795059934316091
PF00675	Insulinase (Peptidase family M16)	2667.17	0.26671699373215063
PF00155	Aminotransferase class I and II	2651.45	0.2651449937690926
PF07992	Pyridine nucleotide-disulphide oxidoreductase	2618.6	0.2618599938462901
PF00132	Bacterial transferase hexapeptide (six repeats)	2599.5	0.2599499938911751
PF00171	Aldehyde dehydrogenase family	2594.26	0.25942599390348914
PF00156	Phosphoribosyl transferase domain	2581.43	0.2581429939336396
PF00535	Glycosyl transferase family 2	2576.28	0.25762799394574215
PF00761	Polyomavirus coat protein	2551.3	0.2551299940044451
PF00486	Transcriptional regulatory protein, C terminal	2534.55	0.25345499404380767
PF06431	Polyomavirus large T antigen C-terminus	2522.88	0.2522879940712321
PF01926	50S ribosome-binding GTPase	2511.05	0.25110499409903264
PF00691	OmpA family	2461.64	0.2461639942151461
