GO ID	GO Category	GO Description	Copies per Million (CPM)	Relative Abundance
GO:0016021	Cellular_Components	integral component of membrane	77965.1	7.825919218135204
GO:0005524	Molecular_Functions	ATP binding	38873.7	3.902033549755242
GO:0003677	Molecular_Functions	DNA binding	30027.9	3.0141168252236206
GO:0005737	Cellular_Components	cytoplasm	24962.5	2.5056661055100298
GO:0016020	Cellular_Components	membrane	21395.2	2.147590484150553
GO:0005886	Cellular_Components	plasma membrane	16085.5	1.6146176120253015
GO:0016787	Molecular_Functions	hydrolase activity	13332.3	1.3382590773556882
GO:0022857	Molecular_Functions	transmembrane transporter activity	12468.2	1.2515231301640521
GO:0046872	Molecular_Functions	metal ion binding	11575.4	1.1619063570443984
GO:0055085	Biological_Processes	transmembrane transport	11502.1	1.1545487075487997
GO:0016491	Molecular_Functions	oxidoreductase activity	11273.9	1.1316426282187089
GO:0016740	Molecular_Functions	transferase activity	11267.5	1.1310002140744821
GO:0003700	Molecular_Functions	DNA-binding transcription factor activity	10790.6	1.083130322608574
GO:0005975	Biological_Processes	carbohydrate metabolic process	10008.9	1.0046654575238592
GO:0006355	Biological_Processes	regulation of transcription, DNA-templated	9989.96	1.0027643131657877
GO:0009401	Biological_Processes	phosphoenolpyruvate-dependent sugar phosphotransferase system	7004.44	0.703086145060738
GO:0016887	Molecular_Functions	ATPase activity	6359.88	0.6383870105602856
GO:0016301	Molecular_Functions	kinase activity	6081.15	0.6104088708071033
GO:0016829	Molecular_Functions	lyase activity	5806.51	0.5828412738429661
GO:0003723	Molecular_Functions	RNA binding	5796.29	0.5818154187564037
GO:0008270	Molecular_Functions	zinc ion binding	5378.48	0.5398768166314906
GO:0000287	Molecular_Functions	magnesium ion binding	5251.79	0.5271600278920989
GO:0043565	Molecular_Functions	sequence-specific DNA binding	5092.23	0.5111438402588417
GO:0003824	Molecular_Functions	catalytic activity	4802.17	0.4820284267159579
GO:0006412	Biological_Processes	translation	4762.5	0.47804646279385143
GO:0005840	Cellular_Components	ribosome	4577.88	0.4595148222771059
GO:0003735	Molecular_Functions	structural constituent of ribosome	4468.39	0.448524521550324
GO:0030170	Molecular_Functions	pyridoxal phosphate binding	4408.64	0.44252698325070555
GO:0003676	Molecular_Functions	nucleic acid binding	4214.6	0.423049789415426
GO:0009058	Biological_Processes	biosynthetic process	4213.86	0.4229755102799997
GO:0008233	Molecular_Functions	peptidase activity	4188.9	0.42047009511751476
GO:0000160	Biological_Processes	phosphorelay signal transduction system	4145.38	0.41610167893677186
GO:0006281	Biological_Processes	DNA repair	4062.41	0.4077733818201302
GO:0005887	Cellular_Components	integral component of plasma membrane	3997.76	0.40128399519133806
GO:0004673	Molecular_Functions	protein histidine kinase activity	3921.69	0.39364830082394103
GO:0051539	Molecular_Functions	4 iron, 4 sulfur cluster binding	3908.28	0.3923022424373656
GO:0042597	Cellular_Components	periplasmic space	3798.45	0.38127781345917167
GO:0009055	Molecular_Functions	electron transfer activity	3756.01	0.37701780466526696
GO:0008982	Molecular_Functions	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity	3520.37	0.3533649188925125
GO:0008168	Molecular_Functions	methyltransferase activity	3448.53	0.34615382012356544
GO:0005525	Molecular_Functions	GTP binding	3441.15	0.34541303631350384
GO:0006310	Biological_Processes	DNA recombination	3360.55	0.33732263318464617
GO:0006260	Biological_Processes	DNA replication	3224.39	0.32365527226621865
GO:0050660	Molecular_Functions	flavin adenine dinucleotide binding	3224.06	0.323622147786907
GO:0009279	Cellular_Components	cell outer membrane	3210.16	0.3222269045674142
GO:0051301	Biological_Processes	cell division	3157.35	0.31692598410544187
GO:0016874	Molecular_Functions	ligase activity	3148.11	0.31599849868471425
GO:0043190	Cellular_Components	ATP-binding cassette (ABC) transporter complex	3060.78	0.30723255693231805
GO:0004386	Molecular_Functions	helicase activity	3027.21	0.3038628939914278
GO:0051536	Molecular_Functions	iron-sulfur cluster binding	3018.01	0.30293942365910165
GO:0005829	Cellular_Components	cytosol	2910.03	0.2921006925194733
GO:0051287	Molecular_Functions	NAD binding	2863.57	0.2874371673412261
GO:0003887	Molecular_Functions	DNA-directed DNA polymerase activity	2856.9	0.2867676513502896
GO:0015074	Biological_Processes	DNA integration	2708.24	0.2718455753064189
GO:0016853	Molecular_Functions	isomerase activity	2691.31	0.2701461891405187
GO:0005215	Molecular_Functions	transporter activity	2596.04	0.26058325234044094
GO:0030288	Cellular_Components	outer membrane-bounded periplasmic space	2557.77	0.25674181651238415
GO:0007155	Biological_Processes	cell adhesion	2551.13	0.25607531183774873
GO:0006099	Biological_Processes	tricarboxylic acid cycle	2489.66	0.24990512473686932
GO:0006313	Biological_Processes	transposition, DNA-mediated	2451.25	0.24604963609940753
GO:0016746	Molecular_Functions	transferase activity, transferring acyl groups	2446.33	0.24555578022603308
GO:0000155	Molecular_Functions	phosphorelay sensor kinase activity	2420.8	0.24299315005382793
GO:0009289	Cellular_Components	pilus	2222.49	0.22308734553169696
GO:0020037	Molecular_Functions	heme binding	2202.2	0.22105069194007762
GO:0019867	Cellular_Components	outer membrane	2190.01	0.21982709374974543
GO:0005623	Cellular_Components	cell	2139.64	0.21477109368025957
GO:0050661	Molecular_Functions	NADP binding	2051.79	0.2059529557786449
GO:0004803	Molecular_Functions	transposase activity	1976.52	0.19839756317927623
GO:0004519	Molecular_Functions	endonuclease activity	1966.71	0.19741286274882847
GO:0006520	Biological_Processes	cellular amino acid metabolic process	1907.84	0.19150365639404127
GO:0030976	Molecular_Functions	thiamine pyrophosphate binding	1859.03	0.18660424477221071
GO:0010181	Molecular_Functions	FMN binding	1827.32	0.1834212834419865
GO:0004252	Molecular_Functions	serine-type endopeptidase activity	1812.11	0.1818945460773472
GO:0016757	Molecular_Functions	transferase activity, transferring glycosyl groups	1752.56	0.1759170832197359
GO:0006865	Biological_Processes	amino acid transport	1738.69	0.17452485131654416
GO:0005506	Molecular_Functions	iron ion binding	1729.16	0.1735682565049063
GO:0000166	Molecular_Functions	nucleotide binding	1709.99	0.1716440253885266
GO:0071555	Biological_Processes	cell wall organization	1708.65	0.1715095199270791
GO:0008134	Molecular_Functions	transcription factor binding	1702.14	0.1708560642897483
GO:0006096	Biological_Processes	glycolytic process	1693.87	0.1700259447627551
GO:0006396	Biological_Processes	RNA processing	1678.99	0.16853233187742753
GO:0009306	Biological_Processes	protein secretion	1611.62	0.16176991923733897
GO:0008152	Biological_Processes	metabolic process	1586.12	0.15921030038143485
GO:0045454	Biological_Processes	cell redox homeostasis	1583.86	0.15898344788675475
GO:0071973	Biological_Processes	bacterial-type flagellum-dependent cell motility	1581.27	0.15872347091276293
GO:0019843	Molecular_Functions	rRNA binding	1544.6	0.1550426386207628
GO:0006265	Biological_Processes	DNA topological change	1543.46	0.1549282086013224
GO:0004177	Molecular_Functions	aminopeptidase activity	1531.42	0.15371966699249554
GO:0006457	Biological_Processes	protein folding	1514.86	0.1520574203943084
GO:0004222	Molecular_Functions	metalloendopeptidase activity	1501.84	0.15075050911964677
GO:0030246	Molecular_Functions	carbohydrate binding	1455.91	0.14614018386271838
GO:0003755	Molecular_Functions	peptidyl-prolyl cis-trans isomerase activity	1420.62	0.14259787212056715
GO:0000049	Molecular_Functions	tRNA binding	1413.34	0.14186712603150908
GO:0003746	Molecular_Functions	translation elongation factor activity	1407.53	0.14128393444120307
GO:0008483	Molecular_Functions	transaminase activity	1403.09	0.14083825962864566
GO:0006418	Biological_Processes	tRNA aminoacylation for protein translation	1395.47	0.1400733852881755
GO:0004527	Molecular_Functions	exonuclease activity	1387.59	0.13928241287309612
GO:0030145	Molecular_Functions	manganese ion binding	1366.92	0.1372076159416633
GO:0097367	Molecular_Functions	carbohydrate derivative binding	1350	0.1355092335478634
GO:0008237	Molecular_Functions	metallopeptidase activity	1296.85	0.13017418483447898
GO:0006094	Biological_Processes	gluconeogenesis	1295.45	0.13003365674042938
GO:0006351	Biological_Processes	transcription, DNA-templated	1280.33	0.1285159533246933
GO:0015407	Molecular_Functions	ATPase-coupled monosaccharide transmembrane transporter activity	1275.28	0.12800904841401425
GO:0003924	Molecular_Functions	GTPase activity	1264.26	0.12690289155942353
GO:0006807	Biological_Processes	nitrogen compound metabolic process	1261.97	0.12667302774844236
GO:0050662	Molecular_Functions	coenzyme binding	1257.37	0.12621129258227926
GO:0004553	Molecular_Functions	hydrolase activity, hydrolyzing O-glycosyl compounds	1221.55	0.12261578091880927
GO:0055114	Biological_Processes	oxidation-reduction process	1218.12	0.12227148708838767
GO:0009297	Biological_Processes	pilus assembly	1211.9	0.12164714084196715
GO:0071949	Molecular_Functions	FAD binding	1174.01	0.11784384835372377
GO:0015128	Molecular_Functions	gluconate transmembrane transporter activity	1173.04	0.11774648245998938
GO:0015293	Molecular_Functions	symporter activity	1170.98	0.11753970540731636
GO:0042626	Molecular_Functions	ATPase-coupled transmembrane transporter activity	1168.13	0.11725363035871533
GO:0015288	Molecular_Functions	porin activity	1165.99	0.11703882312923944
GO:0003899	Molecular_Functions	DNA-directed 5'-3' RNA polymerase activity	1140.06	0.11443604207302009
GO:0016779	Molecular_Functions	nucleotidyltransferase activity	1114.49	0.11186939681241354
GO:0015473	Molecular_Functions	fimbrial usher porin activity	1112.78	0.11169775178325292
GO:0051082	Molecular_Functions	unfolded protein binding	1111	0.1115190803493898
GO:0003918	Molecular_Functions	DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity	1107.38	0.11115571484906148
GO:0046983	Molecular_Functions	protein dimerization activity	1106.45	0.11106236404372849
GO:1901135	Biological_Processes	carbohydrate derivative metabolic process	1106.45	0.11106236404372849
GO:0009245	Biological_Processes	lipid A biosynthetic process	1098.3	0.11024428978193954
GO:0008484	Molecular_Functions	sulfuric ester hydrolase activity	1096.18	0.11003149009666438
GO:0009252	Biological_Processes	peptidoglycan biosynthetic process	1092.68	0.10968016986154028
GO:0008940	Molecular_Functions	nitrate reductase activity	1089.49	0.10935996656152719
GO:0016798	Molecular_Functions	hydrolase activity, acting on glycosyl bonds	1086.11	0.10902069159160732
GO:0008360	Biological_Processes	regulation of cell shape	1042.83	0.10467636594127287
GO:0001522	Biological_Processes	pseudouridine synthesis	1032.59	0.10364850331050983
GO:0009089	Biological_Processes	lysine biosynthetic process via diaminopimelate	1010.75	0.1014562650433355
GO:0008033	Biological_Processes	tRNA processing	1007.28	0.10110795612451248
GO:0006979	Biological_Processes	response to oxidative stress	1005.55	0.10093430355115113
GO:0015031	Biological_Processes	protein transport	994.326	0.0998076697457132
GO:0003984	Molecular_Functions	acetolactate synthase activity	987.421	0.0991145651104184
GO:0008408	Molecular_Functions	3'-5' exonuclease activity	985.951	0.09896701061166628
GO:0000746	Biological_Processes	conjugation	981.272	0.0984973456459104
GO:0009166	Biological_Processes	nucleotide catabolic process	974.823	0.09785001301839172
GO:0005337	Molecular_Functions	nucleoside transmembrane transporter activity	962.319	0.09659489638410841
