Enzyme ID	Name	Copies per Million (CPM)	Relative Abundance
3.6.4.12	DNA helicase	20605.1	2.0605101998694866
2.7.7.7	DNA-directed DNA polymerase	14238.4	1.4238401381124917
5.2.1.8	Peptidylprolyl isomerase	12784.6	1.2784601240106306
2.7.13.3	Histidine kinase	11067.9	1.106790107358639
5.99.1.3	Transferred entry 5.6.2.2	9690.72	0.9690720939999918
1.11.1.15	Peroxiredoxin	9520.88	0.9520880923525438
2.7.7.6	DNA-directed RNA polymerase	9042.04	0.9042040877077955
1.17.4.1	Ribonucleoside-diphosphate reductase	8299.17	0.8299170805019558
1.6.5.11	NADH dehydrogenase (quinone)	6583.95	0.6583950638643205
3.4.21.92	Endopeptidase Clp	5747.01	0.5747010557460017
3.1.26.4	Ribonuclease H	5289.32	0.5289320513064083
6.3.5.3	Phosphoribosylformylglycinamidine synthase	5282.42	0.5282420512394783
7.2.1.1	NADH:ubiquinone reductase (Na(+)-transporting)	5150.85	0.5150850499632492
6.1.1.20	Phenylalanine--tRNA ligase	5149.37	0.5149370499488932
4.2.99.18	DNA-(apurinic or apyrimidinic site) lyase	5119.1	0.5119100496552742
4.2.1.33	3-isopropylmalate dehydratase	5118.51	0.5118510496495512
3.5.1.2	Glutaminase	4897.63	0.489763047507015
3.1.1.29	Aminoacyl-tRNA hydrolase	4649.33	0.4649330450985048
2.4.2.9	Uracil phosphoribosyltransferase	4433.48	0.44334804300475955
3.5.4.16	GTP cyclohydrolase I	4400.43	0.4400430426841746
2.1.2.2	Phosphoribosylglycinamide formyltransferase	4278.32	0.42783204149970744
2.5.1.6	Methionine adenosyltransferase	4227.92	0.4227920410108275
3.1.22.4	Crossover junction endodeoxyribonuclease	4192.16	0.4192160406639554
1.1.1.94	Glycerol-3-phosphate dehydrogenase (NAD(P)(+))	3816.74	0.3816740370223811
6.1.1.10	Methionine--tRNA ligase	3806.28	0.3806280369209191
1.9.3.1	Cytochrome-c oxidase	3767.12	0.37671203654106705
5.99.1.2	Transferred entry 5.6.2.1	3667.46	0.366746035574365
3.4.11.18	Methionyl aminopeptidase	3626.22	0.36262203517433694
3.6.1.66	XTP/dITP diphosphatase	3618.01	0.36180103509469996
6.3.2.4	D-alanine--D-alanine ligase	3597.86	0.35978603489924493
2.1.2.3	Phosphoribosylaminoimidazolecarboxamide formyltransferase	3591.54	0.35915403483794095
3.5.4.10	IMP cyclohydrolase	3591.54	0.35915403483794095
7.1.2.2	H(+)-transporting two-sector ATPase	3555.1	0.3555100344844729
2.3.1.30	Serine O-acetyltransferase	3536.92	0.3536920343081269
2.4.2.7	Adenine phosphoribosyltransferase	3530.96	0.3530960342503149
1.3.1.98	UDP-N-acetylmuramate dehydrogenase	3506.73	0.3506730340152839
4.2.1.20	Tryptophan synthase	3491.47	0.34914703386726187
4.2.1.11	Phosphopyruvate hydratase	3415.91	0.34159103313432976
6.1.1.17	Glutamate--tRNA ligase	3400.34	0.3400340329833008
2.7.1.26	Riboflavin kinase	3396.39	0.33963903294498576
2.7.7.2	FAD synthase	3396.39	0.33963903294498576
2.7.7.3	Pantetheine-phosphate adenylyltransferase	3387.28	0.3387280328566188
