Name	Tax ID	GTDB ID	Domain	Relative Abundance	% Total Matches	% Unique Matches	Reads Frequency	Normalized Reads Frequency
s__Streptococcus anginosus GCA_001835825.1	1715089	GCA_001835825.1	Bacteria	25.34	0.900592	0.399654	885042	1067895
s__Bifidobacterium breve GCA_002838565.1	1685	GCA_002838565.1	Bacteria	9.71	0.98179	0.700549	455344	409205
s__Prevotella bivia GCA_000262545.1	868129	GCA_000262545.1	Bacteria	6.99	0.762983	0.765041	339907	294577
s__Propionimicrobium lymphophilum GCA_000510445.1	1111131	GCA_000510445.1	Bacteria	5.46	0.829307	0.480546	216717	230099
s__Prevotella timonensis GCA_000455445.1	1122992	GCA_000455445.1	Bacteria	4.7	0.362704	0.26015	291383	198070
s__Finegoldia magna_H GCA_000582635.1	1459804	GCA_000582635.1	Bacteria	4.61	0.564887	0.183701	168345	194278
s__Actinobaculum massiliense GCA_000315465.1	883066	GCA_000315465.1	Bacteria	3.7900000000000005	0.99247	0.992457	147845	159721
s__Prevotella timonensis_A GCA_000762405.1	1401062	GCA_000762405.1	Bacteria	2.76	0.245206	0.14265	169139	116314
s__Bifidobacterium vaginale GCA_013315005.1	2702	GCA_013315005.1	Bacteria	2.47	0.803023	0.045833	79106	104092
s__Corynebacterium riegelii GCA_001806945.1	1581072	GCA_001806945.1	Bacteria	1.91	0.62978	0.616091	93653	80492
s__Prevotella buccalis GCA_000177075.1	679190	GCA_000177075.1	Bacteria	1.7500000000000002	0.301994	0.211399	101455	73750
s__Atopobium deltae GCA_001552785.1	1393034	GCA_001552785.1	Bacteria	1.5700000000000003	0.799726	0.799675	43975	66164
s__Peptoniphilus_A harei_A GCA_000183565.2	908338	GCA_000183565.2	Bacteria	1.54	0.460968	0.422825	54041	64900
s__Corynebacterium tuscaniense GCA_000759055.1	1401064	GCA_000759055.1	Bacteria	1.32	0.663022	0.663003	56601	55628
s__Porphyromonas uenonis GCA_000482365.1	1122976	GCA_000482365.1	Bacteria	1.31	0.542774	0.50509	57155	55207
s__Varibaculum massiliense GCA_900106855.1	1852372	GCA_900106855.1	Bacteria	1.21	0.582014	0.567095	53575	50993
s__Corynebacterium pyruviciproducens GCA_000411375.1	1125779	GCA_000411375.1	Bacteria	1.15	0.579677	0.575175	59963	48464
s__Prevotella sp900547085 GCA_900547085.1	159272	GCA_900547085.1	Bacteria	1.09	0.250943	0.139812	44489	45935
s__Anaerococcus vaginalis_B GCA_000307225.1	33037	GCA_000307225.1	Bacteria	1.04	0.559152	0.551487	39206	43828
