Name	Tax ID	Abundance Score	Relative Abundance	Unique Matches Frequency
Staphylococcus	1279	875738.43	93.72600000000001	30473
Cutibacterium	1912216	14778.619999999999	1.581	19285
Micrococcus	1269	8871.69	0.9490000000000001	14224
Kocuria	57493	7400.71	0.792	60050
Microbacterium	33882	6444.02	0.69	28302
Acinetobacter	469	4226.509999999999	0.451	6629
Enhydrobacter	212791	2855.04	0.306	39058
Lactobacillus	1578	2733.23	0.29300000000000004	48
Corynebacterium	1716	1749.8	0.189	23332
Paenibacillus	44249	1641.21	0.17600000000000002	27053
Streptococcus	1301	1116.2	0.119	6369
Hymenobacter	89966	1062.1	0.11399999999999999	26
Aerococcus	1375	849.25	0.091	8665
Rothia	32207	854.9	0.091	10033
Pseudomonas	286	513.85	0.055	163
Paracoccus	265	440.15	0.047	10879
Haemophilus	724	415.24	0.044	3087
Propionibacterium	1743	380.82	0.041	3590
Neisseria	482	372.41999999999996	0.04	355
Lautropia	47670	326.87	0.034999999999999996	9415
Gemella	1378	267.27	0.029	3812
Actinomyces	1654	270.64	0.029	4226
Granulicatella	117563	180.5	0.019	24
Bacillus	1386	155.61	0.017	317
Brevundimonas	41275	161.68	0.017	3798
Methylobacterium	407	117.28	0.013	39
Neisseriaceae_u_g	481	123.15	0.013	22
Dermacoccus	57495	116.52	0.012	1958
Rhizobiales_u_g	356	112.25	0.012	1250
Listeria	1637	91.21	0.01	302
