Name	Accession ID	Class	Abundance Score	Relative Abundance	% Unique Matches	% Total Matches	Unique Matches Frequency
Klebsiella pneumoniae GENE tnp		-	4773325	27.112000000000002	1	1	399315
Escherichia coli GENE pic		-	943371.14	5.3580000000000005	0.619574	0.614454	947972
Yersinia pestis GENE irp2		-	939609.89	5.337	0.907243	0.92164	587486
Yersinia pestis GENE irp1		-	938274.13	5.329	0.910208	0.917486	856823
Yersinia pestis GENE fyuA		-	905252.92	5.142	0.984655	0.984655	310960
Yersinia pestis GENE ybtS		-	877334.52	4.983	0.919608	0.919608	204313
Yersinia pestis GENE ybtP		-	874893.58	4.968999999999999	0.921944	0.921944	264846
Yersinia pestis GENE ybtQ		-	866346.56	4.920999999999999	0.877581	0.877581	262215
Yersinia pestis GENE ybtE		-	857089.44	4.868	0.9678	0.9678	217353
Yersinia pestis GENE ybtT		-	848387.58	4.819	0.919298	0.919298	116463
Yersinia pestis GENE ybtA		-	809713.22	4.599	0.921622	0.921622	141524
Yersinia pestis GENE ybtU		-	803148.01	4.562	0.945946	0.945946	140430
Escherichia coli GENE lpfA		-	780830.54	4.4350000000000005	0.414035	0.414035	204246
Yersinia pestis GENE ybtX		-	773603.39	4.394	0.884279	0.884279	164930
Escherichia coli GeneID ECK0577		-	695917.4	3.9530000000000003	1	1	2189
Escherichia coli GENE ompA		-	376076.93	2.136	0.430508	0.430508	57394
Enterobacter GENE cad		-	37198.18	0.211	0.765273	0.765273	12253
Enterobacter GENE hylA		-	36689.57	0.208	0.803268	0.806614	26158
Enterobacter GENE cCF10		-	34862.62	0.198	0.772819	0.772819	9344
Enterobacter GENE SrtA		-	32215.37	0.183	0.778252	0.778252	8234
Enterococcus faecalis GeneID EF0954		-	29562.34	0.168	0.836634	0.836634	6521
Enterobacter GENE ebpA		-	28799.15	0.164	0.810289	0.810289	27526
Enterobacter GENE tpx		-	28223.35	0.16	0.789644	0.789644	4991
Enterobacter GENE ElrA		-	28175.88	0.16	0.745111	0.745111	19594
Enterobacter GENE ebpC		-	28050.66	0.159	0.866957	0.799705	14954
Enterococcus faecalis GENE fsrC		-	26222.6	0.149	0.825545	0.825545	8550
Enterobacter GENE hylB		-	26039.76	0.148	0.574265	0.673675	14759
Enterobacter GENE efaAfs		-	24670.91	0.13999999999999999	0.440758	0.778452	1575
Enterobacter GENE ebpB		-	23728.3	0.135	0.672414	0.707415	1343
Enterobacter GENE cOB1		-	21344.61	0.121	0.618238	0.618238	7352
Enterococcus faecalis GENE fsrA		-	19282.23	0.11	0.957447	0.957447	3253
Enterobacter GENE fsrB		-	18141.43	0.10300000000000001	0.459459	0.558422	2607
Enterococcus faecalis GeneID EF1817		-	18193.11	0.10300000000000001	0.728022	0.728022	3626
Enterobacter GENE camE		-	17960.89	0.10200000000000001	0.688235	0.688235	3429
Enterobacter GENE gelE		-	17726.67	0.101	0.465394	0.585185	5521
Enterococcus faecium GI 21886746		-	10737.07	0.061	0.464286	0.464286	496
Escherichia coli GENE aphA7		-	9655.52	0.055	0.91875	0.91875	1237
Enterococcus faecium GENE sat4		-	6197.14	0.034999999999999996	0.957576	0.957576	305
Enterococcus faecium GI 21886751		-	3456.56	0.02	0.544715	0.544715	326
Enterococcus faecium GENE aadE		-	3291.42	0.019	0.586402	0.586402	216
Staphylococcus aureus GI 33390945		-	3367.46	0.019	0.80303	0.80303	53
Proteus mirabilis GENE tnpA		-	3218.88	0.018000000000000002	1	1	20
Staphylococcus aureus GENE AACA-APHD		-	3181.69	0.018000000000000002	0.487676	0.487676	413
Enterococcus faecalis GI 48190		-	2903.66	0.016	0.419968	0.419968	479
