Name	Tax ID	Relative Abundance	Reads Frequency	Normalized Reads Frequency
Streptococcus anginosus	1328	12.689999999999998	125138	161923
Gemmiger formicilis	745368	10.99	174714	140232
Streptococcus thermophilus	1308	3.7900000000000005	32359	48360
Ruminococcus_E bromii	40518	3.39	36091	43256
Blautia_A wexlerae	40520	3.29	66872	41980
Gemmiger qucibialis	749906	2.64	44899	33686
Finegoldia magna_H	1260	2.55	22480	32538
Varibaculum massiliense	1852372	2.45	27703	31262
Finegoldia magna	1260	2.23	19982	28455
Methanosphaera stadtmanae	2317	2.07	18328	26413
Allobacillus halotolerans	570278	1.86	23338	23733
Imtechella halotolerans	1165090	1.77	27200	22585
Anaerostipes hadrus	649756	1.7500000000000002	23922	22330
CAG-41 sp900066215	59620	1.5	23670	19140
Methanobrevibacter_A smithii	2173	1.43	13242	18247
Actinobaculum massiliense	202789	1.36	13591	17353
Streptococcus vestibularis	1343	1.33	11733	16971
Corynebacterium pyruviciproducens	598660	1.23	16406	15695
Ruminococcus_E bromii_B	40518	1.11	12394	14164
Blautia_A faecis	871665	1.09	23541	13908
Collinsella aerofaciens_I	74426	1.08	12220	13781
Faecalibacterium prausnitzii_J	853	0.98	14673	12505
Finegoldia magna_F	1260	0.96	8942	12250
Blautia_A obeum	40520	0.92	17237	11739
Latilactobacillus curvatus	28038	0.89	7831	11356
Mediterraneibacter faecis	592978	0.88	14047	11229
Winkia sp002849225	29318	0.86	9154	10974
Peptoniphilus_A harei_A	54005	0.78	6927	9953
Odoribacter massiliensis	283168	0.75	15116	9570
Collinsella aerofaciens_X	74426	0.72	8143	9187
Fimenecus sp000432435	1730	0.61	5740	7784
Corynebacterium simulans	146827	0.61	8196	7784
Anaerococcus vaginalis_B	33037	0.56	5382	7146
Varibaculum cambriense	184870	0.54	5443	6890
Anaerococcus sp900258475	77133	0.53	5910	6763
Bacteroides uniformis	820	0.53	12440	6763
Akkermansia sp004167605	818	0.53	8482	6763
Streptococcus oralis_S	1303	0.4699999999999999	4390	5997
Varibaculum cambriense_A	184870	0.4699999999999999	5262	5997
Staphylococcus epidermidis	1282	0.45000000000000007	5247	5742
Collinsella sp003438495	74426	0.45000000000000007	5091	5742
Collinsella sp900551305	74426	0.45000000000000007	4958	5742
Collinsella sp900551605	74426	0.43	4856	5487
Pauljensenia turicensis	131111	0.42	4033	5359
Collinsella aerofaciens_P	74426	0.4099999999999999	4403	5232
Faecalibacterium longum	1851428	0.38	5238	4849
Evtepia gabavorous	2211183	0.38	4636	4849
Collinsella sp902363125	74426	0.38	4303	4849
Alistipes putredinis	28117	0.37	4656	4721
Collinsella aerofaciens_M	74426	0.37	4196	4721
Lachnospira sp900316325	1242245	0.35	4984	4466
Fenollaria timonensis	1723384	0.35	2962	4466
Romboutsia timonensis	1776391	0.35	5439	4466
Streptococcus sp019448285	28037	0.34	3301	4338
Faecalibacterium prausnitzii	853	0.34	5241	4338
Adlercreutzia hattorii	2707299	0.34	4808	4338
Pauljensenia radingae_A	1673722	0.34	4080	4338
Anaerobutyricum hallii	39488	0.33	5376	4211
Corynebacterium tuberculostearicum_C	38304	0.31	3646	3956
Prevotella timonensis	386414	0.3	4676	3828
Collinsella aerofaciens_AI	74426	0.3	3304	3828
Collinsella aerofaciens_AG	74426	0.3	3259	3828
Adlercreutzia equolifaciens	446660	0.3	4306	3828
Corynebacterium aurimucosum_F	169292	0.3	4167	3828
Collinsella aerofaciens_Y	74426	0.29	3294	3700
Agathobaculum butyriciproducens	1628085	0.28	3844	3573
Anaerococcus vaginalis_C	77133	0.28	2500	3573
Propionimicrobium lymphophilum	33012	0.28	2885	3573
Alterileibacterium massiliense	1870997	0.27	1970	3445
Corynebacterium tuberculostearicum	38304	0.27	3432	3445
Staphylococcus haemolyticus	1283	0.26	2900	3318
Lachnospira eligens_A	39485	0.26	2794	3318
Blautia_A sp900066505	536633	0.25	4898	3190
Collinsella aerofaciens_G	74426	0.25	2768	3190
Corynebacterium amycolatum	43765	0.25	2994	3190
Phascolarctobacterium faecium	33025	0.25	2899	3190
Anaerococcus prevotii	33034	0.24	2280	3062
Peptoniphilus_C coxii	755172	0.24	2164	3062
Veillonella parvula_A	29466	0.24	2544	3062
Negativicoccus succinicivorans	620903	0.24	1499	3062
Lachnospira eligens	39485	0.22999999999999998	3274	2935
Eisenbergiella sp900066775	749906	0.22999999999999998	4001	2935
Anaerococcus senegalensis	1288120	0.22999999999999998	2012	2935
Bacteroides cellulosilyticus	246787	0.22999999999999998	7954	2935
Collinsella sp003458415	74426	0.22999999999999998	2457	2935
Anaerococcus obesiensis	1287640	0.22	1994	2807
Prevotella timonensis_A	386414	0.22	3457	2807
Slackia_A isoflavoniconvertens	572010	0.22	2741	2807
Lachnospira rogosae	706562	0.21	2921	2680
Mediterraneibacter lactaris	46228	0.21	2823	2680
Faecalibacterium prausnitzii_I	853	0.21	2834	2680
Ruminococcus_B gnavus	408170	0.2	3567	2552
Anaerococcus vaginalis	33037	0.2	1867	2552
Phocaeicola vulgatus	821	0.2	4965	2552
Streptococcus sp001556435	1304	0.19	2028	2424
Longicatena caecimuris	1796635	0.19	2862	2424
Faecalibacterium duncaniae	411483	0.19	3079	2424
Collinsella aerofaciens_Z	74426	0.19	2190	2424
Lacticaseibacillus rhamnosus	47715	0.18	2663	2297
Blautia_A intestinalis	40520	0.18	3276	2297
Cutibacterium acnes	1747	0.18	2268	2297
Faecalibacterium sp900772565	216851	0.17	2009	2169
Corynebacterium amycolatum_A	43765	0.17	2086	2169
Escherichia coli	562	0.17	4301	2169
Mediterraneibacter torques	33039	0.16	2147	2042
Facklamia hominis	178214	0.15	1419	1914
Anaerostipes sp900066705	649756	0.15	2165	1914
Dorea_A longicatena_B	88431	0.15	2224	1914
Bacteroides fragilis	817	0.15	3886	1914
Porphyromonas_A bennonis	501496	0.15	1479	1914
Ralstonia pickettii_B	329	0.15	3649	1914
Comamonas tsuruhatensis	80866	0.15	4734	1914
Streptococcus sp001811505	1313	0.14	1379	1786
Roseburia inulinivorans	360807	0.14	2691	1786
Angelakisella massiliensis	1871018	0.14	2675	1786
Anaerococcus marasmi	2057797	0.14	1486	1786
Peptoniphilus_A phoceensis	1720298	0.14	1143	1786
Haemophilus seminalis	2582921	0.14	1245	1786
Peptoniphilus_A lacrimalis	33031	0.13	1145	1659
Alistipes finegoldii	214856	0.13	2505	1659
Eggerthella lenta	84112	0.13	2126	1659
Lacticaseibacillus paracasei	1597	0.12	1711	1531
Desulfovibrio desulfuricans	876	0.12	2150	1531
Staphylococcus caprae	29380	0.11	1322	1404
Anaerostipes hadrus_A	649756	0.11	1304	1404
Agathobacter rectalis	39491	0.11	1876	1404
Anaerobutyricum soehngenii	105843	0.11	1952	1404
Faecalibacterium prausnitzii_D	853	0.11	1553	1404
Anaerococcus provencensis	938293	0.11	1207	1404
Urinicoccus massiliensis	1723382	0.11	1156	1404
Blautia_A massiliensis	89014	0.1	1876	1276
Anaerotignum lactatifermentans	160404	0.1	1647	1276
Fimivivens sp014385025	1806836	0.1	1596	1276
Peptoniphilus_A vaginalis	54005	0.1	956	1276
Alistipes onderdonkii	328813	0.1	1719	1276
Parasutterella excrementihominis	487175	0.1	1245	1276
