Name	Tax ID	Abundance Score	Relative Abundance	Unique Matches Frequency
Staphylococcus epidermidis	1282	861991.95	92.254	116
Cutibacterium acnes	1747	13819.07	1.4789999999999999	148
Micrococcus luteus	1270	8871.69	0.9490000000000001	14224
Kocuria palustris	71999	7161.39	0.766	57361
Microbacterium sp. KROCY2	1305732	6444.02	0.69	28302
Staphylococcus sp. MDS7B	1209359	4881.59	0.522	6209
Enhydrobacter aerosaccus	225324	2855.04	0.306	39058
Staphylococcus aureus	1280	2811.92	0.301	23
Lactobacillus acidophilus	1579	2184.1	0.234	39
Paenibacillus sophorae	1333845	1641.21	0.17600000000000002	27053
Staphylococcus haemolyticus	1283	1493.49	0.16	8880
Staphylococcus capitis	29388	1317.42	0.14100000000000001	1549
Acinetobacter lwoffii	28090	1061.84	0.11399999999999999	1150
Hymenobacter_u_s	89966	1062.1	0.11399999999999999	26
Acinetobacter sp. CIP 101966	1144662	966.4	0.10300000000000001	731
Staphylococcus warneri	1292	849.33	0.091	443
Acinetobacter_u_s	469	817.21	0.087	893
Staphylococcus hominis	1290	730.87	0.078	120
[Propionibacterium] namnetense	1574624	732.3	0.078	17492
Staphylococcus pasteuri	45972	672.06	0.07200000000000001	7983
Rothia mucilaginosa	43675	656.27	0.06999999999999999	7744
Aerococcus viridans	1377	647.89	0.06899999999999999	6978
Staphylococcus cohnii	29382	615.58	0.066	1023
Acinetobacter johnsonii	40214	620.05	0.066	2717
Acinetobacter idrijaensis	1507807	583.27	0.062	707
Lactobacillus casei group	655183	549.13	0.059000000000000004	9
Corynebacterium tuberculostearicum	38304	524.07	0.055999999999999994	2660
Pseudomonas putida	303	513.85	0.055	163
Corynebacterium pseudogenitalium	38303	499.94	0.054	2903
Propionibacterium sp. KPL1844	1203573	380.82	0.041	3590
Paracoccus yeei	147645	362.37	0.039	10498
Lautropia mirabilis	47671	326.87	0.034999999999999996	9415
Corynebacterium durum	61592	276.12	0.03	8548
Gemella haemolysans	1379	267.27	0.029	3812
Streptococcus thermophilus	1308	272.84	0.029	92
Streptococcus_u_s	1301	267.4	0.029	1297
Actinomyces massiliensis	461393	270.64	0.029	4226
Haemophilus parahaemolyticus	735	270.57	0.029	2760
Streptococcus mitis	28037	256.42	0.027	2377
Kocuria rhizophila	72000	239.32	0.026	2689
Cutibacterium granulosum	33011	227.25	0.024	1645
Neisseria_u_s	482	221.95	0.024	175
Staphylococcus_u_s	1279	214.04	0.023	3434
Aerococcus urinaeequi	51665	201.36	0.022000000000000002	1687
Corynebacterium ihumii	1232427	191.91	0.021	5101
Granulicatella_u_s	117563	180.5	0.019	24
Bacillus thermoamylovorans	35841	155.61	0.017	317
Brevundimonas diminuta	293	161.68	0.017	3798
Neisseria flavescens	484	150.47	0.016	180
Streptococcus sp. M334	563038	135.9	0.015	1283
Haemophilus parainfluenzae	729	144.67	0.015	327
Methylobacterium_u_s	407	117.28	0.013	39
Neisseriaceae_u_s	481	123.15	0.013	22
Rothia dentocariosa	2047	110.72	0.012	1757
Dermacoccus_u_s	57495	116.52	0.012	1958
Rhizobiales_u_s	356	112.25	0.012	1250
Streptococcus pseudopneumoniae	257758	105.76	0.011000000000000001	9
Corynebacterium lipophiloflavum	161889	99	0.011000000000000001	2996
Acinetobacter junii	40215	102.44	0.011000000000000001	388
Listeria monocytogenes	1639	91.21	0.01	302
Staphylococcus xylosus	1288	80.01	0.009000000000000001	679
Staphylococcus lugdunensis	28035	80.17	0.009000000000000001	14
Rothia aeria	172042	87.91	0.009000000000000001	532
Corynebacterium jeikeium	38289	83.01	0.009000000000000001	31
Streptococcus australis	113107	77.88	0.008	1311
Corynebacterium matruchotii	43768	75.75	0.008	1093
Acinetobacter ursingii	108980	75.3	0.008	43
Paracoccus sanguinis	1545044	77.78	0.008	381
