Name	Tax ID	Abundance Score	Relative Abundance	Unique Matches Frequency
Staphylococcus epidermidis VCU071	904325	80488.63	56.865	255718
Propionibacterium sp. KPL2003_u_t	1203631	13791	9.743	83
Propionibacterium acnes HL087PA2	765082	13759.46	9.721	363
Staphylococcus capitis QN1	1189311	10316.59	7.289	22889
Micrococcus luteus	1270	5746.12	4.06	7311
Corynebacterium pseudogenitalium ATCC 33035	525264	3385.85	2.392	26982
Corynebacterium tuberculostearicum SK141	553206	3246.72	2.294	21332
Cutibacterium granulosum DSM 20700	1160719	1260.98	0.8909999999999999	1833
Streptococcus sanguinis SK49	888808	970.32	0.6859999999999999	4541
Microbacterium sp. KROCY2_u_t	1305732	667	0.471	3197
Staphylococcus pettenkoferi VCU012	904314	647.9	0.45799999999999996	13186
Corynebacterium propinquum DSM 44285	1121367	635.48	0.449	13151
Kocuria palustris PEL	1236550	617.81	0.436	2660
Corynebacterium minutissimum	38301	593.74	0.41900000000000004	12304
Anaerococcus provencensis	938293	543.24	0.384	6941
Corynebacterium jeikeium	38289	445.15	0.314	124
Staphylococcus hominis	1290	362.01	0.256	134
Raoultella ornithinolytica	54291	318.9	0.22499999999999998	288
Corynebacterium sp. ATCC 6931_u_t	1487956	303.77	0.215	3449
Dolosigranulum pigrum ATCC 51524	883103	282.85	0.2	4352
Dietzia_u_t	37914	272.27	0.192	46
Staphylococcus sp. TE8_u_t	1472720	245.14	0.173	805
Rothia dentocariosa	2047	230.39	0.163	1651
Klebsiella oxytoca KONIH1	1333852	220.2	0.156	307
Nesterenkonia massiliensis	1232429	171.14	0.121	3847
Neisseriaceae_u_t	481	152.17	0.108	34
Staphylococcus caprae M23864:W1	525378	148.76	0.105	3352
Facklamia languida CCUG 37842	883113	146.58	0.104	2079
Brachybacterium paraconglomeratum LC44	1064537	139.71	0.099	2949
Staphylococcus_u_t	1279	127.52	0.09	9
Corynebacterium ihumii	1232427	119.95	0.08499999999999999	2693
Anaerococcus prevotii	33034	118.9	0.084	24
Streptococcus mutans	1309	114.76	0.08099999999999999	140
Corynebacterium ureicelerivorans	401472	114.3	0.08099999999999999	2324
Acinetobacter_u_t	469	115.18	0.08099999999999999	7
Acinetobacter johnsonii	40214	110.03	0.078	730
Caulobacter sp. JGI 0001013-D04_u_t	1157680	107.44	0.076	1896
Bordetella pertussis B1920	743278	103.16	0.073	176
Serratia_u_t	613	88.67	0.063	15
Streptococcus_u_t	1301	78.57	0.055999999999999994	253
Actinomyces odontolyticus	1660	79.28	0.055999999999999994	538
Staphylococcus lugdunensis	28035	78.55	0.055	612
Acinetobacter baumannii ABNIH3	992404	77.72	0.055	18
