Name	Tax ID	Relative Abundance	Reads Frequency	Normalized Reads Frequency
Streptococcus anginosus	1328	34.14	108597	128743
Lactobacillus gasseri	1596	28.15	81040	106154
Allobacillus halotolerans	570278	11.64	45789	43895
Imtechella halotolerans	1165090	11.39	55071	42952
Escherichia coli	562	2.56	18471	9654
Staphylococcus epidermidis	1282	2.47	8891	9314
Enterococcus faecalis	1351	2.08	8572	7844
Bradyrhizobium sp003020075	2057741	1.08	12657	4073
Bifidobacterium dentium	1689	0.71	2869	2677
Cutibacterium acnes	1747	0.6	2313	2263
Blautia_A wexlerae	40520	0.56	3381	2111
Actinobaculum massiliense	202789	0.44	1393	1659
Bradyrhizobium viridifuturi	1654716	0.43	5865	1622
Comamonas tsuruhatensis	80866	0.38	3992	1433
Allobacillus salarius	1955272	0.33	1316	1244
Bradyrhizobium elkanii	29448	0.28	3566	1056
Winkia sp002849225	29318	0.27	943	1018
Actinotignum sanguinis	1445614	0.22999999999999998	716	867
Varibaculum massiliense	1852372	0.21	727	792
Finegoldia magna	1260	0.2	562	754
Ralstonia pickettii_B	329	0.2	1489	754
Facklamia hominis	178214	0.16	449	603
Longicatena caecimuris	1796635	0.14	670	528
Finegoldia magna_F	1260	0.14	411	528
Veillonella_u_s	29465	0.14	453	528
Agrobacterium oryzihabitans	357	0.1	757	377
Methylobacterium thiocyanatum	223967	0.1	876	377
Cutibacterium avidum	33010	0.1	400	377
Lachnospira eligens_A	39485	0.09	381	339
Bradyrhizobium_u_s	374	0.08	1147	302
Anaerobutyricum soehngenii	105843	0.07	398	264
Peptoniphilus_A harei_A	54005	0.07	185	264
Bradyrhizobium japonicum_C	375	0.07	790	264
Corynebacterium_u_s	1716	0.06	262	226
Phascolarctobacterium faecium	33025	0.06	206	226
Ruminiclostridium_E siraeum	39492	0.05	237	189
Thomasclavelia ramosa	1547	0.04	201	151
Dysosmobacter welbionis	2093857	0.04	207	151
CAG-41 sp900066215	59620	0.04	201	151
Adlercreutzia_u_s	447020	0.04	170	151
Phyllobacterium_u_s	28100	0.03	258	113
Staphylococcus aureus	1280	0.02	62	75
Afipia sp001425835	1736436	0.02	161	75
