Name	Tax ID	Relative Abundance	Reads Frequency	Normalized Reads Frequency
Escherichia coli	562	91.99	17171040	16435215
Enterococcus faecalis	1351	2.61	256264	466311
Aerococcus urinae_B	1376	2.41	162231	430578
Aerococcus urinae_D	1376	0.65	49402	116131
Imtechella halotolerans	1165090	0.45000000000000007	49631	80398
Allobacillus halotolerans	570278	0.44	40212	78612
Salmonella enterica	28901	0.31	50632	55386
Actinotignum sanguinis	1445614	0.27	19515	48239
Bifidobacterium breve	1685	0.1	8450	17866
Falseniella ignava	137730	0.09	5249	16080
Actinotignum schaalii_A	59505	0.09	6663	16080
Aerococcus sp001809535	119206	0.08	6137	14293
Aerococcus urinae_A	1376	0.07	5164	12506
Varibaculum massiliense	1852372	0.07	6081	12506
Bifidobacterium longum	216816	0.04	3736	7147
Propionimicrobium lymphophilum	33012	0.03	1868	5360
Ezakiella coagulans	46507	0.03	2040	5360
Streptococcus sp001553685	712633	0.02	1572	3573
Peptoniphilus_A harei_A	54005	0.02	1347	3573
Ezakiella peruensis	1464038	0.02	1067	3573
Bradyrhizobium sp003020075	2057741	0.01	2757	1787
Streptococcus anginosus_C	1328	0.01	534	1787
Streptococcus pseudopneumoniae_L	712633	0.01	905	1787
Streptococcus sp001808705	712633	0.01	1076	1787
Streptococcus pseudopneumoniae_M	68892	0.01	712	1787
Facklamia hominis	178214	0.01	534	1787
Globicatella sanguinis	13076	0.01	712	1787
Allobacillus salarius	1955272	0.01	872	1787
Staphylococcus aureus	1280	0.01	1097	1787
Alloscardovia_u_s	419014	0.01	652	1787
Actinotignum timonense	1870995	0.01	674	1787
Gleimia urinae	1689268	0.01	578	1787
Winkia sp002849225	29318	0.01	532	1787
Pauljensenia radingae_A	1673722	0.01	767	1787
Corynebacterium sp001815985	43771	0.01	534	1787
Corynebacterium imitans	156978	0.01	1065	1787
Porphyromonas_A somerae	322095	0.01	623	1787
Peptoniphilus_A harei	54005	0.01	889	1787
Peptoniphilus_A lacrimalis	33031	0.01	534	1787
Peptoniphilus_C coxii	755172	0.01	623	1787
Urinicoccus timonensis	2024205	0.01	534	1787
Anaerococcus sp900258475	77133	0.01	801	1787
