GO ID	GO Category	GO Description	Copies per Million (CPM)	Relative Abundance
GO:0016021	Cellular_Components	integral component of membrane	113119	11.3379759256814
GO:0005524	Molecular_Functions	ATP binding	56306.8	5.643659711031369
GO:0005737	Cellular_Components	cytoplasm	46438	4.654504778479238
GO:0003677	Molecular_Functions	DNA binding	41797.9	4.1894251535466065
GO:0005886	Cellular_Components	plasma membrane	21226.8	2.1275731519837864
GO:0006412	Biological_Processes	translation	21055.2	2.110373595155606
GO:0003735	Molecular_Functions	structural constituent of ribosome	18722.5	1.8765658666410594
GO:0055085	Biological_Processes	transmembrane transport	18667.2	1.8710231190151951
GO:0046872	Molecular_Functions	metal ion binding	16783.3	1.6821988468205045
GO:0005840	Cellular_Components	ribosome	15418.3	1.5453841902327066
GO:0016787	Molecular_Functions	hydrolase activity	15049.5	1.5084191753245895
GO:0006355	Biological_Processes	regulation of transcription, DNA-templated	15036.9	1.5071562708022406
GO:0005975	Biological_Processes	carbohydrate metabolic process	11961.8	1.1989374059867552
GO:0019843	Molecular_Functions	rRNA binding	11343.6	1.1369748999775415
GO:0016740	Molecular_Functions	transferase activity	10747.5	1.077227488408321
GO:0000287	Molecular_Functions	magnesium ion binding	9428.67	0.9450404748202728
GO:0016887	Molecular_Functions	ATPase activity	9101.64	0.91226208863426
GO:0003723	Molecular_Functions	RNA binding	7984.16	0.8002564897743827
GO:0008270	Molecular_Functions	zinc ion binding	6960.99	0.6977036310337694
GO:0030170	Molecular_Functions	pyridoxal phosphate binding	6902.17	0.6918080719857883
GO:0016301	Molecular_Functions	kinase activity	6847.74	0.6863525249102763
GO:0022857	Molecular_Functions	transmembrane transporter activity	6465.47	0.6480374049294577
GO:0006281	Biological_Processes	DNA repair	5998.16	0.6011986817279604
GO:0051301	Biological_Processes	cell division	5824.71	0.5838136984421336
GO:0003676	Molecular_Functions	nucleic acid binding	5309.27	0.5321508804262988
GO:0003700	Molecular_Functions	DNA-binding transcription factor activity	4970.75	0.49822084559252483
GO:0006260	Biological_Processes	DNA replication	4682.87	0.46936648417238186
GO:0005525	Molecular_Functions	GTP binding	4431.81	0.44420261041199177
GO:0043565	Molecular_Functions	sequence-specific DNA binding	4212.34	0.42220501870406196
GO:0000049	Molecular_Functions	tRNA binding	4092.68	0.41021143496245327
GO:0016829	Molecular_Functions	lyase activity	3964.42	0.39735586876908263
GO:0004553	Molecular_Functions	hydrolase activity, hydrolyzing O-glycosyl compounds	3922.68	0.3931722469625077
GO:0003824	Molecular_Functions	catalytic activity	3798.54	0.3807296305018416
GO:0051539	Molecular_Functions	4 iron, 4 sulfur cluster binding	3777.55	0.37862579193643664
GO:0007049	Biological_Processes	cell cycle	3747.62	0.3756258925432697
GO:0016491	Molecular_Functions	oxidoreductase activity	3565.95	0.35741701440238677
GO:0000160	Biological_Processes	phosphorelay signal transduction system	3323.92	0.33315822221634667
GO:0006313	Biological_Processes	transposition, DNA-mediated	3044.83	0.30518488704631846
GO:0043190	Cellular_Components	ATP-binding cassette (ABC) transporter complex	2995.84	0.3002745939868048
GO:0009252	Biological_Processes	peptidoglycan biosynthetic process	2963.46	0.29702912982540336
GO:0015074	Biological_Processes	DNA integration	2869.81	0.2876425418477863
GO:0008360	Biological_Processes	regulation of cell shape	2861.64	0.28682365851861247
GO:0000166	Molecular_Functions	nucleotide binding	2838.11	0.2844652344383847
GO:0071555	Biological_Processes	cell wall organization	2821.89	0.2828394954421546
GO:0006310	Biological_Processes	DNA recombination	2752.36	0.2758704675501769
GO:0004803	Molecular_Functions	transposase activity	2729.31	0.27356015411841955
GO:0015934	Cellular_Components	large ribosomal subunit	2720.82	0.27270919702359875
GO:0004519	Molecular_Functions	endonuclease activity	2693.18	0.26993882551584286
GO:0005623	Cellular_Components	cell	2686.3	0.26924923955443336
GO:0006541	Biological_Processes	glutamine metabolic process	2652.73	0.2658845010770323
GO:0003924	Molecular_Functions	GTPase activity	2626.47	0.26325244768362893
GO:0050661	Molecular_Functions	NADP binding	2625.96	0.26320133011962915
GO:0006396	Biological_Processes	RNA processing	2608.89	0.26149039518339934
GO:0005887	Cellular_Components	integral component of plasma membrane	2454.51	0.24601680786909585
GO:0009058	Biological_Processes	biosynthetic process	2395.56	0.2401082188538206
GO:0004386	Molecular_Functions	helicase activity	2360.1	0.23655404469806726
GO:0006265	Biological_Processes	DNA topological change	2315.5	0.23208376361102276
GO:0000105	Biological_Processes	histidine biosynthetic process	2314.89	0.2320226229952582
GO:0006096	Biological_Processes	glycolytic process	2307.87	0.23131900476137812
GO:0051287	Molecular_Functions	NAD binding	2221.99	0.2227112079058762
GO:0045454	Biological_Processes	cell redox homeostasis	2206.39	0.22114761183058712
GO:0009089	Biological_Processes	lysine biosynthetic process via diaminopimelate	2188.23	0.21932742563012236
GO:0046933	Molecular_Functions	proton-transporting ATP synthase activity, rotational mechanism	2154.16	0.21591257189389795
GO:0004252	Molecular_Functions	serine-type endopeptidase activity	2055.89	0.206062918924753
GO:0006457	Biological_Processes	protein folding	2029.48	0.20341583095370266
GO:0008168	Molecular_Functions	methyltransferase activity	1992.69	0.19972835020947913
GO:0009432	Biological_Processes	SOS response	1980.47	0.19850353328383596
GO:0016114	Biological_Processes	terpenoid biosynthetic process	1949.49	0.19539839184714003
GO:0015986	Biological_Processes	ATP synthesis coupled proton transport	1948.58	0.19530718207608147
GO:0004222	Molecular_Functions	metalloendopeptidase activity	1917.61	0.192203042944562
GO:0015935	Cellular_Components	small ribosomal subunit	1878.06	0.1882389259716335
GO:0003918	Molecular_Functions	DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity	1872.7	0.18770169039704698
GO:0042626	Molecular_Functions	ATPase-coupled transmembrane transporter activity	1871.49	0.18758041147069443
GO:0008483	Molecular_Functions	transaminase activity	1835.77	0.18400017738035296
GO:0003697	Molecular_Functions	single-stranded DNA binding	1822.65	0.18268515298882773
GO:0006364	Biological_Processes	rRNA processing	1811.49	0.18156658041189014
GO:0008643	Biological_Processes	carbohydrate transport	1742.49	0.17465067469426518
GO:0009116	Biological_Processes	nucleoside metabolic process	1727.16	0.1731141408587407
GO:0008233	Molecular_Functions	peptidase activity	1695.74	0.16996489799428016
GO:0006526	Biological_Processes	arginine biosynthetic process	1667.64	0.1671484204484068
GO:0050660	Molecular_Functions	flavin adenine dinucleotide binding	1651.9	0.16557079210064715
GO:0003887	Molecular_Functions	DNA-directed DNA polymerase activity	1638.96	0.16427380920229837
GO:0009228	Biological_Processes	thiamine biosynthetic process	1605.34	0.160904059199015
GO:0019288	Biological_Processes	isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway	1585.98	0.15896359637737417
GO:0002161	Molecular_Functions	aminoacyl-tRNA editing activity	1557.24	0.1560829713002069
