Name	Tax ID	Abundance Score	Relative Abundance	Unique Matches Frequency
Staphylococcaceae	90964	193515.72	52	135556
Corynebacteriaceae	1653	167643.21000000002	45.04800000000001	1860721
Propionibacteriaceae	31957	7885.200000000001	2.1189999999999998	9781
Actinomycetaceae	2049	1077.3000000000002	0.28900000000000003	17115
Micrococcaceae	1268	708.46	0.189	2903
Listeriaceae	186820	484.46	0.13	9044
Leuconostocaceae	81850	276.11	0.074	2039
Neisseriaceae	481	222.52	0.06	131
Lactobacillaceae	33958	99.89	0.027	7
Prevotellaceae	171552	82.26	0.022000000000000002	152
Streptococcaceae	1300	78.44	0.021	35
Veillonellaceae	31977	78.12	0.021	12
