Enzyme ID	Name	Copies per Million (CPM)	Relative Abundance
2.7.13.3	Histidine kinase	23860.1	2.3860102600751185
3.6.4.12	DNA helicase	15081.4	1.508140164387278
2.7.1.69	2.7.1.208	13959.8	1.3959801521618367
2.7.7.7	DNA-directed DNA polymerase	12213.9	1.2213901331315247
5.2.1.8	Peptidylprolyl isomerase	10061.2	1.0061201096670922
3.1.26.5	Ribonuclease P	9947.88	0.9947881084319038
5.99.1.2	Transferred entry 5.6.2.1	9063.2	0.906320098788891
4.2.1.11	Phosphopyruvate hydratase	8930.15	0.8930150973386458
3.6.3.14	Transferred entry 7.1.2.2	8479.32	0.8479320924245982
2.7.7.6	DNA-directed RNA polymerase	8349.04	0.8349040910045461
3.5.1.88	Peptide deformylase	7885.18	0.7885180859484715
1.11.1.15	Peroxiredoxin	7262.93	0.7262930791659458
3.1.1.96	D-aminoacyl-tRNA deacylase	7021.31	0.7021310765322875
2.4.2.8	Hypoxanthine phosphoribosyltransferase	6725.95	0.6725950733128632
2.4.2.10	Orotate phosphoribosyltransferase	6595.14	0.659514071887034
2.4.2.9	Uracil phosphoribosyltransferase	6474.67	0.6474670705739107
2.7.2.3	Phosphoglycerate kinase	6385.84	0.6385840696056637
2.7.7.27	Glucose-1-phosphate adenylyltransferase	6145.08	0.6145080669813794
2.2.1.2	Transaldolase	5969.04	0.5969040650625432
6.1.1.20	Phenylalanine--tRNA ligase	5639.87	0.5639870614745899
2.7.4.8	Guanylate kinase	5636.2	0.5636200614345868
3.1.26.4	Ribonuclease H	5615.13	0.5615130612049238
6.3.5.2	GMP synthase (glutamine-hydrolyzing)	5475.1	0.5475100596785967
4.2.1.10	3-dehydroquinate dehydratase	5464.99	0.5464990595683975
2.1.1.37	DNA (cytosine-5-)-methyltransferase	5379.48	0.5379480586363384
1.17.4.1	Ribonucleoside-diphosphate reductase	5291.05	0.5291050576724514
3.5.4.16	GTP cyclohydrolase I	5257.22	0.5257220573037044
3.1.11.6	Exodeoxyribonuclease VII	5240.51	0.5240510571215653
1.1.1.86	Ketol-acid reductoisomerase (NADP(+))	5201.59	0.5201590566973373
6.3.4.2	CTP synthase (glutamine hydrolyzing)	5198.18	0.5198180566601683
2.7.4.25	(d)CMP kinase	5182.89	0.5182890564935072
6.1.1.2	Tryptophan--tRNA ligase	5063.92	0.5063920551967341
3.6.3.34	Transferred entry 7.2.2.16	5014.77	0.5014770546609991
3.1.3.48	Protein-tyrosine-phosphatase	4993.83	0.49938305443275305
2.7.11.1	Non-specific serine/threonine protein kinase	4963.21	0.49632105409899496
6.1.1.14	Glycine--tRNA ligase	4819.41	0.4819410525315748
2.2.1.6	Acetolactate synthase	4697.47	0.4697470512024287
2.4.1.1	Glycogen phosphorylase	4646.95	0.4646950506517606
1.1.1.100	3-oxoacyl-[acyl-carrier-protein] reductase	4578.11	0.45781104990140453
2.1.1.33	tRNA (guanine(46)-N(7))-methyltransferase	4556.81	0.4556810496692345
