Name	Tax ID	GTDB ID	Domain	Relative Abundance	% Total Matches	% Unique Matches	Reads Frequency	Normalized Reads Frequency
s__Escherichia coli GCA_016944675.1	562	GCA_016944675.1	Bacteria	15.689999999999998	0.610844	0.429372	756051	389680
s__Actinotignum sanguinis GCA_003957255.1	1445614	GCA_003957255.1	Bacteria	15.45	0.46982	0.394947	300867	383720
s__Imtechella halotolerans GCA_000260835.1	946077	GCA_000260835.1	Bacteria	12.770000000000001	0.999761	0.999761	378589	317159
s__Allobacillus halotolerans GCA_007559355.1	1955271	GCA_007559355.1	Bacteria	11.33	0.661195	0.659395	273343	281394
JC polyomavirus	10632	GCF_000863805.1	Viruses	9.61	0.557815	0.556713	4765	238676
s__Actinotignum schaalii_A GCA_000411135.1	883067	GCA_000411135.1	Bacteria	4.82	0.229602	0.117305	95591	119711
s__Aerococcus sanguinicola GCA_001806805.1	1581058	GCA_001806805.1	Bacteria	4.33	0.968043	0.820461	86407	107541
s__Enterococcus faecalis	1351		Bacteria	4.09	0.993386	1	102968	101580
s__Propionimicrobium lymphophilum GCA_000510445.1	1111131	GCA_000510445.1	Bacteria	2.93	0.751594	0.465315	57225	72770
s__Bifidobacterium pseudocatenulatum GCA_003470545.1	28026	GCA_003470545.1	Bacteria	1.73	0.509879	0.079116	36050	42967
s__Prevotella disiens GCA_000613345.1	1235811	GCA_000613345.1	Bacteria	1.02	0.56081	0.575167	26274	25333
s__Cutibacterium avidum GCA_000227295.1	997355	GCA_000227295.1	Bacteria	0.96	0.502109	0.349052	23437	23843
s__Falseniella ignava GCA_000301055.1	883112	GCA_000301055.1	Bacteria	0.9399999999999998	0.482231	0.482092	15277	23346
s__Staphylococcus epidermidis GCA_000011925.1	176279	GCA_000011925.1	Bacteria	0.93	0.728965	0.27451	20373	23098
s__Peptoniphilus_A harei_A GCA_000183565.2	908338	GCA_000183565.2	Bacteria	0.78	0.453557	0.40849	13461	19372
s__Porphyromonas uenonis_A GCA_000174775.1	596327	GCA_000174775.1	Bacteria	0.6	0.340959	0.320768	12021	14902
s__Actinotignum timonense GCA_002860685.1	1870995	GCA_002860685.1	Bacteria	0.57	0.08269	0.02323	12342	14157
s__Pauljensenia turicensis GCA_000296505.1	883077	GCA_000296505.1	Bacteria	0.51	0.172012	0.171998	9444	12666
s__Campylobacter_B ureolyticus GCA_000374605.1	1121102	GCA_000374605.1	Bacteria	0.48	0.322288	0.215989	7896	11921
s__Facklamia hominis GCA_001810675.1	1739262	GCA_001810675.1	Bacteria	0.44	0.331592	0.212301	7564	10928
s__Prevotella buccalis GCA_000177075.1	679190	GCA_000177075.1	Bacteria	0.44	0.222954	0.170003	12541	10928
s__Aerococcus urinae_D GCA_001809895.1	1715159	GCA_001809895.1	Bacteria	0.38	0.356867	0.281763	7695	9438
s__Allobacillus salarius GCA_007559425.1	1955272	GCA_007559425.1	Bacteria	0.33	0.05203	0.014703	8046	8196
s__Peptoniphilus_C coxii GCA_001553115.1	755172	GCA_001553115.1	Bacteria	0.32	0.206004	0.205357	5530	7948
