ID	Name	Copies per Million (CPM)	Relative Abundance
PWY0-1586	peptidoglycan maturation (meso-diaminopimelate containing)	14872	1.4871998364080183
PWY-7208	superpathway of pyrimidine nucleobases salvage	14022.5	1.4022498457525174
PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	13932.2	1.3932198467458172
PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	13932.2	1.3932198467458172
PWY66-429	fatty acid biosynthesis initiation (mitochondria)	13532.1	1.3532098511469166
PWY-3841	folate transformations II (plants)	13473.1	1.3473098517959166
PWY-6123	inosine-5'-phosphate biosynthesis I	12913.6	1.291359857950416
TRNA-CHARGING-PWY	tRNA charging	12865.8	1.2865798584762158
PWY-6124	inosine-5'-phosphate biosynthesis II	12820.9	1.2820898589701157
DTDPRHAMSYN-PWY	dTDP-β-L-rhamnose biosynthesis	12657.5	1.2657498607675157
PWY-1042	glycolysis IV	12589.6	1.2589598615144157
NONOXIPENT-PWY	pentose phosphate pathway (non-oxidative branch) I	12514.4	1.2514398623416154
PWY-7228	superpathway of guanosine nucleotides de novo biosynthesis I	12473.5	1.2473498627915154
ANAGLYCOLYSIS-PWY	glycolysis III (from glucose)	12331.5	1.2331498643535153
CALVIN-PWY	Calvin-Benson-Bassham cycle	12184	1.2183998659760151
GLYCOLYSIS	glycolysis I (from glucose 6-phosphate)	11909.5	1.1909498689955147
PWY-5686	UMP biosynthesis I	11732.2	1.1732198709458146
PWY-7790	UMP biosynthesis II	11732.2	1.1732198709458146
PWY-7791	UMP biosynthesis III	11732.2	1.1732198709458146
PWY0-162	superpathway of pyrimidine ribonucleotides de novo biosynthesis	11693.6	1.1693598713704143
PWY-6125	superpathway of guanosine nucleotides de novo biosynthesis II	11481.7	1.1481698737013142
SER-GLYSYN-PWY	superpathway of L-serine and glycine biosynthesis I	11279.1	1.127909875929914
COA-PWY-1	superpathway of coenzyme A biosynthesis III (mammals)	11251.6	1.125159876232414
PWY-7234	inosine-5'-phosphate biosynthesis III	11176.1	1.1176098770629137
PWY-6609	adenine and adenosine salvage III	11122.1	1.1122098776569138
PWY-7221	guanosine ribonucleotides de novo biosynthesis	11078.5	1.1078498781365136
PWY-6385	peptidoglycan biosynthesis III (mycobacteria)	10852.7	1.0852698806203134
PWY-6387	UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	10785.5	1.0785498813595134
PWY-6386	UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	10723.4	1.072339882042613
COA-PWY	coenzyme A biosynthesis I (prokaryotic)	10721.6	1.0721598820624134
