GO ID	GO Category	GO Description	Copies per Million (CPM)	Relative Abundance
GO:0016021	Cellular_Components	integral component of membrane	115279	11.566986142278687
GO:0005524	Molecular_Functions	ATP binding	48416.4	4.8580559152926535
GO:0005737	Cellular_Components	cytoplasm	44356.9	4.45072951374007
GO:0003677	Molecular_Functions	DNA binding	40101.2	4.023716589220466
GO:0046872	Molecular_Functions	metal ion binding	22196.7	2.227195944658761
GO:0005886	Cellular_Components	plasma membrane	19082	1.9146698840808984
GO:0006412	Biological_Processes	translation	15024.2	1.5075140589250726
GO:0003735	Molecular_Functions	structural constituent of ribosome	13882.9	1.3929970932662565
GO:0016787	Molecular_Functions	hydrolase activity	11879.3	1.1919577588283314
GO:0003700	Molecular_Functions	DNA-binding transcription factor activity	11583.4	1.162267431886735
GO:0005840	Cellular_Components	ribosome	11227	1.12650659200169
GO:0016887	Molecular_Functions	ATPase activity	9273.76	0.9305203324700804
GO:0016740	Molecular_Functions	transferase activity	9076.81	0.9107585552103731
GO:0000287	Molecular_Functions	magnesium ion binding	8910.23	0.8940440751092205
GO:0008270	Molecular_Functions	zinc ion binding	8638.19	0.8667478380656523
GO:0019843	Molecular_Functions	rRNA binding	8633.13	0.8662401224376547
GO:0003676	Molecular_Functions	nucleic acid binding	8553.86	0.8582862453958829
GO:0006355	Biological_Processes	regulation of transcription, DNA-templated	7815.31	0.7841808349101922
GO:0055085	Biological_Processes	transmembrane transport	7719.41	0.7745583193518986
GO:0016491	Molecular_Functions	oxidoreductase activity	6847.44	0.6870656718924067
GO:0003824	Molecular_Functions	catalytic activity	6411.52	0.6433258702013606
GO:0003723	Molecular_Functions	RNA binding	6376.43	0.6398049726941601
GO:0005975	Biological_Processes	carbohydrate metabolic process	6308.46	0.6329849269955448
GO:0043565	Molecular_Functions	sequence-specific DNA binding	6010.47	0.6030848914249931
GO:0005525	Molecular_Functions	GTP binding	5226.7	0.5244421487855377
GO:0051301	Biological_Processes	cell division	4880.25	0.4896796825168119
GO:0030170	Molecular_Functions	pyridoxal phosphate binding	4569.07	0.4584561747855314
GO:0006281	Biological_Processes	DNA repair	4444.25	0.44593185370121236
GO:0051539	Molecular_Functions	4 iron, 4 sulfur cluster binding	4393.11	0.4408005143305018
GO:0006260	Biological_Processes	DNA replication	4374.86	0.43896932654177545
GO:0000049	Molecular_Functions	tRNA binding	4374.11	0.43889407224908805
GO:0006352	Biological_Processes	DNA-templated transcription, initiation	4251.97	0.4266386598373052
GO:0015074	Biological_Processes	DNA integration	4182.01	0.419618939415426
GO:0016987	Molecular_Functions	sigma factor activity	4162.47	0.4176583142432773
GO:0000160	Biological_Processes	phosphorelay signal transduction system	4123.04	0.4137019452290592
GO:0005623	Cellular_Components	cell	4108.07	0.41219986954701904
GO:0016301	Molecular_Functions	kinase activity	3847.86	0.3860906435467732
GO:0022857	Molecular_Functions	transmembrane transporter activity	3825.93	0.3838902080285941
GO:0009279	Cellular_Components	cell outer membrane	3693.52	0.37060431350227857
GO:0045454	Biological_Processes	cell redox homeostasis	3667.49	0.3679924878507418
GO:0006313	Biological_Processes	transposition, DNA-mediated	3640.46	0.3652803231422884
GO:0008168	Molecular_Functions	methyltransferase activity	3594.47	0.360665729914698
GO:0009055	Molecular_Functions	electron transfer activity	3511.77	0.3523676899077024
GO:0004803	Molecular_Functions	transposase activity	3279.4	0.32905190325201233
GO:0007049	Biological_Processes	cell cycle	3279.18	0.32902982865949065
GO:0006310	Biological_Processes	DNA recombination	3250.52	0.3261541112882634
GO:0003924	Molecular_Functions	GTPase activity	2996.36	0.30065193658236256
GO:0071555	Biological_Processes	cell wall organization	2995.08	0.30052350258950933
GO:0009252	Biological_Processes	peptidoglycan biosynthetic process	2993.35	0.3003499160210438
GO:0000166	Molecular_Functions	nucleotide binding	2952.5	0.2962510655460042
GO:0008360	Biological_Processes	regulation of cell shape	2941.79	0.29517643424642837
GO:0000155	Molecular_Functions	phosphorelay sensor kinase activity	2939	0.2948964882776313
GO:0004252	Molecular_Functions	serine-type endopeptidase activity	2917.93	0.2927823443484004
GO:0051287	Molecular_Functions	NAD binding	2857.01	0.28666968900104645
GO:0005887	Cellular_Components	integral component of plasma membrane	2834.31	0.2843919924090416
GO:0006189	Biological_Processes	'de novo' IMP biosynthetic process	2712.21	0.2721405935595354
GO:0042626	Molecular_Functions	ATPase-coupled transmembrane transporter activity	2703.19	0.2712355352661484
GO:0009058	Biological_Processes	biosynthetic process	2587.88	0.2596654386131053
GO:0043190	Cellular_Components	ATP-binding cassette (ABC) transporter complex	2511.96	0.25204769741200367
GO:0004519	Molecular_Functions	endonuclease activity	2438.31	0.24465772587010248
