Name	Tax ID	Abundance Score	Relative Abundance	Unique Matches Frequency
Staphylococcus	1279	193515.72	52	135556
Corynebacterium	1716	167643.21000000002	45.04800000000001	1860721
Propionibacterium	1743	4587.76	1.233	9077
Cutibacterium	1912216	3297.44	0.886	704
Actinomyces	1654	1077.3000000000002	0.28900000000000003	17115
Brochothrix	2755	484.46	0.13	9044
Micrococcus	1269	384.51	0.10300000000000001	377
Leuconostoc	1243	276.11	0.074	2039
Rothia	32207	203.3	0.054000000000000006	1207
Neisseriaceae_u_g	481	129.12	0.034999999999999996	15
Kocuria	57493	120.65	0.032	1319
Lactobacillus	1578	99.89	0.027	7
Neisseria	482	93.4	0.025	116
Prevotella	838	82.26	0.022000000000000002	152
Streptococcus	1301	78.44	0.021	35
Veillonella	29465	78.12	0.021	12
