Name	Tax ID	Relative Abundance	Reads Frequency	Normalized Reads Frequency
Imtechella halotolerans GCA_000260835.1	946077	23.47	471993	373750
Allobacillus halotolerans GCA_007559355.1	1955271	20.75	339401	330435
Propionimicrobium lymphophilum GCA_000510445.1	1111131	16.63	219978	264826
Prevotella disiens GCA_000613345.1	1235811	6.4	111846	101917
Peptoniphilus_C coxii GCA_001553115.1	755172	3.46	40888	55099
Varibaculum massiliense GCA_900106855.1	1852372	3.39	50044	53984
Brevibacterium ravenspurgense GCA_001807555.1	1581140	2.84	41805	45226
Peptoniphilus_B duerdenii GCA_000478945.1	1111133	2.21	27993	35193
Falseniella ignava GCA_000301055.1	883112	1.92	21136	30575
Actinotignum schaalii_A GCA_000411135.1	883067	1.39	18700	22135
Corynebacterium riegelii GCA_001806945.1	1581072	1.23	20114	19587
Peptoniphilus_A harei_A GCA_000183565.2	908338	0.96	11177	15288
Vaginimicrobium propionicum GCA_900155645.1	1871034	0.9000000000000001	11766	14332
Varibaculum cambriense GCA_000420065.1	1123488	0.66	8669	10510
Actinotignum sanguinis GCA_003957255.1	1445614	0.64	8450	10192
Allobacillus salarius GCA_007559425.1	1955272	0.63	10326	10032
Porphyromonas sp001552775 GCA_001552775.1	1497953	0.61	7303	9714
Anaerococcus sp900258475 GCA_900258475.1	2057799	0.57	8269	9077
Aerococcus urinae_D GCA_001809895.1	1715159	0.55	7485	8759
Gleimia urinae GCA_900119695.1	1689268	0.48	6082	7644
Urinicoccus massiliensis GCA_900120405.1	1723382	0.45999999999999996	6001	7325
Ezakiella peruensis GCA_900215725.1	1464038	0.44	4705	7007
Corynebacterium imitans GCA_000739455.1	156978	0.43	7075	6848
Prevotella ihumii GCA_900155655.1	1917878	0.42	8958	6688
Facklamia hominis GCA_000413455.1	883110	0.4099999999999999	4902	6529
Corynebacterium sp001806875 GCA_001806875.1	1581069	0.39	5972	6211
Fenollaria massiliensis GCA_001811395.1	1739304	0.37	3804	5892
Anaerococcus vaginalis_B GCA_000307225.1	33037	0.35	4412	5574
Lawsonella clevelandensis GCA_001281505.1	1528099	0.32	3971	5096
Porphyromonas_A somerae GCA_000372405.1	1122975	0.31	4660	4937
Prevotella buccalis GCA_000177075.1	679190	0.29	5577	4618
Anaerococcus lactolyticus GCA_000156575.1	525254	0.29	3886	4618
Actinotignum timonense GCA_002860685.1	1870995	0.24	3561	3822
Faecalimonas phoceensis GCA_000431655.1	1263069	0.24	3953	3822
Prevotella bergensis GCA_000160535.1	585502	0.22999999999999998	4888	3663
Finegoldia magna_H GCA_000582635.1	1459804	0.22999999999999998	2842	3663
Trueperella bernardiae GCA_001808465.1	1581142	0.21	2680	3344
Corynebacterium mucifaciens GCA_000747315.1	401472	0.21	2982	3344
Prevotella timonensis GCA_000455445.1	1122992	0.21	4335	3344
Prevotella sp900547085 GCA_900547085.1	159272	0.21	2856	3344
Pseudoglutamicibacter cumminsii_A GCA_003143995.1	156979	0.2	2634	3185
Corynebacterium sp001815985 GCA_001815965.1	1581056	0.2	3000	3185
Prevotella timonensis_A GCA_000762405.1	1401062	0.2	3985	3185
Varibaculum cambriense_A GCA_000508625.1	1403948	0.19	2754	3026
Peptoniphilus_C pacaensis GCA_900088125.1	1776390	0.19	2276	3026
Campylobacter_B ureolyticus GCA_000597825.1	827	0.17	1859	2707
Dialister micraerophilus GCA_000194985.1	888062	0.17	1317	2707
Staphylococcus simulans GCA_001838075.1	1715200	0.16	2635	2548
Gleimia europaea_B GCA_000411155.1	883069	0.15	1837	2389
Peptoniphilus_A lacrimalis GCA_000378725.1	1122949	0.15	1711	2389
Campylobacter_B ureolyticus_A GCA_000413435.1	883165	0.14	1549	2229
Peptoniphilus_A grossensis GCA_000311825.1	1118057	0.14	1859	2229
Prevotella sp000479005 GCA_000479005.1	1111130	0.13	2370	2070
Peptoniphilus_A vaginalis GCA_001553125.1	1477000	0.13	1445	2070
Corynebacterium amycolatum_A GCA_001809065.1	1715027	0.12	1810	1911
Ezakiella coagulans GCA_003096635.1	46507	0.12	1441	1911
Anaerococcus mediterraneensis GCA_900128415.1	1870984	0.11	1403	1752
Porphyromonas_A sp900120395 GCA_900120395.1	1720317	0.1	1367	1592
Streptococcus halitosis	2172545	0.09	1016	1433
Urinicoccus timonensis GCA_000221565.2	879308	0.09	1088	1433
Varibaculum timonense_A GCA_900120415.1	1870994	0.08	1135	1274
Winkia sp002849225 GCA_002849225.1	2066054	0.08	1136	1274
Corynebacterium urealyticum GCA_000338095.1	1267754	0.08	1235	1274
Brevibacterium sp001815905 GCA_001815905.1	1581130	0.07	1053	1115
Corynebacterium amycolatum GCA_008042235.1	2022657	0.07	1132	1115
Corynebacterium gottingense GCA_002273005.1	2026255	0.07	1260	1115
Finegoldia magna GCA_009678325.1	2584649	0.07	797	1115
Negativicoccus succinicivorans GCA_000508525.1	1403945	0.07	602	1115
Peptoniphilus_A harei GCA_001815405.1	1739525	0.06	689	955
Anaerococcus jeddahensis GCA_001182725.1	1673719	0.06	740	955
Actinotignum schaalii GCA_000724605.1	59505	0.05	739	796
Anaerococcus vaginimassiliensis GCA_000191725.2	879305	0.05	554	796
Micrococcus luteus	1270	0.04	597	637
Pauljensenia radingae_A	1673722	0.03	416	478
Porphyromonas_A bennonis GCA_000375645.1	1122971	0.03	433	478
Faecalibacterium duncaniae	411483	0.03	509	478
Ruthenibacterium lactatiformans	1550024	0.03	771	478
Peptococcus niger GCA_900101835.1	2741	0.03	325	478
Olegusella massiliensis GCA_900078545.1	1776381	0.02	207	318
Bacteroides fragilis_A	817	0.02	640	318
Aerococcus urinae_A GCA_000193205.1	2976812	0.02	248	318
Blautia_A obeum	40520	0.02	414	318
Peptoniphilus_E obesi GCA_000311865.1	1118062	0.02	243	318
Mediannikoviicoccus massiliensis GCA_001407835.1	1689303	0.02	296	318
Ralstonia pickettii_B GCA_000372665.1	1264675	0.02	678	318
Staphylococcus aureus GCA_013371405.1	1280	0.01	188	159
Bradyrhizobium sp003020075	2057741	0.01	621	159
