Name	Tax ID	Relative Abundance	Reads Frequency	Normalized Reads Frequency
Streptococcus agalactiae GCA_000288295.1	1154944	85.78	5442820	5625814
Bifidobacterium breve GCA_001685805.1	1685	5.64	392019	369895
Enterococcus faecalis GCA_002944575.1	1351	4.25	359137	278733
Imtechella halotolerans GCA_000260835.1	946077	1.9	176818	124610
Allobacillus halotolerans GCA_007559355.1	1955271	1.79	135255	117396
Corynebacterium pyruviciproducens GCA_000411375.1	1125779	0.16	13296	10493
Bifidobacterium dentium GCA_009160675.1	1689	0.1	7807	6558
Allobacillus salarius GCA_007559425.1	1955272	0.05	3753	3279
Staphylococcus aureus GCA_013371405.1	1280	0.04	3638	2623
Staphylococcus simulans GCA_001812305.1	1739350	0.03	2393	1968
Ralstonia pickettii_B GCA_000372665.1	1264675	0.03	4786	1968
Aerococcus urinae_D GCA_001809895.1	1715159	0.02	1117	1312
Aerococcus urinae_B GCA_001811135.1	1739288	0.02	922	1312
Falseniella ignava GCA_000301055.1	883112	0.02	1256	1312
Bradyrhizobium sp003020075 GCA_003020075.1	2133945	0.02	4119	1312
Lactobacillus paragasseri	2107999	0.01	392	656
Aerococcus urinae_A GCA_000193205.1	2976812	0.01	811	656
Facklamia hominis GCA_001810675.1	1739262	0.01	393	656
Staphylococcus haemolyticus	1283	0.01	392	656
Actinotignum timonense GCA_002860685.1	1870995	0.01	912	656
Actinotignum sanguinis GCA_003957255.1	1445614	0.01	314	656
Actinotignum schaalii_A GCA_000411135.1	883067	0.01	639	656
Corynebacterium glucuronolyticum	39791	0.01	853	656
Phocaeicola vulgatus GCA_000699865.1	1339352	0.01	1769	656
Finegoldia magna_H GCA_000179695.1	866773	0.01	681	656
Finegoldia magna GCA_009679635.1	2584652	0.01	324	656
Peptoniphilus_A harei GCA_001815405.1	1739525	0.01	367	656
Anaerococcus sp900258475 GCA_900258475.1	2057799	0.01	497	656
Veillonella atypica	39777	0.01	706	656
Dialister micraerophilus GCA_000194985.1	888062	0.01	235	656
