Name	Tax ID	Relative Abundance	Reads Frequency	Normalized Reads Frequency
Imtechella halotolerans	1165090	18.75	527466	423519
Allobacillus halotolerans	570278	16.63	380517	375633
Peptoniphilus_C coxii	755172	8.48	140130	191543
Streptococcus anginosus	1328	8.22	147373	185671
Varibaculum cambriense	184870	7.980000000000001	146608	180250
Anaerococcus lactolyticus	33032	6.4399999999999995	113155	145465
Finegoldia magna_H	1260	4.47	71869	100967
Peptoniphilus_A harei_A	54005	4.07	66425	91932
Porphyromonas_A bennonis	501496	2.2	40268	49693
Anaerococcus vaginalis_B	33037	1.7000000000000002	30016	38399
Lawsonella clevelandensis	1528099	1.6	27875	36140
Rothia amarae	169480	1.47	30421	33204
Comamonas tsuruhatensis	80866	1.18	71689	26653
Prevotella timonensis	386414	1	29084	22588
Dialister micraerophilus	309120	0.97	10775	21910
Prevotella bivia	28125	0.84	19024	18974
Ralstonia pickettii_B	329	0.78	33431	17618
Porphyromonas uenonis	281920	0.76	15459	17167
Bradyrhizobium sp003020075	2057741	0.73	49540	16489
Peptoniphilus_A vaginalis	54005	0.72	12242	16263
Finegoldia magna	1260	0.7	11498	15811
Prevotella timonensis_A	386414	0.7	20063	15811
Winkia sp002849225	29318	0.66	12974	14908
Allobacillus salarius	1955272	0.57	13121	12875
Pseudomonas_E antarctica_A	219572	0.51	29900	11520
Veillonella parvula_A	29466	0.49	9098	11068
Finegoldia magna_F	1260	0.48	8195	10842
Streptococcus thermophilus	1308	0.42	6591	9487
Slackia exigua	84109	0.42	7913	9487
Cutibacterium acnes	1747	0.37	8369	8357
Methylobacterium thiocyanatum	223967	0.36	18603	8132
Veillonella parvula	29466	0.34	6509	7680
Porphyromonas_A sp001808555	1739394	0.32	6143	7228
Comamonas acidovorans	80866	0.29	18056	6550
Peptoniphilus_A lacrimalis	33031	0.28	4558	6325
Agrobacterium oryzihabitans	357	0.28	12901	6325
Peptoniphilus_A harei	54005	0.25	4158	5647
Stenotrophomonas sp002192255	40324	0.24	10472	5421
Anaerococcus obesiensis	1287640	0.22999999999999998	4122	5195
Anaerococcus jeddahensis	1673719	0.22	3667	4969
Meiothermus_B silvanus	52022	0.21	5865	4743
Varibaculum massiliense	1852372	0.18	3633	4066
Varibaculum cambriense_A	184870	0.18	3616	4066
Peptoniphilus_C pacaensis	1776390	0.17	2853	3840
Stenotrophomonas maltophilia_A	40324	0.17	6932	3840
Stenotrophomonas maltophilia_F	40324	0.13	5492	2936
Peptoniphilus_A lacydonensis	1673725	0.12	1924	2711
Phyllobacterium myrsinacearum	28101	0.12	5746	2711
Porphyromonas uenonis_A	281920	0.1	1974	2259
Stenotrophomonas sepilia	2860290	0.1	4004	2259
Staphylococcus epidermidis	1282	0.09	1908	2033
Urinicoccus timonensis	2024205	0.09	1510	2033
Prevotella buccalis	28127	0.09	2411	2033
Dialister invisus	218538	0.09	1628	2033
Blautia_A wexlerae	40520	0.07	2468	1581
Anaerococcus hydrogenalis	33029	0.06	1115	1355
Micrococcus luteus	1270	0.06	1388	1355
Fannyhessea vaginae	82135	0.06	824	1355
Meiothermus_B sp003226535	167876	0.06	1758	1355
Oliverpabstia intestinalis	2606633	0.05	1431	1129
Anaerococcus senegalensis	1288120	0.05	833	1129
Prevotella sp900547085	838	0.05	1035	1129
Prevotella sp000479005	28127	0.05	1208	1129
Rothia kristinae	37923	0.05	1062	1129
Rothia_u_s	508215	0.05	1127	1129
Staphylococcus pasteuri	45972	0.04	911	904
Blautia_A obeum	40520	0.04	1171	904
Paraburkholderia fungorum	134537	0.04	2883	904
Corynebacterium pyruviciproducens	598660	0.04	920	904
Gemmiger formicilis	745368	0.03	758	678
Cutibacterium modestum	2559073	0.03	756	678
Lacticaseibacillus rhamnosus	47715	0.02	607	452
Enterococcus faecalis	1351	0.02	455	452
Staphylococcus warneri	1292	0.02	477	452
Methylobacterium fujisawaense	107400	0.02	1147	452
Dermacoccus nishinomiyaensis	1274	0.02	542	452
Kocuria_u_s	57493	0.02	564	452
Corynebacterium_u_s	1716	0.02	368	452
Blautia_A massiliensis	89014	0.01	430	226
Blautia_A faecis	871665	0.01	456	226
CAG-41 sp900066215	59620	0.01	173	226
Pelomonas_u_s	335058	0.01	282	226
Roseomonas mucosa	207340	0.01	304	226
Bradyrhizobium japonicum_C	375	0.01	997	226
Sphingobium limneticum	1007511	0.01	304	226
Kocuria rhizophila	72000	0.01	238	226
