GO ID	GO Category	GO Description	Copies per Million (CPM)	Relative Abundance
GO:0016021	Cellular_Components	integral component of membrane	109180	10.939210500462085
GO:0003677	Molecular_Functions	DNA binding	89016.3	8.91892327965088
GO:0006313	Biological_Processes	transposition, DNA-mediated	57780.5	5.789275071642695
GO:0004803	Molecular_Functions	transposase activity	57532.2	5.764396834170038
GO:0005524	Molecular_Functions	ATP binding	46340.2	4.643022553888194
GO:0005737	Cellular_Components	cytoplasm	31697.7	3.1759279417521253
GO:0005886	Cellular_Components	plasma membrane	15600.1	1.5630406459814852
GO:0016787	Molecular_Functions	hydrolase activity	13657.7	1.368423294121277
GO:0015074	Biological_Processes	DNA integration	13461.4	1.348755158737134
GO:0006412	Biological_Processes	translation	12481.4	1.2505647732228198
GO:0046872	Molecular_Functions	metal ion binding	11388.8	1.1410925128014524
GO:0003735	Molecular_Functions	structural constituent of ribosome	11301.8	1.1323756112302839
GO:0055085	Biological_Processes	transmembrane transport	9814.05	0.983311584649752
GO:0043565	Molecular_Functions	sequence-specific DNA binding	9627.96	0.9646664327718348
GO:0016887	Molecular_Functions	ATPase activity	9505.48	0.9523946384679642
GO:0005840	Cellular_Components	ribosome	9252.75	0.9270725403750738
GO:0016740	Molecular_Functions	transferase activity	8989.39	0.9006853771821657
GO:0005975	Biological_Processes	carbohydrate metabolic process	8523.48	0.8540038644117839
GO:0003700	Molecular_Functions	DNA-binding transcription factor activity	8281.29	0.8297378139345271
GO:0003676	Molecular_Functions	nucleic acid binding	8132.35	0.8148148792217699
GO:0022857	Molecular_Functions	transmembrane transporter activity	7983.42	0.7998929464517222
GO:0016301	Molecular_Functions	kinase activity	7686.13	0.7701061916460583
GO:0006355	Biological_Processes	regulation of transcription, DNA-templated	7608.82	0.76236017256023
GO:0019843	Molecular_Functions	rRNA binding	7372.09	0.7386411828022672
GO:0008270	Molecular_Functions	zinc ion binding	7039.01	0.7052684750399123
GO:0009401	Biological_Processes	phosphoenolpyruvate-dependent sugar phosphotransferase system	6554.12	0.6566852750072225
