Name	Tax ID	Relative Abundance	Reads Frequency	Normalized Reads Frequency
Lactobacillus delbrueckii GCA_005864125.1	29397	25.58	508519	628278
Enterococcus faecalis GCA_902163855.1	1351	18.8	516153	461752
Imtechella halotolerans GCA_000260835.1	946077	11.38	369622	279508
Allobacillus halotolerans GCA_007559355.1	1955271	10.28	271723	252490
Lactobacillus paragasseri GCA_002884735.1	1596	9.31	182311	228666
Finegoldia magna GCA_009678325.1	2584649	4.35	82189	106842
Escherichia coli GCA_013085205.1	562	2.37	112827	58210
Staphylococcus epidermidis GCA_000276385.1	979207	1.8900000000000001	44653	46421
Finegoldia magna_F GCA_000159695.1	525282	1.83	35870	44947
Staphylococcus haemolyticus GCA_001837445.1	1715044	1.56	36682	38316
Finegoldia magna_H GCA_000179695.1	866773	1.31	26466	32175
Peptoniphilus_A harei_A GCA_000183565.2	908338	1.13	21360	27754
Limosilactobacillus reuteri GCA_000160715.1	585517	0.9899999999999999	20014	24316
Staphylococcus simulans GCA_000314755.2	883166	0.95	25252	23333
Streptococcus oralis_T GCA_000314775.2	999424	0.51	10290	12526
Negativicoccus succinicivorans GCA_000508525.1	1403945	0.49	6535	12035
Aerococcus sp001809535 GCA_001836025.1	1715184	0.42	9084	10316
Anaerococcus senegalensis GCA_000321005.2	1033733	0.33	6235	8105
Allobacillus salarius GCA_007559425.1	1955272	0.32	8525	7860
Corynebacterium tuberculostearicum_C GCA_000175635.1	553206	0.31	7617	7614
Streptococcus oralis_Y GCA_000287715.1	1161421	0.29	6060	7123
Corynebacterium tuberculostearicum GCA_000156615.2	525264	0.29	7657	7123
Staphylococcus aureus GCA_013371405.1	1280	0.27	8398	6632
Ezakiella coagulans GCA_003096635.1	46507	0.22	4053	5403
Porphyromonas asaccharolytica GCA_000183605.2	910312	0.21	4732	5158
Winkia sp002849225 GCA_001807435.1	1581131	0.21	4850	5158
Streptococcus anginosus GCA_001838575.1	1715113	0.2	4000	4912
Citrobacter_B koseri GCA_000018045.1	290338	0.18	8226	4421
Dermabacter hominis GCA_001807345.1	1581125	0.18	4136	4421
Streptococcus halitosis GCA_003143695.2	2172545	0.15	2940	3684
Collinsella aerofaciens_I GCA_005845035.1	74426	0.15	3588	3684
Streptococcus oralis_W GCA_000257845.1	1095738	0.14	2714	3439
Campylobacter_B ureolyticus GCA_000597825.1	827	0.14	2406	3439
Streptococcus oralis_G GCA_006228325.1	2576376	0.13	2585	3193
Falseniella ignava GCA_000301055.1	883112	0.13	2330	3193
Peptoniphilus_A vaginalis GCA_900176605.1	1756987	0.13	2665	3193
Gemmiger formicilis GCA_900167555.1	745368	0.11	3552	2702
Gleimia urinae GCA_900119695.1	1689268	0.11	2261	2702
Pauljensenia turicensis GCA_000296505.1	883077	0.11	2156	2702
Anaerococcus vaginalis GCA_001812365.1	1739356	0.1	1906	2456
Ralstonia pickettii_B GCA_000372665.1	1264675	0.1	4982	2456
Streptococcus oralis_F GCA_000442155.1	1333864	0.09	1780	2211
Anaerococcus obesiensis GCA_000311745.1	1118056	0.09	1877	2211
Anaerococcus vaginalis_C GCA_001815585.1	1739537	0.09	1714	2211
Peptostreptococcus anaerobius GCA_000381525.1	1035196	0.09	2078	2211
Peptoniphilus_A harei GCA_001815405.1	1739525	0.08	1566	1965
Staphylococcus lugdunensis GCA_001812005.1	1739335	0.07	1965	1719
Staphylococcaceae_u_t	90964	0.07	1854	1719
Aerococcus sanguinicola GCA_001543145.1	119206	0.06	1221	1474
Peptoniphilus_A lacrimalis GCA_000378725.1	1122949	0.06	1076	1474
Peptoniphilus_A grossensis GCA_000311825.1	1118057	0.06	1275	1474
Prevotella buccalis GCA_000177075.1	679190	0.06	1926	1474
Comamonas tsuruhatensis	80866	0.06	3962	1474
Bradyrhizobium sp003020075 GCA_003020075.1	2133945	0.06	4753	1474
Varibaculum cambriense_A GCA_000508625.1	1403948	0.06	1466	1474
Limosilactobacillus reuteri_E GCA_009389325.1	1598	0.05	908	1228
Mediterraneibacter torques GCA_000153925.1	411460	0.05	1509	1228
Anaerococcus hydrogenalis GCA_000191745.2	879306	0.05	943	1228
Anaerococcus provencensis GCA_000312365.2	938293	0.05	1160	1228
Peptoniphilus_B sp000478985 GCA_000478985.1	1111134	0.05	982	1228
Comamonas tsuruhatensis GCA_000710145.1	1537702	0.05	3466	1228
Campylobacter_B ureolyticus_A GCA_000413435.1	883165	0.05	924	1228
Anaerococcus prevotii GCA_000024105.1	525919	0.04	733	982
Peptoniphilus_E obesi GCA_000311865.1	1118062	0.04	728	982
Phocaeicola dorei	357276	0.04	2110	982
Eggerthella lenta GCA_000191845.2	910311	0.04	1394	982
Actinobaculum massiliense GCA_000315465.1	883066	0.04	860	982
Kocuria rhizophila GCA_001812045.1	1739337	0.04	1103	982
Phascolarctobacterium faecium GCA_003269275.1	1122957	0.04	1028	982
Facklamia hominis GCA_000301035.1	883111	0.03	624	737
Anaerococcus vaginimassiliensis GCA_900626155.1	2042308	0.03	494	737
Anaerococcus octavius GCA_002847745.1	54007	0.03	684	737
Anaerococcus sp900258475 GCA_900258475.1	2057799	0.03	774	737
Peptoniphilus_C pacaensis GCA_900088125.1	1776390	0.03	606	737
Prevotella sp900547085 GCA_900547085.1	159272	0.03	621	737
Bacteroides fragilis GCA_001286525.1	817	0.03	1622	737
Bacteroides uniformis GCA_019132285.1	820	0.03	1622	737
Porphyromonas_A sp001808555 GCA_001808555.1	1739394	0.03	753	737
Pseudomonas_E antarctica_A GCA_001647715.1	219572	0.03	1942	737
Atopobium deltae GCA_001552785.1	1393034	0.03	388	737
Kocuria rhizophila	72000	0.03	713	737
Allisonella pneumosinta GCA_001717505.1	39950	0.03	343	737
Blautia_A obeum	40520	0.02	777	491
Copromonas sp000435795 GCA_014385265.1	2763663	0.02	709	491
Gemmiger qucibialis GCA_003324125.1	2086273	0.02	855	491
Anaerococcus urinomassiliensis GCA_900128425.1	1745712	0.02	401	491
Fenollaria timonensis GCA_001457835.1	1723384	0.02	385	491
Prevotella sp000479005 GCA_000479005.1	1111130	0.02	471	491
Agrobacterium oryzihabitans GCA_000219665.2	1050720	0.02	891	491
Methylobacterium thiocyanatum GCA_000019945.1	441620	0.02	1394	491
Gleimia europaea_B GCA_000411155.1	883069	0.02	347	491
Micrococcus luteus	1270	0.02	548	491
Cutibacterium avidum GCA_000413335.1	1203571	0.02	617	491
Clostridium_AQ innocuum	1522	0.01	320	246
Blautia_A wexlerae GCA_015668375.1	418240	0.01	466	246
Blautia_A hydrogenotrophica GCA_000157975.1	476272	0.01	337	246
