Name	Tax ID	Relative Abundance	Reads Frequency	Normalized Reads Frequency
Escherichia coli	562	97.03	39765228	39231683
Imtechella halotolerans	1165090	1.15	304495	464974
Allobacillus halotolerans	570278	0.9000000000000001	194986	363893
Streptococcus anginosus	1328	0.32	54523	129384
Varibaculum massiliense	1852372	0.29	55670	117254
Lactobacillus paragasseri	2107999	0.06	8807	24260
Allobacillus salarius	1955272	0.04	9109	16173
Prevotella buccalis	28127	0.03	6992	12130
Anaerococcus sp900258475	77133	0.03	5996	12130
Peptoniphilus_A harei_A	54005	0.02	2455	8087
Prevotella bergensis	242750	0.01	1632	4043
Prevotella sp900547085	838	0.01	2254	4043
Prevotella sp000479005	28127	0.01	2811	4043
Porphyromonas_A somerae	322095	0.01	2623	4043
Varibaculum cambriense	184870	0.01	2041	4043
Varibaculum cambriense_A	184870	0.01	1664	4043
Actinotignum sanguinis	1445614	0.01	1874	4043
Finegoldia magna_H	1260	0.01	2061	4043
Peptoniphilus_B duerdenii	507750	0.01	2249	4043
Peptoniphilus_A lacrimalis	33031	0.01	1499	4043
Fenollaria massiliensis	938288	0.01	2061	4043
Urinicoccus massiliensis	1723382	0.01	1499	4043
