Name	Accession ID	Class	Abundance Score	Relative Abundance	% Unique Matches	% Total Matches	Unique Matches Frequency
Staphylococcus aureus GI 33390919		-	547910.95	50.08200000000001	0.788945	0.863636	55228
Staphylococcus aureus GI 33390920		-	189241.23	17.298	1	1	17068
Staphylococcus aureus GENE dfrA		-	126829.2	11.593	0.918455	0.918455	16755
Staphylococcus aureus GENE thyA		-	112090.94	10.245999999999999	1	1	30513
Staphylococcus epidermidis GeneID SEA1545		-	66484.04	6.077	1	1	8607
Staphylococcus aureus GENE blaZ		-	14017.61	1.281	0.812095	0.812095	3100
Staphylococcus aureus GENE 1602 Branch		-	11848.7	1.083	0.644444	0.442857	417
Staphylococcus lentus GENE repL		-	10168.91	0.9299999999999999	1	1	934
Staphylococcus aureus GENE blaI		-	6531.04	0.597	0.449735	0.449735	759
Staphylococcus lentus GENE ermC		-	6001.73	0.549	0.78979	0.78979	606
Staphylococcus lentus GI 60416748		-	2894.68	0.265	0.5	0.5	39
