Name	Tax ID	Relative Abundance	Reads Frequency	Normalized Reads Frequency
Imtechella	1165076	39.42	135719	119903
Allobacillus	1400133	37.050000000000004	103821	112695
Corynebacterium	1716	10.31	30609	31360
Prevotella	838	3.84	13477	11680
Actinobaculum	76833	1.95	4339	5931
Pauljensenia	2740557	1.17	2521	3559
Vaginimicrobium	2919589	0.74	1652	2251
Varibaculum	184869	0.59	1493	1795
Peptoniphilus_A	162289	0.5099999999999999	1018	1551
Anaerococcus	165779	0.4600000000000001	974	1399
Brevibacterium	1696	0.45000000000000007	1139	1369
Finegoldia	150022	0.4099999999999999	800	1247
Ezakiella	1582879	0.4099999999999999	812	1247
Streptococcus	1301	0.38	902	1156
Atopobium	1380	0.38	610	1156
Olegusella	1979843	0.31	630	943
Propionimicrobium	203133	0.26	593	791
Trueperella	1069494	0.25	566	760
Actinotignum	1653174	0.22	494	669
Peptoniphilus_C	162289	0.22	458	669
Peptococcus	2740	0.17	375	517
Peptoniphilus_B	162289	0.16	347	487
Pseudoglutamicibacter	1742991	0.14	317	426
Porphyromonas_A	836	0.11	293	335
Dermabacter	36739	0.08	210	243
