Name	Tax ID	Abundance Score	Relative Abundance	Unique Matches Frequency
Propionibacterium acnes HL005PA2	765097	757081.23	39.852	350
Propionibacterium sp. 5_U_42AFAA_u_t	450748	751702.02	39.568999999999996	81969
Staphylococcus epidermidis AU12-03	1220510	201937.4	10.63	11546
Cutibacterium granulosum DSM 20700	1160719	66308.68	3.49	519060
Peptoniphilus rhinitidis 1-13	875454	23879.87	1.257	439302
Staphylococcus sp. JGI 0001002-I23_u_t	1157683	22045.87	1.16	3384
Staphylococcus aureus	1280	16108.26	0.848	8068
Corynebacterium sp. KPL1856_u_t	1203563	9379.02	0.494	21
Staphylococcus capitis QN1	1189311	8896.35	0.468	31124
Micrococcus luteus	1270	6397.81	0.337	8736
Corynebacterium pseudogenitalium ATCC 33035	525264	3019.46	0.159	21032
Corynebacterium tuberculostearicum SK141	553206	2915.82	0.153	16003
Anaerococcus provencensis	938293	2914.35	0.153	58275
Cutibacterium avidum ATCC 25577	997355	2273.73	0.12	1543
Corynebacterium accolens ATCC 49725	525260	2230.86	0.117	3431
Propionibacterium_u_t	1743	2031.45	0.107	1199
Clostridioides difficile T6	1215074	2039.22	0.107	4066
Negativicoccus succinicivorans DORA_17_25	1403945	1470.22	0.077	7997
Finegoldia magna ATCC 53516	525282	1094.93	0.058	9989
Corynebacterium massiliense DSM 45435	1121364	1051.51	0.055	19605
Staphylococcus hominis subsp. hominis ZBW5	1185421	1053.27	0.055	178
Porphyromonas bennonis DSM 23058 = JCM 16335	1122971	970.46	0.051000000000000004	14758
Corynebacterium kroppenstedtii DSM 44385	645127	845.11	0.044000000000000004	18133
Corynebacterium jeikeium	38289	785.82	0.041	8868
Tissierellia bacterium S5-A11_u_t	1230730	782.94	0.041	6073
Streptococcus mutans 21	857112	711.33	0.037	12
Peptoniphilus grossensis ph5	1118057	674.91	0.036000000000000004	9915
Streptococcus sp. HSISS3_u_t	1316412	477.06	0.025	678
Campylobacter ureolyticus	827	429.74	0.023	1552
Porphyromonas_u_t	836	409.33	0.022000000000000002	23
Rothia dentocariosa M567	563032	382.87	0.02	4206
Streptococcus agalactiae FSL S3-014	1154797	352.44	0.019	202
Lactobacillus gasseri K7	1334627	348.64	0.018000000000000002	339
Corynebacterium tuscaniense DNF00037	1401064	301.83	0.016	6623
Staphylococcus_u_t	1279	266.81	0.013999999999999999	2414
[Propionibacterium] namnetense SK182B-JCVI	1051006	231.82	0.012	7065
Dermabacter sp. HFH0086_u_t	1203568	237.39	0.012	2866
Staphylococcus haemolyticus	1283	219.09	0.012	150
Pseudomonas stutzeri	316	225.81	0.012	114
Jonquetella anthropi DSM 22815	885272	226.27	0.012	80
Corynebacterium aurimucosum ATCC 700975	548476	215.59	0.011000000000000001	4777
Staphylococcus pettenkoferi VCU012	904314	182.15	0.01	4219
Anaerococcus obesiensis ph10	1118056	192.43	0.01	3163
Kocuria palustris PEL	1236550	173.84	0.009000000000000001	3673
Staphylococcus warneri	1292	174.85	0.009000000000000001	6
Staphylococcus lugdunensis	28035	179.25	0.009000000000000001	39
Streptococcus_u_t	1301	163.69	0.009000000000000001	471
Anaerococcus senegalensis JC48	1033733	162.53	0.009000000000000001	4026
Anaerococcus vaginalis	33037	163.34	0.009000000000000001	4389
Peptoniphilus_u_t	162289	179.82	0.009000000000000001	88
Acidipropionibacterium_u_t	1912215	139.61	0.006999999999999999	1147
Propionimicrobium_u_t	203133	139.1	0.006999999999999999	1214
Dermabacter hominis 1368	1450519	136.17	0.006999999999999999	2118
Brevibacterium ravenspurgense 5401308 = CCUG 53855	1176165	141.85	0.006999999999999999	3427
Actinotignum schaalii	59505	133.97	0.006999999999999999	255
Lactobacillus delbrueckii	1584	135.5	0.006999999999999999	245
Enterococcus faecalis ERV62	1134792	137.95	0.006999999999999999	11
Anaerococcus prevotii DSM 20548	525919	137.91	0.006999999999999999	2489
[Propionibacterium] humerusii	1050843	114.78	0.006	2157
Corynebacterium urealyticum	43771	106.32	0.006	858
Mobiluncus_u_t	2050	106.55	0.006	16
Streptococcus parasanguinis DORA_23_24	1403947	114.89	0.006	572
Lactobacillus crispatus	47770	123.23	0.006	6
Lactobacillus_u_t	1578	110.34	0.006	10
Anaerococcus hydrogenalis ACS-025-V-Sch4	879306	114.13	0.006	2263
Acidipropionibacterium acidipropionici ATCC 4875	1171373	92.49	0.005	3304
Corynebacterium ihumii	1232427	89.75	0.005	2023
Corynebacterium striatum ATCC 6940	525268	87.94	0.005	2333
Dietzia_u_t	37914	91.75	0.005	24
Rothia mucilaginosa	43675	90.88	0.005	531
Brachybacterium paraconglomeratum LC44	1064537	98.09	0.005	2104
Scardovia wiggsiae F0424	857290	89.3	0.005	1425
Facklamia hominis CCUG 36813	883111	97.7	0.005	519
Peptoniphilus harei ACS-146-V-Sch2b	908338	99.11	0.005	1294
Christensenella_u_t	990721	88.67	0.005	287
Corynebacterium jeddahense	1414719	75.39	0.004	1895
Nesterenkonia massiliensis	1232429	82.45	0.004	2038
Aerococcus_u_t	1375	77.05	0.004	121
Veillonella_u_t	29465	76.86	0.004	11
Proteus mirabilis	584	80.07	0.004	6
