Name	Accession ID	Class	Abundance Score	Relative Abundance	% Unique Matches	% Total Matches	Unique Matches Frequency
Staphylococcus aureus GI 33390919		-	10263.01	9.061	0.78392	0.86039	954
Bacteroides vulgatus GI 33413459		-	8368.94	7.388999999999999	1	1	378
Bacteroides fragilis GI 46242805		-	7459.38	6.586	0.968421	0.968421	500
Parabacteroides distasonis GI 32395282		-	7339.2	6.4799999999999995	0.826087	0.826087	357
Staphylococcus lentus GENE ermC		-	7145.18	6.308	0.948949	0.948949	662
Bacteroides fragilis GENE tetQ		-	6784.02	5.99	0.639437	0.639437	1732
Bacteroides fragilis GENE bmhA		-	5860.73	5.174	0.707627	0.707627	1332
Escherichia coli GENE aphA7		-	5418.17	4.784	0.771875	0.771875	480
Staphylococcus lentus GENE repL		-	5257.65	4.642	0.898148	0.898148	248
Bacteroides fragilis GENE int		-	5237.01	4.6240000000000006	0.695402	0.695402	564
Staphylococcus lentus GI 60416745		-	5015.34	4.428	1	1	47
Enterococcus faecium GI 774 Branch		-	4433.77	3.9149999999999996	0.404762	0.404762	119
Proteus mirabilis GENE tnpA		-	3732.07	3.295	1	1	32
Staphylococcus aureus GI 33390939		-	3702.36	3.2689999999999997	0.642857	0.642857	91
Bacteroides fragilis GENE rteA		-	3334.97	2.944	0.403782	0.403782	899
Staphylococcus lentus GENE tetK		-	3170.77	2.799	0.473684	0.473684	476
Enterococcus faecalis GENE tetL		-	3003.57	2.6519999999999997	0.515625	0.530488	99
Vibrio cholerae GENE intI1		-	2846.49	2.513	1	1	14
Yersinia pestis GENE ybtA		-	2791.53	2.465	0.5	0.5	205
Escherichia coli GENE ompA		-	2551.67	2.253	0.454237	0.454237	188
Staphylococcus lentus GENE repC		-	2345.51	2.0709999999999997	0.401392	0.401392	236
Staphylococcus aureus GENE qacC		-	2069.18	1.8270000000000002	0.465753	0.465753	68
Parabacteroides distasonis GI 32395281		-	1998.54	1.764	0.681818	0.681818	15
Enterococcus faecalis G 771 Branch		-	1817.54	1.6049999999999998	0.619048	0.619048	27
Staphylococcus lentus GI 60416748		-	1318.34	1.164	0.5	0.5	12
