Name	Tax ID	Abundance Score	Relative Abundance	Unique Matches Frequency
Bacillales	1385	92415.09999999999	65.29100000000001	296705
Propionibacteriales	85009	28811.44	20.354999999999997	2279
Corynebacteriales	85007	9117.23	6.441000000000001	82405
Micrococcales	85006	7572.17	5.35	21615
Lactobacillales	186826	1593.08	1.127	11365
Tissierellales	1737405	662.14	0.468	6965
Enterobacterales	91347	627.7699999999999	0.444	610
Pseudomonadales	72274	302.93	0.21399999999999997	755
Neisseriales	206351	152.17	0.108	34
Caulobacterales	204458	107.44	0.076	1896
Burkholderiales	80840	103.16	0.073	176
Actinomycetales	2037	79.28	0.055999999999999994	538
