Name	Tax ID	Relative Abundance	Reads Frequency	Normalized Reads Frequency
Streptococcus anginosus GCA_001835825.1	1715089	17.95	479434	622380
Propionimicrobium lymphophilum GCA_000510445.1	1111131	15.9	482319	551300
Escherichia coli GCA_000831565.1	758831	8.47	584291	293680
Actinotignum schaalii_A GCA_000411135.1	883067	8.39	258755	290906
Aerococcus sp001809535 GCA_001836025.1	1715184	5.11	157759	177179
Imtechella halotolerans GCA_000260835.1	946077	4.97	229277	172325
Varibaculum massiliense GCA_900106855.1	1852372	4.47	151236	154988
Allobacillus halotolerans GCA_007559355.1	1955271	4.46	167447	154641
Aerococcus urinae_D GCA_001809895.1	1715159	4.17	131076	144586
Actinotignum sanguinis GCA_003957255.1	1445614	3.65	110684	126556
Bifidobacterium longum GCA_902167545.1	1679	3.29	117038	114074
Actinotignum timonense GCA_002860685.1	1870995	2.84	96091	98471
Aerococcus sp001813115 GCA_001807425.1	1581129	2.31	73819	80095
Pauljensenia turicensis GCA_000296505.1	883077	2.2	63697	76281
Aerococcus urinae_B GCA_001811135.1	1739288	2.07	57684	71773
Lactobacillus gasseri GCA_015550315.1	1596	1.28	33948	44381
Peptoniphilus_A harei_A GCA_000183565.2	908338	0.9899999999999999	26388	34326
Aerococcus sanguinicola GCA_001543145.1	119206	0.72	21759	24965
Vaginimicrobium propionicum GCA_900155645.1	1871034	0.72	21709	24965
Facklamia hominis GCA_001810675.1	1739262	0.69	18309	23924
Prevotella timonensis GCA_000455445.1	1122992	0.57	27173	19764
Aerococcus urinae_A GCA_000193205.1	2976812	0.53	16166	18377
Actinobaculum massiliense GCA_000315465.1	883066	0.43	12969	14909
Prevotella timonensis_A GCA_000762405.1	1401062	0.34	15902	11789
Peptoniphilus_B duerdenii GCA_000478945.1	1111133	0.32	9374	11095
Varibaculum timonense_A GCA_900120415.1	1870994	0.24	7529	8322
Varibaculum cambriense GCA_000420065.1	1123488	0.22	6642	7628
Campylobacter_B ureolyticus GCA_000597825.1	827	0.18	4317	6241
Prevotella bergensis GCA_000160535.1	585502	0.16	7591	5548
Porphyromonas_A somerae GCA_000372405.1	1122975	0.15	5299	5201
Trueperella bernardiae GCA_001808465.1	1581142	0.14	3953	4854
Peptoniphilus_A vaginalis GCA_001553125.1	1477000	0.14	3503	4854
Falseniella ignava GCA_000301055.1	883112	0.13	3175	4507
Allobacillus salarius GCA_007559425.1	1955272	0.13	4964	4507
Campylobacter_B ureolyticus_A GCA_000413435.1	883165	0.12	2991	4161
Corynebacterium riegelii GCA_001806945.1	1581072	0.11	4140	3814
Peptoniphilus_A harei GCA_001815405.1	1739525	0.11	2915	3814
Peptoniphilus_A lacrimalis GCA_000378725.1	1122949	0.1	2798	3467
Finegoldia magna GCA_009678325.1	2584649	0.09	2439	3121
Urinicoccus massiliensis GCA_900120405.1	1723382	0.07	1966	2427
Prevotella disiens GCA_000613345.1	1235811	0.06	2228	2080
Finegoldia magna_H GCA_000582635.1	1459804	0.06	1656	2080
Ezakiella coagulans GCA_003096635.1	46507	0.06	1537	2080
Anaerococcus octavius GCA_002847745.1	54007	0.06	1689	2080
Prevotella buccalis GCA_000177075.1	679190	0.05	2058	1734
Porphyromonas uenonis GCA_000482365.1	1122976	0.05	1767	1734
Porphyromonas asaccharolytica GCA_000183605.2	910312	0.05	1510	1734
Prevotella colorans GCA_003096815.1	1703337	0.04	1815	1387
Porphyromonas uenonis_A GCA_000174775.1	596327	0.04	1403	1387
Comamonas tsuruhatensis	80866	0.04	3666	1387
Anaerococcus sp900258475 GCA_900258475.1	2057799	0.04	1330	1387
Peptoniphilus_C pacaensis GCA_900088125.1	1776390	0.04	1045	1387
Prevotella sp001552765 GCA_001552765.1	1497954	0.03	1106	1040
Prevotella sp900547085 GCA_900547085.1	159272	0.03	1016	1040
Porphyromonas_A sp001808555 GCA_001808555.1	1739394	0.03	1006	1040
Porphyromonas_A sp900120395 GCA_900120395.1	1720317	0.03	882	1040
Peptoniphilus_A grossensis GCA_000311825.1	1118057	0.03	777	1040
Finegoldia magna_F GCA_000159695.1	525282	0.03	981	1040
Helcococcus sueciensis GCA_000423145.1	1121947	0.03	599	1040
Anaerococcus lactolyticus GCA_000156575.1	525254	0.03	862	1040
Peptoniphilus_C coxii GCA_001553115.1	755172	0.03	885	1040
Staphylococcus simulans	1286	0.02	862	693
Prevotella sp000479005 GCA_000479005.1	1111130	0.02	807	693
Bradyrhizobium sp003020075	2057741	0.02	1773	693
Urinicoccus timonensis GCA_900232945.1	2024205	0.02	481	693
Gleimia_u_t	2692113	0.01	393	347
Mobiluncus curtisii GCA_000196535.1	548479	0.01	357	347
Brevibacterium ravenspurgense	479117	0.01	335	347
Cutibacterium avidum	33010	0.01	240	347
Corynebacterium_u_t	1716	0.01	462	347
Corynebacterium pyruviciproducens GCA_000411375.1	1125779	0.01	409	347
Lawsonella clevelandensis	1528099	0.01	148	347
Ralstonia pickettii_B GCA_000372665.1	1264675	0.01	815	347
Agrobacterium oryzihabitans	357	0.01	647	347
Campylobacter_B hominis GCA_000017585.1	360107	0.01	312	347
Ezakiella peruensis GCA_900215725.1	1464038	0.01	312	347
Khoudiadiopia massiliensis GCA_900120365.1	1776392	0.01	264	347
Dialister micraerophilus	309120	0.01	120	347
Negativicoccus succinicivorans GCA_000508525.1	1403945	0.01	216	347
