Name	Tax ID	Relative Abundance	Reads Frequency	Normalized Reads Frequency
Lactobacillus crispatus GCA_900452495.1	1579	69.74	1261761	1323734
Imtechella halotolerans GCA_000260835.1	946077	12.14	283918	230429
Allobacillus halotolerans GCA_007559355.1	1955271	11.24	213937	213346
Corynebacterium kroppenstedtii GCA_000023145.1	645127	2.07	38308	39291
Lactobacillus jensenii GCA_008726555.1	109790	0.9899999999999999	12674	18791
Staphylococcus warneri GCA_001019115.2	2201033	0.44	8047	8352
Staphylococcus epidermidis	1282	0.33	5640	6264
Allobacillus salarius GCA_007559425.1	1955272	0.32	6215	6074
Cutibacterium acnes GCA_000145355.1	765084	0.25	4613	4745
Ralstonia pickettii_B GCA_000372665.1	1264675	0.22999999999999998	8168	4366
Corynebacterium tuberculostearicum GCA_000156615.2	525264	0.19	3539	3606
Corynebacterium tuberculostearicum_C GCA_000175635.1	553206	0.18	3218	3417
Comamonas tsuruhatensis GCA_001017795.1	558537	0.17	8751	3227
Bradyrhizobium sp003020075 GCA_003020075.1	2133945	0.17	9410	3227
Falseniella ignava GCA_000301055.1	883112	0.16	2026	3037
Facklamia hominis GCA_000301035.1	883111	0.12	1687	2278
Anaerococcus vaginimassiliensis GCA_000191725.2	879305	0.12	1502	2278
Staphylococcus hominis GCA_000269685.1	1185421	0.11	1701	2088
Cutibacterium avidum GCA_000463645.1	1292372	0.1	1743	1898
Veillonella atypica GCA_001546845.1	39777	0.09	1379	1708
Winkia sp002849225 GCA_002872055.1	2069311	0.08	1379	1518
Finegoldia magna_H GCA_000582635.1	1459804	0.07	936	1329
Pseudomonas_E antarctica_A GCA_001647715.1	219572	0.06	2684	1139
Kocuria rosea	1275	0.06	1656	1139
Kocuria marina GCA_001665945.1	1834155	0.06	1364	1139
Aerococcus sp001813115 GCA_001807425.1	1581129	0.05	812	949
Stenotrophomonas maltophilia_A	40324	0.05	1747	949
Methylobacterium thiocyanatum GCA_000019945.1	441620	0.05	2115	949
Finegoldia magna GCA_009678325.1	2584649	0.05	687	949
Prevotella timonensis GCA_000455445.1	1122992	0.04	935	759
Peptoniphilus_A harei GCA_001815405.1	1739525	0.04	554	759
Agrobacterium oryzihabitans GCA_000219665.2	1050720	0.03	1119	569
Corynebacterium pyruviciproducens GCA_000411375.1	1125779	0.03	536	569
Meiothermus_B silvanus GCA_000092125.1	526227	0.03	659	569
Corynebacterium simulans GCA_001586215.1	146827	0.02	505	380
Corynebacterium_u_t	1716	0.02	321	380
Actinobaculum massiliense GCA_000315465.1	883066	0.02	337	380
Anaerococcus octavius GCA_002847745.1	54007	0.02	315	380
Negativicoccus succinicivorans GCA_000508525.1	1403945	0.02	153	380
Phyllobacterium_u_t	28100	0.01	521	190
Varibaculum cambriense GCA_000420065.1	1123488	0.01	153	190
Lancefieldella rimae	1383	0.01	145	190
Peptoniphilus_A harei_A GCA_000183565.2	908338	0.01	107	190
Peptoniphilus_A lacydonensis GCA_900106515.1	1673725	0.01	121	190
