Pfam ID	Name	Copies per Million (CPM)	Relative Abundance
PF00005	ABC transporter	18611.5	1.8611499098086741
PF00072	Response regulator receiver domain	7547.54	0.7547539634246223
PF07715	TonB-dependent Receptor Plug Domain	6852.75	0.6852749667915746
PF04542	Sigma-70 region 2	6795.25	0.6795249670702196
PF08281	Sigma-70, region 4	5396.88	0.5396879738467203
PF00528	Binding-protein-dependent transport system inner membrane component	5340.17	0.534016974121537
PF00593	TonB dependent receptor	5329.38	0.5329379741738254
PF00665	Integrase core domain	4616.83	0.46168297762684257
PF00271	Helicase conserved C-terminal domain	4531.84	0.4531839780387041
PF02518	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	4419.83	0.4419829785815045
PF07690	Major Facilitator Superfamily	4189.8	0.41897997969622985
PF00664	ABC transporter transmembrane region	3783.05	0.37830498166734033
PF00270	DEAD/DEAH box helicase	3534.67	0.35346698287098977
PF07980	SusD family	3515.05	0.35150498296606825
PF14322	Starch-binding associating with outer membrane	3388.9	0.33888998357739114
PF04055	Radical SAM superfamily	3340.71	0.3340709838109199
PF12833	Helix-turn-helix domain	3296.64	0.3296639840244831
PF01381	Helix-turn-helix	3294.52	0.3294519840347566
PF00571	CBS domain	2885.13	0.2885129860186605
PF00512	His Kinase A (phospho-acceptor) domain	2846.27	0.284626986206976
PF00440	Bacterial regulatory proteins, tetR family	2832.72	0.2832719862726393
PF00535	Glycosyl transferase family 2	2823.39	0.28233898631785254
PF00583	Acetyltransferase (GNAT) family	2804.11	0.28041098641128337
PF07992	Pyridine nucleotide-disulphide oxidoreductase	2762.73	0.2762729866118108
PF00009	Elongation factor Tu GTP binding domain	2564.82	0.2564819875708827
PF00486	Transcriptional regulatory protein, C terminal	2561.47	0.25614698758711674
PF00196	Bacterial regulatory proteins, luxR family	2553.07	0.2553069876278232
PF00155	Aminotransferase class I and II	2479.97	0.24799698798206576
PF04773	FecR protein	2467.95	0.2467949880403147
PF01736	Polyomavirus agnoprotein	2434.11	0.24341098820430335
PF03389	MobA/MobL family	2433.21	0.2433209882086647
PF00004	ATPase family associated with various cellular activities (AAA)	2388.49	0.2388489884253778
PF01926	50S ribosome-binding GTPase	2362.33	0.2362329885521492
PF00392	Bacterial regulatory proteins, gntR family	2330.81	0.23308098870489508
PF16344	Domain of unknown function (DUF4974)	2319.62	0.23196198875912183
PF00156	Phosphoribosyl transferase domain	2318.16	0.23181598876619697
PF01546	Peptidase family M20/M25/M40	2249.87	0.2249869890971303
PF00132	Bacterial transferase hexapeptide (six repeats)	2210.9	0.22108998928597898
PF00589	Phage integrase family	2134.54	0.2134539896560195
PF00872	Transposase, Mutator family	2113.42	0.21134198975836702
PF07687	Peptidase dimerisation domain	2108.08	0.21080798978424464
PF08245	Mur ligase middle domain	2105.08	0.21050798979878266
PF01479	S4 domain	2011.4	0.20113999025275592
PF00581	Rhodanese-like domain	1970.06	0.19700599045308956
PF00293	NUDIX domain	1946.33	0.1946329905680851
PF12958	Protein of unknown function (DUF3847)	1929.71	0.19297099064862563
PF00588	SpoU rRNA Methylase family	1928.32	0.19283199065536158
PF00027	Cyclic nucleotide-binding domain	1921.64	0.19216399068773288
PF00905	Penicillin binding protein transpeptidase domain	1903.4	0.1903399907761239
PF01966	HD domain	1896.77	0.1896769908082529
PF00718	Polyomavirus coat protein	1875.02	0.18750199091365338
PF00501	AMP-binding enzyme	1858.07	0.18580699099579306
PF00149	Calcineurin-like phosphoesterase	1839.07	0.18390699108786707
