Name	Tax ID	Abundance Score	Relative Abundance	Unique Matches Frequency
Staphylococcaceae	90964	144664.82	84.22	134459
Corynebacteriaceae	1653	13712.509999999998	7.982000000000001	141273
Propionibacteriaceae	31957	5059.98	2.9459999999999997	2387
Actinomycetaceae	2049	2647.3300000000004	1.5419999999999998	37240
Listeriaceae	186820	1517.72	0.8840000000000001	26603
Neisseriaceae	481	854.76	0.498	7015
Veillonellaceae	31977	844.38	0.49100000000000005	778
Micrococcaceae	1268	536.9300000000001	0.31300000000000006	1934
Leuconostocaceae	81850	386.37	0.22499999999999998	2776
Burkholderiaceae	119060	356.84	0.208	7726
Flavobacteriaceae	49546	320.49	0.186	4509
Prevotellaceae	171552	284.36	0.166	372
Streptococcaceae	1300	238.02	0.13899999999999998	609
Selenomonadaceae	1843491	137.23	0.08	1121
Aerococcaceae	186827	111.85	0.065	1987
Tannerellaceae	2005525	96.7	0.055999999999999994	83
