Name	Tax ID	Relative Abundance	Reads Frequency	Normalized Reads Frequency
Streptococcaceae	1300	19.07	181646	243330
Ruminococcaceae	216572	16.509999999999998	262254	210667
Lachnospiraceae	186803	11.709999999999999	204825	149421
Peptoniphilaceae	1570339	11.039999999999996	101114	140871
Actinomycetaceae	2049	6.749999999999999	72871	86129
Coriobacteriaceae	84107	5.9399999999999995	66388	75794
Acutalibacteraceae	216572	5.2	55315	66352
Methanobacteriaceae	2159	3.58	32329	45681
Mycobacteriaceae	1762	3.2099999999999995	41853	40960
Alkalibacillaceae	186817	1.9200000000000002	24042	24499
Flavobacteriaceae	49546	1.77	27200	22585
Bacteroidaceae	815	1.69	39193	21565
UBA1381	186801	1.5	23670	19140
Lactobacillaceae	33958	1.19	12205	15184
Eggerthellaceae	1643826	1.05	15006	13398
Staphylococcaceae	90964	0.9000000000000001	10458	11485
Marinifilaceae	1573805	0.78	15810	9953
Rikenellaceae	171550	0.76	11690	9697
Akkermansiaceae	1647988	0.53	8482	6763
Oscillospiraceae	216572	0.5	6556	6380
Propionibacteriaceae	31957	0.46	5153	5870
Peptostreptococcaceae	186804	0.35	5439	4466
Butyricicoccaceae	216572	0.28	3844	3573
Anaerovoracaceae	186802	0.27	1970	3445
Veillonellaceae	31977	0.25	2722	3190
Acidaminococcaceae	909930	0.25	2899	3190
Enterobacteriaceae	543	0.24000000000000002	5406	3062
Negativicoccaceae	31977	0.24	1499	3062
Erysipelotrichaceae	128827	0.19	2862	2424
Porphyromonadaceae	171551	0.18	1814	2297
Aerococcaceae	186827	0.16999999999999998	1636	2169
Coprobacillaceae	2810280	0.16	2162	2041
Burkholderiaceae	119060	0.15	3649	1914
Burkholderiaceae_B	80864	0.15	4734	1914
Pasteurellaceae	712	0.14	1245	1786
Desulfovibrionaceae	194924	0.12	2150	1531
Anaerotignaceae	186803	0.1	1647	1276
Burkholderiaceae_A	995019	0.1	1245	1276
Xanthobacteraceae	335928	0.09	3156	1148
Rhizobiaceae	82115	0.07	1598	893
Enterococcaceae	81852	0.06	831	766
Peptococcaceae	186807	0.06	623	766
Micrococcaceae	1268	0.04	481	510
Dermabacteraceae	85020	0.04	473	510
Pseudomonadaceae	135621	0.04	1302	510
Beijerinckiaceae	45404	0.04	1045	510
Synergistaceae	649777	0.04	750	510
Dialisteraceae	31977	0.04	257	510
Gemellaceae	1385	0.03	237	383
CAG-313	90964	0.03	256	383
