CAZy ID	Copies per Million (CPM)	Relative Abundance
GT2	307830	30.783002462640198
GT28	191278	19.127801530224122
CBM50	79742.8	7.974280637942452
GH1	70478.8	7.047880563830446
GH73	61535	6.15350049228004
GH13	54191.4	5.419140433531235
GT5	37205.7	3.7205702976456236
GT51	33920	3.392000271360022
CBM48	28642.6	2.8642602291408186
GH32	28255	2.825500226040018
GH25	23399.8	2.3399801871984147
GT35	20938.7	2.0938701675096136
GH23	18508.9	1.850890148071212
GT4	14279.4	1.4279401142352093
GH5	10782.7	1.078270086261607
GH78	8246.98	0.8246980659758454
GH109	5877.44	0.5877440470195238
GH31	4886.7	0.4886700390936032
