Name	Tax ID	Abundance Score	Relative Abundance	Unique Matches Frequency
Cutibacterium	1912216	219243.44	78.762	58957
Staphylococcus	1279	29542.68	10.613	4633
Corynebacterium	1716	18408.579999999998	6.614000000000002	10500
Propionibacterium	1743	9940.47	3.5709999999999997	106920
Rothia	32207	307.83	0.11	1833
Caulobacter	75	252.21	0.091	4185
Micrococcus	1269	196.31	0.07100000000000001	42
Streptococcus	1301	189.19	0.068	9
Abiotrophia	46123	113.7	0.041	2005
Neisseriaceae_u_g	481	86.88	0.031	14
Propionibacteriaceae_u_g	31957	77.17	0.027999999999999997	183
