Name	Tax ID	Abundance Score	Relative Abundance	Unique Matches Frequency
Staphylococcaceae	90964	92415.09999999999	65.29100000000001	296705
Propionibacteriaceae	31957	28811.44	20.354999999999997	2279
Corynebacteriaceae	1653	8844.96	6.2490000000000006	82359
Micrococcaceae	1268	6765.46	4.779999999999999	15469
Streptococcaceae	1300	1163.65	0.823	4934
Microbacteriaceae	85023	667	0.471	3197
Peptoniphilaceae	1570339	662.14	0.468	6965
Enterobacteriaceae	543	539.0999999999999	0.381	595
Moraxellaceae	468	302.93	0.21399999999999997	755
Carnobacteriaceae	186828	282.85	0.2	4352
Dietziaceae	85029	272.27	0.192	46
Neisseriaceae	481	152.17	0.108	34
Aerococcaceae	186827	146.58	0.104	2079
Dermabacteraceae	85020	139.71	0.099	2949
Caulobacteraceae	76892	107.44	0.076	1896
Alcaligenaceae	506	103.16	0.073	176
Yersiniaceae	1903411	88.67	0.063	15
Actinomycetaceae	2049	79.28	0.055999999999999994	538
