Name	Tax ID	Abundance Score	Relative Abundance	Unique Matches Frequency
Propionibacteriaceae	31957	1011257.2900000002	92.52100000000002	28249
Staphylococcaceae	90964	73751.69	6.746999999999999	50105
Corynebacteriaceae	1653	3482.5499999999997	0.31900000000000006	41602
Micrococcaceae	1268	1475.34	0.135	12242
Streptococcaceae	1300	669.0799999999999	0.061000000000000006	371
Actinomycetaceae	2049	446.18	0.04100000000000001	2781
Caulobacteraceae	76892	420.88	0.039	6816
Bifidobacteriaceae	31953	343.95	0.031	635
Neisseriaceae	481	318.6	0.029	49
Carnobacteriaceae	186828	260.5	0.024	2185
Lactobacillaceae	33958	259.98	0.023	62
Peptoniphilaceae	1570339	213.31	0.019000000000000003	128
Pasteurellaceae	712	90.13	0.008	172
