Name	Tax ID	Relative Abundance	Reads Frequency	Normalized Reads Frequency
Streptococcus_u_s	1301	14.39	553680	578213
Falseniella ignava	137730	7.739999999999999	250283	311005
Facklamia hominis	178214	6.88	244765	276449
Staphylococcus haemolyticus	1283	4.9	205262	196890
Streptococcus mitis_BE	1301	3.9900000000000007	151959	160324
Streptococcus symci	2588991	3.04	119296	122152
Finegoldia magna_H	1260	3.04	102807	122152
Trueperella bernardiae	59561	2.66	104436	106883
Peptoniphilus_C coxii	755172	2.64	91633	106079
Aerococcus sp001809535	119206	2.18	88587	87596
Peptoniphilus_A harei_A	54005	2.09	71794	83979
Streptococcus sp001650315	1301	2.07	74824	83176
Streptococcus mitis_AI	28037	1.97	74825	79158
Ezakiella coagulans	46507	1.92	65411	77149
Streptococcus chosunense	2707003	1.8900000000000001	67501	75943
Propionimicrobium lymphophilum	33012	1.6399999999999997	63665	65898
Corynebacterium aurimucosum_F	169292	1.53	80348	61478
Corynebacterium tuberculostearicum	38304	1.49	72034	59871
Streptococcus mitis	28037	1.46	52767	58665
Corynebacterium tuberculostearicum_C	38304	1.44	64906	57861
Streptococcus sp000411475	77133	1.4	46050	56254
Streptococcus mitis_AK	28037	1.38	49037	55451
Varibaculum cambriense	184870	1.3	50321	52236
Streptococcus infantis_I	68892	1.12	36432	45003
Varibaculum massiliense	1852372	1.08	46721	43396
Anaerococcus prevotii	33034	1.06	37883	42592
Peptoniphilus_A harei	54005	1.01	35392	40583
Streptococcus infantis_H	68892	1	34591	40182
Winkia sp002849225	29318	0.98	40718	39378
Streptococcus sp916048145	1054460	0.97	37680	38976
Campylobacter_B ureolyticus	827	0.95	29813	38172
Streptococcus mitis_N	28037	0.93	34217	37369
Corynebacterium pyruviciproducens	598660	0.88	45402	35360
Streptococcus mitis_L	28037	0.86	31417	34556
Streptococcus infantis	68892	0.79	27929	31743
Streptococcus mitis_M	28037	0.76	29943	30538
Staphylococcus simulans	1286	0.73	35707	29333
Streptococcus infantis_G	68892	0.72	25986	28931
Bradyrhizobium sp003020075	2057741	0.71	101675	28529
Streptococcus mitis_O	28037	0.7	29080	28127
Campylobacter_B ureolyticus_A	827	0.7	22399	28127
Finegoldia magna	1260	0.69	23620	27725
Allobacillus halotolerans	570278	0.65	31391	26118
Anaerococcus marasmi	2057797	0.62	24843	24913
Imtechella halotolerans	1165090	0.61	36323	24511
Enterococcus faecalis	1351	0.52	32555	20894
Aerococcus urinae_D	1376	0.42	16814	16876
Actinotignum sanguinis	1445614	0.39	15366	15671
Urinicoccus timonensis	2024205	0.37	13776	14867
Negativicoccus succinicivorans	620903	0.37	9019	14867
Finegoldia magna_F	1260	0.31	11186	12456
Peptoniphilus_A vaginalis	54005	0.31	11081	12456
Peptoniphilus_B duerdenii	507750	0.31	12078	12456
Dermabacter hominis	36740	0.3	13699	12054
Gleimia urinae	1689268	0.27	10232	10849
Bradyrhizobium viridifuturi	1654716	0.25	40819	10045
Bradyrhizobium elkanii	29448	0.22	37141	8840
