ID	Name	Copies per Million (CPM)	Relative Abundance
PWY-7663	gondoate biosynthesis (anaerobic)	24291	2.4291001593489705
PWY-5973	cis-vaccenate biosynthesis	23665.6	2.3665601552463458
PWY0-1296	purine ribonucleosides degradation	20812.1	2.081210136527385
PWY-8187	L-arginine degradation XIII (reductive Stickland reaction)	19377.8	1.9377801271183763
LACTOSECAT-PWY	lactose and galactose degradation I	18904.1	1.890410124010904
PWY-6609	adenine and adenosine salvage III	18441.5	1.8441501209762476
PWY-5367	petroselinate biosynthesis	18128.6	1.8128601189236235
PWY0-1477	ethanolamine utilization	18125.8	1.8125801189052555
FASYN-ELONG-PWY	fatty acid elongation -- saturated	18054.8	1.8054801184394957
PWY-6284	superpathway of unsaturated fatty acids biosynthesis (E. coli)	18024.5	1.8024501182407278
PWY0-862	(5Z)-dodecenoate biosynthesis I	17520.7	1.7520701149357993
PWY-6282	palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	17459.1	1.7459101145317033
PWY-5695	inosine 5'-phosphate degradation	17212.5	1.7212501129140074
PWY-7664	oleate biosynthesis IV (anaerobic)	17142.4	1.7142401124541513
PWY-5989	stearate biosynthesis II (bacteria and plants)	15060.1	1.5060100987942626
PWY-7858	(5Z)-dodecenoate biosynthesis II	14461.4	1.4461400948667902
RHAMCAT-PWY	L-rhamnose degradation I	14298.8	1.429880093800134
PWY66-429	fatty acid biosynthesis initiation (mitochondria)	13155.9	1.3155900863027097
PWY0-1297	superpathway of purine deoxyribonucleosides degradation	12699	1.2699000833054455
PWY-6386	UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	11448.3	1.1448300751008529
PWY-7356	thiamine diphosphate salvage IV (yeast)	11269.6	1.126960073928581
PWY-6608	guanosine nucleotides degradation III	11266.5	1.1266500739082448
PWY-6317	D-galactose degradation I (Leloir pathway)	10994.7	1.0994700721252368
PWY-7228	superpathway of guanosine nucleotides de novo biosynthesis I	10967.4	1.0967400719461486
PWY-7221	guanosine ribonucleotides de novo biosynthesis	10801.8	1.0801800708598126
UDPNAGSYN-PWY	UDP-N-acetyl-D-glucosamine biosynthesis I	10649.6	1.0649600698613806
PWY-6147	6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	10647.8	1.0647800698495726
PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	10609	1.0609000695950446
