GO ID	GO Category	GO Description	Copies per Million (CPM)	Relative Abundance
GO:0016021	Cellular_Components	integral component of membrane	109857	11.027798604044772
GO:0005524	Molecular_Functions	ATP binding	57399.3	5.761926144106858
GO:0005737	Cellular_Components	cytoplasm	45975.7	4.615188474835297
GO:0003677	Molecular_Functions	DNA binding	38402.2	3.8549362130064373
GO:0005886	Cellular_Components	plasma membrane	21028.2	2.1108782745348433
GO:0046872	Molecular_Functions	metal ion binding	18620.9	1.8692257664605563
GO:0006412	Biological_Processes	translation	15066.6	1.5124337133519117
GO:0003735	Molecular_Functions	structural constituent of ribosome	13187.9	1.3238437715419322
GO:0016787	Molecular_Functions	hydrolase activity	12727.5	1.2776273403877754
GO:0016887	Molecular_Functions	ATPase activity	12210.4	1.225719181070194
GO:0005840	Cellular_Components	ribosome	11231.6	1.1274640924218693
GO:0016740	Molecular_Functions	transferase activity	9642.75	0.9679702248300311
GO:0055085	Biological_Processes	transmembrane transport	9571.35	0.9608028634390521
GO:0003700	Molecular_Functions	DNA-binding transcription factor activity	8819.05	0.8852845724805979
GO:0008270	Molecular_Functions	zinc ion binding	8554.85	0.8587633276697201
GO:0000287	Molecular_Functions	magnesium ion binding	8535.16	0.856786782210499
GO:0003723	Molecular_Functions	RNA binding	8321.04	0.8352927286945823
GO:0019843	Molecular_Functions	rRNA binding	8105.66	0.8136721923305893
GO:0006355	Biological_Processes	regulation of transcription, DNA-templated	7921.59	0.7951946543580749
GO:0003676	Molecular_Functions	nucleic acid binding	7237.42	0.7265154716848787
GO:0005975	Biological_Processes	carbohydrate metabolic process	6770.16	0.6796104116911963
GO:0005525	Molecular_Functions	GTP binding	6490.39	0.6515262002576637
GO:0016491	Molecular_Functions	oxidoreductase activity	6279.45	0.6303513653583199
GO:0016301	Molecular_Functions	kinase activity	5541.09	0.5562324163857237
GO:0051301	Biological_Processes	cell division	5525.04	0.5546212658209448
GO:0022857	Molecular_Functions	transmembrane transporter activity	5417.68	0.5438441240991588
