ID	Name	Copies per Million (CPM)	Relative Abundance
PWY-7238	sucrose biosynthesis II	14179.1	1.417910240335786
PWY-6122	5-aminoimidazole ribonucleotide biosynthesis II	13626.8	1.3626802309742994
PWY-6277	superpathway of 5-aminoimidazole ribonucleotide biosynthesis	13626.8	1.3626802309742994
PWY-6609	adenine and adenosine salvage III	13268.5	1.3268502249011134
TRNA-CHARGING-PWY	tRNA charging	13197.3	1.319730223694273
PWY-6121	5-aminoimidazole ribonucleotide biosynthesis I	12860.9	1.2860902179922922
PWY-6124	inosine-5'-phosphate biosynthesis II	12389.4	1.2389402100003657
UDPNAGSYN-PWY	UDP-N-acetyl-D-glucosamine biosynthesis I	12317.9	1.2317902087884407
PWY-5941	glycogen degradation II	11758.8	1.1758801993116939
PWY-6123	inosine-5'-phosphate biosynthesis I	11714	1.171400198552334
PWY-6386	UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	11608.6	1.1608601967658037
PWY-7229	superpathway of adenosine nucleotides de novo biosynthesis I	11514.1	1.1514101951640283
PWY-5686	UMP biosynthesis I	11377.3	1.1377301928452679
PWY-7790	UMP biosynthesis II	11377.3	1.1377301928452679
PWY-7791	UMP biosynthesis III	11377.3	1.1377301928452679
PWY-6387	UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	11312	1.1312001917384327
PEPTIDOGLYCANSYN-PWY	peptidoglycan biosynthesis I (meso-diaminopimelate containing)	11239.6	1.1239601905112524
VALSYN-PWY	L-valine biosynthesis	11122.4	1.1122401885247122
PWY-7111	pyruvate fermentation to isobutanol (engineered)	10966.2	1.0966201858771218
PWY-6385	peptidoglycan biosynthesis III (mycobacteria)	10547.9	1.0547901787869356
PWY-7234	inosine-5'-phosphate biosynthesis III	10434.8	1.0434801768698903
PWY-7221	guanosine ribonucleotides de novo biosynthesis	10361.2	1.0361201756223701
PWY-841	superpathway of purine nucleotides de novo biosynthesis I	10235.4	1.0235401734900595
PWY-7953	UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)	10204.1	1.0204101729595245
PWY-6126	superpathway of adenosine nucleotides de novo biosynthesis II	9860.05	0.986005167127876
PWY-2942	L-lysine biosynthesis III	9617.29	0.9617291630130933
PWY-6936	seleno-amino acid biosynthesis (plants)	9531.09	0.9531091615520031
PWY-3841	folate transformations II (plants)	9361.14	0.9361141586713501
ANAGLYCOLYSIS-PWY	glycolysis III (from glucose)	9297.7	0.929770157596042
ILEUSYN-PWY	L-isoleucine biosynthesis I (from threonine)	9230.06	0.9230061564495436
BRANCHED-CHAIN-AA-SYN-PWY	superpathway of branched chain amino acid biosynthesis	8750.94	0.8750941483284584
PWY-7228	superpathway of guanosine nucleotides de novo biosynthesis I	8739.42	0.8739421481331942
PWY0-1296	purine ribonucleosides degradation	8619.81	0.8619811461058045
PWY-6151	S-adenosyl-L-methionine salvage I	8371.27	0.8371271418930508
PWY-702	L-methionine biosynthesis II	8354.81	0.8354811416140535
COA-PWY-1	superpathway of coenzyme A biosynthesis III (mammals)	8172.58	0.8172581385252546
PWY-5103	L-isoleucine biosynthesis III	8168.96	0.8168961384638956
LACTOSECAT-PWY	lactose and galactose degradation I	8033.82	0.8033821361732721
PWY66-399	gluconeogenesis III	8004.13	0.8004131356700266
PWY-6125	superpathway of guanosine nucleotides de novo biosynthesis II	7996.52	0.7996521355410372
PWY0-162	superpathway of pyrimidine ribonucleotides de novo biosynthesis	7840.42	0.7840421328951417
DTDPRHAMSYN-PWY	dTDP-β-L-rhamnose biosynthesis	7710.78	0.7710781306977433
PWY-3001	superpathway of L-isoleucine biosynthesis I	7702.15	0.7702151305514647
PWY-7199	pyrimidine deoxyribonucleosides salvage	7648.19	0.7648191296368426
PENTOSE-P-PWY	pentose phosphate pathway	7557.47	0.7557471280991384
NONOXIPENT-PWY	pentose phosphate pathway (non-oxidative branch) I	7541.96	0.7541961278362438
COA-PWY	coenzyme A biosynthesis I (prokaryotic)	7530.31	0.7530311276387763
PWY-7851	coenzyme A biosynthesis II (eukaryotic)	7530.31	0.7530311276387763
OANTIGEN-PWY	O-antigen building blocks biosynthesis (E. coli)	7520.21	0.7520211274675812
GLYCOGENSYNTH-PWY	glycogen biosynthesis I (from ADP-D-Glucose)	7431.05	0.7431051259563191
THRESYN-PWY	superpathway of L-threonine biosynthesis	7425.11	0.742511125855636
PWY0-1297	superpathway of purine deoxyribonucleosides degradation	7423.62	0.7423621258303804
ARO-PWY	chorismate biosynthesis I	7385.87	0.7385871251905178
PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	7365.74	0.7365741248493143
PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	7365.74	0.7365741248493143
P41-PWY	pyruvate fermentation to acetate and (S)-lactate I	7217.03	0.7217031223286793
PWY-5100	pyruvate fermentation to acetate and lactate II	7217.03	0.7217031223286793
PWY-7198	pyrimidine deoxyribonucleotides de novo biosynthesis IV	7211.97	0.7211971222429124
P161-PWY	acetylene degradation (anaerobic)	6985.36	0.6985361184018722
PWY0-1477	ethanolamine utilization	6985.36	0.6985361184018722
PWY-1042	glycolysis IV	6948.82	0.6948821177825191
PWY-8178	pentose phosphate pathway (non-oxidative branch) II	6939.47	0.6939471176240366
PWY-6163	chorismate biosynthesis from 3-dehydroquinate	6759.18	0.6759181145681206
PWY-7208	superpathway of pyrimidine nucleobases salvage	6716.33	0.6716331138418129
GLYCOLYSIS	glycolysis I (from glucose 6-phosphate)	6556.35	0.6556351111301515
COMPLETE-ARO-PWY	superpathway of aromatic amino acid biosynthesis	6525.29	0.6525291106036843
CALVIN-PWY	Calvin-Benson-Bassham cycle	6452.88	0.6452881093763346
HSERMETANA-PWY	L-methionine biosynthesis III	6452.31	0.6452311093666732
SER-GLYSYN-PWY	superpathway of L-serine and glycine biosynthesis I	6266.59	0.6266591062187186
ARGSYNBSUB-PWY	L-arginine biosynthesis II (acetyl cycle)	6144.73	0.6144731041531912
PWY-5188	tetrapyrrole biosynthesis I (from glutamate)	6144.06	0.6144061041418348
PWY-7197	pyrimidine deoxyribonucleotide phosphorylation	6104.85	0.6104851034772252
PWY-8187	L-arginine degradation XIII (reductive Stickland reaction)	6035.15	0.6035151022958098
NONMEVIPP-PWY	methylerythritol phosphate pathway I	5999.01	0.599901101683237
PWY-7560	methylerythritol phosphate pathway II	5999.01	0.599901101683237
