Name	Tax ID	Abundance Score	Relative Abundance	Unique Matches Frequency
Staphylococcus	1279	67192.90000000001	91.524	2620
Acinetobacter	469	1498.7600000000002	2.042	2037
Enhydrobacter	212791	915.61	1.247	8700
Micrococcus	1269	897.92	1.2229999999999999	766
Propionibacteriaceae_u_g	31957	688.51	0.938	78
Paenibacillus	44249	517.64	0.705	5846
Streptococcus	1301	392.91999999999996	0.5349999999999999	614
Bacillus	1386	271.61	0.37	207
Aerococcus	1375	255.08	0.347	2264
Rothia	32207	242.37	0.33	1013
Haemophilus	724	195.88	0.267	605
Brevundimonas	41275	121.08	0.165	39
Cutibacterium	1912216	115.37	0.157	2606
Kocuria	57493	109.01	0.148	13
