Name	Tax ID	Relative Abundance	Reads Frequency	Normalized Reads Frequency
Imtechella	1165076	23.47	471993	373750
Allobacillus	1400133	21.38	349727	340467
Propionimicrobium	203133	16.63	219978	264826
Prevotella	838	8.09	144815	128829
Varibaculum	184869	4.32	62602	68794
Peptoniphilus_C	162289	3.65	43164	58125
Brevibacterium	1696	2.9099999999999997	42858	46341
Corynebacterium	1716	2.8	44580	44590
Actinotignum	1653174	2.3200000000000003	31450	36945
Peptoniphilus_B	162289	2.21	27993	35193
Falseniella	2862142	1.92	21136	30575
Peptoniphilus_A	162289	1.44	16881	22931
Anaerococcus	165779	1.4300000000000002	19264	22772
Vaginimicrobium	2919589	0.9000000000000001	11766	14332
Gleimia	2692113	0.63	7919	10033
Porphyromonas	836	0.61	7303	9714
Aerococcus	1375	0.5700000000000001	7733	9077
Ezakiella	1582879	0.56	6146	8918
Urinicoccus	2024199	0.5499999999999999	7089	8758
Porphyromonas_A	836	0.44000000000000006	6460	7007
Facklamia	66831	0.4099999999999999	4902	6529
Fenollaria	1686313	0.37	3804	5892
Lawsonella	1847725	0.32	3971	5096
Campylobacter_B	194	0.31000000000000005	3408	4936
Finegoldia	150022	0.3	3639	4778
Faecalimonas	2005355	0.24	3953	3822
Trueperella	1069494	0.21	2680	3344
Pseudoglutamicibacter	1742991	0.2	2634	3185
Staphylococcus	1279	0.17	2823	2707
Dialister	39948	0.17	1317	2707
Streptococcus	1301	0.09	1016	1433
Winkia	2692118	0.08	1136	1274
Negativicoccus	909928	0.07	602	1115
Micrococcus	1269	0.04	597	637
Pauljensenia	2740557	0.03	416	478
Faecalibacterium	216851	0.03	509	478
Ruthenibacterium	1905344	0.03	771	478
Peptococcus	2740	0.03	325	478
Olegusella	1979843	0.02	207	318
Bacteroides	816	0.02	640	318
Blautia_A	572511	0.02	414	318
Peptoniphilus_E	162289	0.02	243	318
Mediannikoviicoccus	2967351	0.02	296	318
Ralstonia	48736	0.02	678	318
Bradyrhizobium	374	0.01	621	159
