Name	Tax ID	Abundance Score	Relative Abundance	Unique Matches Frequency
Staphylococcus epidermidis	1282	46612.46	26.575	3576
Cutibacterium acnes	1747	29913.63	17.055	350
Propionibacterium_u_s	1743	29000.04	16.534	224
Staphylococcus capitis	29388	26525.44	15.123000000000001	28786
Propionibacterium sp. KPL1844	1203573	20839.33	11.881	346491
Cutibacterium granulosum	33011	10979.36	6.260000000000001	46524
Corynebacterium kroppenstedtii	161879	9378.5	5.3469999999999995	603240
Staphylococcus sp. TE8	1472720	933.53	0.532	1387
[Propionibacterium] namnetense	1574624	223.61	0.127	4649
Propionibacteriaceae_u_s	31957	217.5	0.124	486
Alloiococcus otitis	1652	143.83	0.082	2204
Staphylococcus lugdunensis	28035	138.91	0.079	32
Caulobacter sp. JGI 0001013-D04	1157680	138.35	0.079	2450
Staphylococcus_u_s	1279	121.08	0.06899999999999999	245
Staphylococcus haemolyticus	1283	118.61	0.068	59
Streptococcus agalactiae	1311	113.43	0.065	10
