Name	Tax ID	Relative Abundance	Reads Frequency	Normalized Reads Frequency
Actinotignum sanguinis	1445614	14.66	568788	600736
Streptococcus anginosus	1328	12.07	441331	494603
Falseniella ignava	137730	7.539999999999999	243144	308973
Actinotignum schaalii_A	59505	6.18	244073	253243
Imtechella halotolerans	1165090	5.6	330835	229476
Allobacillus halotolerans	570278	5.09	244370	208577
Propionimicrobium lymphophilum	33012	3.3000000000000003	128099	135227
Corynebacterium sp001815985	43771	3.1300000000000003	129352	128261
Prevotella timonensis	386414	2.38	144360	97527
Anaerococcus sp900258475	77133	2.36	100329	96708
Facklamia hominis	178214	2.06	72715	84414
Peptoniphilus_A harei_A	54005	2.02	69191	82775
Brevibacterium ravenspurgense	479117	1.9299999999999997	84005	79087
Peptoniphilus_C coxii	755172	1.83	63461	74990
Prevotella timonensis_A	386414	1.6099999999999999	96566	65974
Aerococcus sp001809535	119206	1.32	52176	54091
Actinotignum timonense	1870995	1.25	54075	51222
Vaginimicrobium propionicum	1871034	1.25	47986	51222
Ezakiella coagulans	46507	1.23	41770	50403
Varibaculum massiliense	1852372	1.1	47589	45076
Corynebacterium urealyticum	43771	1.02	45022	41797
Staphylococcus lugdunensis	28035	1.01	48250	41388
Finegoldia magna_H	1260	0.96	32358	39339
Pseudoglutamicibacter cumminsii_A	156979	0.74	29388	30324
Corynebacterium aurimucosum_F	169292	0.71	37370	29094
Winkia neuii	33007	0.7	31240	28685
Streptococcus agalactiae	1311	0.62	23644	25406
Corynebacterium imitans	156978	0.62	30054	25406
Varibaculum cambriense	184870	0.61	23459	24997
Actinotignum schaalii	59505	0.58	23976	23767
Peptoniphilus_B duerdenii	507750	0.55	20644	22538
Corynebacterium sp001815935	71254	0.55	24650	22538
Aerococcus urinae_A	1376	0.52	20188	21309
Gleimia urinae	1689268	0.5	18703	20489
Helcococcus sueciensis	241555	0.4699999999999999	14054	19260
Aerococcus urinae_D	1376	0.44	17538	18030
Campylobacter_B ureolyticus	827	0.44	13889	18030
Porphyromonas_A somerae	322095	0.42	18874	17211
Finegoldia magna	1260	0.4099999999999999	14198	16801
Aerococcus urinae_B	1376	0.36	12833	14752
Peptoniphilus_A vaginalis	54005	0.36	12924	14752
Urinicoccus massiliensis	1723382	0.36	13871	14752
Nosocomiicoccus ampullae_A	489910	0.35	10314	14342
Porphyromonas uenonis_A	281920	0.35	13893	14342
Peptoniphilus_A lacrimalis	33031	0.34	11767	13932
Fenollaria massiliensis	938288	0.34	10347	13932
Porphyromonas uenonis	281920	0.32	13579	13113
Staphylococcus simulans	1286	0.3	14501	12293
Prevotella buccalis	28127	0.29	16326	11884
Corynebacterium amycolatum	43765	0.29	13567	11884
Campylobacter_B ureolyticus_A	827	0.28	9060	11474
Anaerococcus vaginalis_B	33037	0.27	10131	11064
Gleimia hominis	595468	0.27	11076	11064
Globicatella sanguinis	13076	0.25	11505	10244
Corynebacterium riegelii	156976	0.25	11748	10244
Peptoniphilus_A harei	54005	0.22999999999999998	8046	9425
Negativicoccus succinicivorans	620903	0.21	5083	8605
Prevotella sp900547085	838	0.2	8057	8196
Varibaculum cambriense_A	184870	0.2	8448	8196
Allobacillus salarius	1955272	0.17	8117	6966
Urinicoccus timonensis	2024205	0.17	6118	6966
Corynebacterium amycolatum_A	43765	0.17	7913	6966
Finegoldia magna_F	1260	0.16	5895	6556
Fenollaria timonensis	1723384	0.16	5222	6556
Prevotella sp000479005	28127	0.16	8255	6556
Gleimia europaea_B	66228	0.16	5746	6556
Staphylococcus warneri	1292	0.14	6204	5737
Peptoniphilus_A grossensis	1465756	0.13	5049	5327
Anaerococcus hydrogenalis	33029	0.12	4278	4917
Porphyromonas_A bennonis	501496	0.12	4412	4917
Varibaculum timonense_A	1870994	0.12	4905	4917
Prevotella bergensis	242750	0.11	6531	4508
Anaerococcus obesiensis	1287640	0.1	3607	4098
Anaerococcus prevotii	33034	0.1	3712	4098
Peptoniphilus_B sp000478985	507751	0.1	3458	4098
Ezakiella peruensis	1464038	0.1	3246	4098
Prevotella colorans	1703337	0.1	5309	4098
Streptococcus vestibularis	1343	0.09	3379	3688
Anaerococcus marasmi	2057797	0.09	3534	3688
Alterileibacterium massiliense	1870997	0.09	2499	3688
Streptococcus thermophilus	1308	0.08	2727	3278
Ruminococcus_E bromii_B	40518	0.08	3252	3278
Peptoniphilus_E obesi	1472765	0.08	2559	3278
Anaerococcus vaginalis_C	77133	0.07	2419	2868
Anaerococcus vaginimassiliensis	2042308	0.07	2272	2868
Peptoniphilus_C pacaensis	1776390	0.07	2560	2868
Porphyromonas asaccharolytica	28123	0.07	3045	2868
Leuconostoc lactis	1246	0.06	1833	2459
Nosocomiicoccus massiliensis	1232430	0.06	1608	2459
Anaerococcus lactolyticus	33032	0.06	2250	2459
Corynebacterium simulans	146827	0.06	3095	2459
Enterococcus faecalis	1351	0.05	2691	2049
Anaerococcus senegalensis	1288120	0.05	1719	2049
Porphyromonas_A sp900120395	1720317	0.05	1865	2049
Pauljensenia radingae_A	1673722	0.05	2095	2049
Corynebacterium sp001806875	156976	0.05	2333	2049
Staphylococcus aureus	1280	0.04	2417	1639
Anaerococcus octavius	54007	0.04	1475	1639
Mediannikoviicoccus massiliensis	1689303	0.04	1497	1639
Oligella urethralis	90245	0.04	1646	1639
Trueperella bernardiae	59561	0.04	1617	1639
Brevibacterium sp001815905	1176165	0.04	1680	1639
Corynebacterium minutissimum	38301	0.04	2232	1639
Staphylococcus haemolyticus	1283	0.03	1351	1229
Staphylococcus epidermidis	1282	0.03	1121	1229
Kallipyga gabonensis	1686287	0.03	1063	1229
Prevotella amnii	419005	0.03	1558	1229
Porphyromonas_A sp001808555	1739394	0.03	1299	1229
Corynebacterium tuscaniense	302449	0.03	1345	1229
Faecalimonas phoceensis	2005355	0.02	822	820
Peptoniphilus_A senegalensis	1465757	0.02	543	820
Akkermansia muciniphila	239935	0.02	941	820
Bifidobacterium adolescentis	1680	0.02	747	820
Varibaculum vaginae	2364797	0.02	963	820
Mobiluncus curtisii	2051	0.02	994	820
Pseudoglutamicibacter albus	98671	0.02	992	820
Corynebacterium massiliense	441501	0.02	645	820
Dialister micraerophilus	309120	0.02	409	820
Methanobrevibacter_A smithii	2173	0.02	785	820
Lactococcus lactis	1358	0.01	336	410
Limosilactobacillus fermentum	1613	0.01	276	410
Staphylococcaceae_u_s	90964	0.01	274	410
Ruthenibacterium lactatiformans	1550024	0.01	1196	410
Blautia_A massiliensis	89014	0.01	880	410
Blautia_A obeum	40520	0.01	429	410
Dorea_A longicatena	88431	0.01	635	410
Agathobacter rectalis	39491	0.01	600	410
Peptococcus niger	2741	0.01	519	410
