ID	Name	Copies per Million (CPM)	Relative Abundance
VALSYN-PWY	L-valine biosynthesis	10977.1	1.0977100032931295
PWY0-1586	peptidoglycan maturation (meso-diaminopimelate containing)	10072.5	1.0072500030217495
PWY-7111	pyruvate fermentation to isobutanol (engineered)	9867.55	0.9867550029602644
PWY-7238	sucrose biosynthesis II	8844.65	0.8844650026533944
ILEUSYN-PWY	L-isoleucine biosynthesis I (from threonine)	8783.76	0.8783760026351275
CALVIN-PWY	Calvin-Benson-Bassham cycle	8673.17	0.8673170026019505
PWY-5941	glycogen degradation II	8281.08	0.8281080024843235
PWY-5103	L-isoleucine biosynthesis III	7634.04	0.7634040022902115
BRANCHED-CHAIN-AA-SYN-PWY	superpathway of branched chain amino acid biosynthesis	7358.1	0.7358100022074296
NONOXIPENT-PWY	pentose phosphate pathway (non-oxidative branch) I	7351.24	0.7351240022053716
PWY-5695	inosine 5'-phosphate degradation	7206.1	0.7206100021618297
PWY-7977	L-methionine biosynthesis IV	7195.23	0.7195230021585686
PWY-8178	pentose phosphate pathway (non-oxidative branch) II	6865.54	0.6865540020596617
UDPNAGSYN-PWY	UDP-N-acetyl-D-glucosamine biosynthesis I	6718.09	0.6718090020154267
SALVADEHYPOX-PWY	adenosine nucleotides degradation II	6614.12	0.6614120019842357
PWY-1042	glycolysis IV	6581.38	0.6581380019744136
PWY-7221	guanosine ribonucleotides de novo biosynthesis	6532.36	0.6532360019597075
GLYCOLYSIS	glycolysis I (from glucose 6-phosphate)	6270.5	0.6270500018811497
PWY-6608	guanosine nucleotides degradation III	6199.88	0.6199880018599637
PWY-7228	superpathway of guanosine nucleotides de novo biosynthesis I	6187.63	0.6187630018562886
TRNA-CHARGING-PWY	tRNA charging	6152.12	0.6152120018456356
PWY-7229	superpathway of adenosine nucleotides de novo biosynthesis I	6064.55	0.6064550018193647
PWY-6387	UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	6013.03	0.6013030018039087
PWY-6386	UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	5988.4	0.5988400017965196
PWY-6385	peptidoglycan biosynthesis III (mycobacteria)	5847.34	0.5847340017542016
PWY-6125	superpathway of guanosine nucleotides de novo biosynthesis II	5807.19	0.5807190017421566
PEPTIDOGLYCANSYN-PWY	peptidoglycan biosynthesis I (meso-diaminopimelate containing)	5805.89	0.5805890017417668
ANAGLYCOLYSIS-PWY	glycolysis III (from glucose)	5796.72	0.5796720017390157
ARGSYN-PWY	L-arginine biosynthesis I (via L-ornithine)	5760.03	0.5760030017280087
PWY-2942	L-lysine biosynthesis III	5749.79	0.5749790017249368
PWY-6126	superpathway of adenosine nucleotides de novo biosynthesis II	5713.9	0.5713900017141696
PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	5709.67	0.5709670017129007
PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	5709.67	0.5709670017129007
PWY-3001	superpathway of L-isoleucine biosynthesis I	5654.03	0.5654030016962086
PWY-6936	seleno-amino acid biosynthesis (plants)	5621.27	0.5621270016863807
PWY-5097	L-lysine biosynthesis VI	5611.95	0.5611950016835847
PWY-5484	glycolysis II (from fructose 6-phosphate)	5609.16	0.5609160016827477
PWY-5913	partial TCA cycle (obligate autotrophs)	5588.5	0.5588500016765496
PWY-7400	L-arginine biosynthesis IV (archaebacteria)	5552.61	0.5552610016657826
PWY-841	superpathway of purine nucleotides de novo biosynthesis I	5530.63	0.5530630016591888
PWY66-429	fatty acid biosynthesis initiation (mitochondria)	5491.38	0.5491380016474137
PWY-6151	S-adenosyl-L-methionine salvage I	5450.88	0.5450880016352637
PWY-5667	CDP-diacylglycerol biosynthesis I	5431.52	0.5431520016294558
PWY0-1319	CDP-diacylglycerol biosynthesis II	5431.52	0.5431520016294558
P461-PWY	hexitol fermentation to lactate, formate, ethanol and acetate	5424.54	0.5424540016273617
MET-SAM-PWY	superpathway of S-adenosyl-L-methionine biosynthesis	5360.88	0.5360880016082638
THRESYN-PWY	superpathway of L-threonine biosynthesis	5281.17	0.5281170015843507
METSYN-PWY	superpathway of L-homoserine and L-methionine biosynthesis	5141.56	0.5141560015424678
PWY-6122	5-aminoimidazole ribonucleotide biosynthesis II	5139.71	0.5139710015419128
PWY-6277	superpathway of 5-aminoimidazole ribonucleotide biosynthesis	5139.71	0.5139710015419128
PENTOSE-P-PWY	pentose phosphate pathway	5130.91	0.5130910015392727
PWY-6901	superpathway of glucose and xylose degradation	5076.34	0.5076340015229017
PWY-702	L-methionine biosynthesis II	5074.51	0.5074510015223527
GLUCOSE1PMETAB-PWY	glucose and glucose-1-phosphate degradation	5052.94	0.5052940015158817
FERMENTATION-PWY	mixed acid fermentation	5049.87	0.5049870015149607
1CMET2-PWY	folate transformations III (E. coli)	4996.54	0.4996540014989617
PWY-6123	inosine-5'-phosphate biosynthesis I	4990.36	0.49903600149710764
PWY-6121	5-aminoimidazole ribonucleotide biosynthesis I	4987.37	0.49873700149621075
PWY-724	superpathway of L-lysine, L-threonine and L-methionine biosynthesis II	4939.81	0.4939810014819428
PWY-6609	adenine and adenosine salvage III	4934.27	0.49342700148028074
DTDPRHAMSYN-PWY	dTDP-β-L-rhamnose biosynthesis	4920.32	0.4920320014760957
PWY-3841	folate transformations II (plants)	4915.89	0.49158900147476675
COA-PWY-1	superpathway of coenzyme A biosynthesis III (mammals)	4888.67	0.4888670014666007
PWY-7208	superpathway of pyrimidine nucleobases salvage	4866.59	0.4866590014599767
PWY-5347	superpathway of L-methionine biosynthesis (transsulfuration)	4843.18	0.4843180014529538
ARGSYNBSUB-PWY	L-arginine biosynthesis II (acetyl cycle)	4802.33	0.48023300144069875
ARO-PWY	chorismate biosynthesis I	4746.9	0.4746900014240697
PWY-6124	inosine-5'-phosphate biosynthesis II	4740.3	0.47403000142208973
ASPASN-PWY	superpathway of L-aspartate and L-asparagine biosynthesis	4730.99	0.4730990014192967
PWY-7953	UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)	4728.86	0.47288600141865766
PWY-6527	stachyose degradation	4688.25	0.46882500140647476
PWY-I9	L-cysteine biosynthesis VI (from L-methionine)	4665.93	0.4665930013997788
DAPLYSINESYN-PWY	L-lysine biosynthesis I	4633.72	0.4633720013901158
PWY-7117	C4 photosynthetic carbon assimilation cycle, PEPCK type	4616.76	0.4616760013850278
COA-PWY	coenzyme A biosynthesis I (prokaryotic)	4594.96	0.45949600137848773
PWY-7851	coenzyme A biosynthesis II (eukaryotic)	4594.96	0.45949600137848773
SO4ASSIM-PWY	assimilatory sulfate reduction I	4577.73	0.45777300137331867
PWY0-1477	ethanolamine utilization	4565.62	0.4565620013696857
GLYCOGENSYNTH-PWY	glycogen biosynthesis I (from ADP-D-Glucose)	4553.41	0.45534100136602274
PWY-7345	superpathway of anaerobic sucrose degradation	4517.97	0.45179700135539075
PWY-5154	L-arginine biosynthesis III (via N-acetyl-L-citrulline)	4479.91	0.4479910013439728
PWY0-1479	tRNA processing	4439.66	0.4439660013318978
PWY-7234	inosine-5'-phosphate biosynthesis III	4426.91	0.4426910013280727
HEMESYN2-PWY	heme b biosynthesis II (oxygen-independent)	4418.09	0.4418090013254268
ANAEROFRUCAT-PWY	homolactic fermentation	4417.94	0.4417940013253817
P41-PWY	pyruvate fermentation to acetate and (S)-lactate I	4381.63	0.4381630013144888
PWY-5100	pyruvate fermentation to acetate and lactate II	4381.63	0.4381630013144888
PWY0-1296	purine ribonucleosides degradation	4352.13	0.4352130013056388
PWY-6163	chorismate biosynthesis from 3-dehydroquinate	4324.37	0.4324370012973108
PANTO-PWY	phosphopantothenate biosynthesis I	4319.72	0.4319720012959158
PWY-5723	Rubisco shunt	4303.67	0.43036700129110084
PANTOSYN-PWY	superpathway of coenzyme A biosynthesis I (bacteria)	4295.29	0.4295290012885868
PHOSLIPSYN-PWY	superpathway of phospholipid biosynthesis I (bacteria)	4250.33	0.4250330012750988
GLYCOLYSIS-E-D	superpathway of glycolysis and the Entner-Doudoroff pathway	4214.12	0.4214120012642358
OANTIGEN-PWY	O-antigen building blocks biosynthesis (E. coli)	4150.96	0.4150960012452878
GLUCONEO-PWY	gluconeogenesis I	4130.49	0.4130490012391468
PWY-5686	UMP biosynthesis I	4073.71	0.4073710012221128
PWY-7790	UMP biosynthesis II	4073.71	0.4073710012221128
PWY-7791	UMP biosynthesis III	4073.71	0.4073710012221128
PWY-6700	queuosine biosynthesis I (de novo)	4022.22	0.40222200120666574
PWY66-409	superpathway of purine nucleotide salvage	4010.68	0.40106800120320374
GLYOXYLATE-BYPASS	glyoxylate cycle	3940.2	0.3940200011820598
HOMOSER-METSYN-PWY	L-methionine biosynthesis I	3935.35	0.3935350011806048
P441-PWY	superpathway of N-acetylneuraminate degradation	3932.38	0.3932380011797138
COMPLETE-ARO-PWY	superpathway of aromatic amino acid biosynthesis	3912.48	0.39124800117374375
PWY-5188	tetrapyrrole biosynthesis I (from glutamate)	3902.24	0.39022400117067174
PWY0-162	superpathway of pyrimidine ribonucleotides de novo biosynthesis	3897.97	0.38979700116939076
PWY-5659	GDP-mannose biosynthesis	3879.18	0.38791800116375375
PWY0-301	L-ascorbate degradation I (bacterial, anaerobic)	3871.48	0.38714800116144377
PWY-7663	gondoate biosynthesis (anaerobic)	3858.21	0.3858210011574628
PWY-6317	D-galactose degradation I (Leloir pathway)	3857.37	0.38573700115721077
HEME-BIOSYNTHESIS-II-1	heme b biosynthesis V (aerobic)	3839.17	0.3839170011517508
HEME-BIOSYNTHESIS-II	heme b biosynthesis I (aerobic)	3839.17	0.3839170011517508
GLUTORN-PWY	L-ornithine biosynthesis I	3832.91	0.3832910011498728
PWY-5918	superpathway of heme b biosynthesis from glutamate	3792.81	0.3792810011378428
COLANSYN-PWY	colanic acid building blocks biosynthesis	3785.24	0.3785240011355718
PWY-8004	Entner-Doudoroff pathway I	3736.13	0.37361300112083884
PWY-6353	purine nucleotides degradation II (aerobic)	3690.94	0.3690940011072818
FASYN-ELONG-PWY	fatty acid elongation -- saturated	3646.71	0.36467100109401285
PWY-7197	pyrimidine deoxyribonucleotide phosphorylation	3631.15	0.3631150010893448
HEXITOLDEGSUPER-PWY	superpathway of hexitol degradation (bacteria)	3567.21	0.3567210010701628
PWY-7013	(S)-propane-1,2-diol degradation	3545.07	0.35450700106352084
GLCMANNANAUT-PWY	superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation	3520.33	0.3520330010560988
PWY-6961	L-ascorbate degradation II (bacterial, aerobic)	3512.78	0.35127800105383383
PWY4FS-7	phosphatidylglycerol biosynthesis I (plastidic)	3494.88	0.3494880010484638
PWY4FS-8	phosphatidylglycerol biosynthesis II (non-plastidic)	3494.88	0.3494880010484638
ARG+POLYAMINE-SYN	superpathway of arginine and polyamine biosynthesis	3474.61	0.34746100104238287
PWY-5971	palmitate biosynthesis (type II fatty acid synthase)	3471.4	0.3471400010414198
PWY-5345	superpathway of L-methionine biosynthesis (by sulfhydrylation)	3423.39	0.3423390010270168
PWY-6282	palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	3416.27	0.3416270010248808
PWY-7664	oleate biosynthesis IV (anaerobic)	3404.76	0.34047600102142783
PWY-7199	pyrimidine deoxyribonucleosides salvage	3402.96	0.3402960010208878
PWY-4041	γ-glutamyl cycle	3399.3	0.3399300010197898
PYRIDNUCSYN-PWY	NAD de novo biosynthesis I (from aspartate)	3378.6	0.33786000101357977
GALACTARDEG-PWY	D-galactarate degradation I	3373.82	0.3373820010121458
GLUCARGALACTSUPER-PWY	superpathway of D-glucarate and D-galactarate degradation	3373.82	0.3373820010121458
PWY-7184	pyrimidine deoxyribonucleotides de novo biosynthesis I	3356.94	0.33569400100708185
PWY-5989	stearate biosynthesis II (bacteria and plants)	3352.83	0.3352830010058488
PWY-7198	pyrimidine deoxyribonucleotides de novo biosynthesis IV	3346.31	0.3346310010038928
GLUCARDEG-PWY	D-glucarate degradation I	3321.6	0.3321600009964798
PWY-5384	sucrose degradation IV (sucrose phosphorylase)	3315.2	0.3315200009945598
PWY-6703	preQ0 biosynthesis	3289.43	0.32894300098682877
HSERMETANA-PWY	L-methionine biosynthesis III	3278.11	0.32781100098343285
PWY0-1415	superpathway of heme b biosynthesis from uroporphyrinogen-III	3244.02	0.3244020009732058
PWY-5189	tetrapyrrole biosynthesis II (from glycine)	3227.83	0.32278300096834883
PWY-5136	fatty acid β-oxidation II (plant peroxisome)	3210.89	0.3210890009632668
PWY-5973	cis-vaccenate biosynthesis	3209.98	0.3209980009629938
PWY66-389	phytol degradation	3205.06	0.3205060009615178
PWY-1861	formaldehyde assimilation II (assimilatory RuMP Cycle)	3198.51	0.3198510009595528
PWY0-166	superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)	3158.83	0.3158830009476488
PWY-5897	superpathway of menaquinol-11 biosynthesis	3140.85	0.31408500094225483
PWY-5898	superpathway of menaquinol-12 biosynthesis	3140.85	0.31408500094225483
PWY-5899	superpathway of menaquinol-13 biosynthesis	3140.85	0.31408500094225483
PWY-561	superpathway of glyoxylate cycle and fatty acid degradation	3132.78	0.3132780009398338
PWY0-862	(5Z)-dodecenoate biosynthesis I	3128.05	0.31280500093841485
PWY0-1297	superpathway of purine deoxyribonucleosides degradation	3113.26	0.3113260009339779
TCA-GLYOX-BYPASS	superpathway of glyoxylate bypass and TCA	3050.04	0.3050040009150118
PWY-241	C4 photosynthetic carbon assimilation cycle, NADP-ME type	3042.82	0.30428200091284585
