Enzyme ID	Name	Copies per Million (CPM)	Relative Abundance
2.7.13.3	Histidine kinase	33687.6	3.368759260850425
2.7.7.7	DNA-directed DNA polymerase	13050.3	1.3050297136595157
3.6.4.12	DNA helicase	11788	1.1787997413560127
1.6.5.11	NADH dehydrogenase (quinone)	10292.6	1.0292597741670255
3.6.3.17	Transferred entry 7.5.2.8	8803.68	0.8803678068358587
5.2.1.8	Peptidylprolyl isomerase	7551.61	0.755160834307896
1.7.99.4	Nitrate reductase	5833.86	0.5833858719975559
2.2.1.6	Acetolactate synthase	5619.88	0.5619878766925542
3.1.11.5	Exodeoxyribonuclease V	5269.56	0.5269558843790287
2.7.7.6	DNA-directed RNA polymerase	5220.68	0.5220678854515193
1.4.1.13	Glutamate synthase (NADPH)	4730.32	0.4730318962106527
1.17.4.1	Ribonucleoside-diphosphate reductase	4716.1	0.47160989652265795
3.1.4.52	Cyclic-guanylate-specific phosphodiesterase	4563.17	0.45631689987814017
3.6.4.13	RNA helicase	4419.77	0.4419769030245219
2.7.7.65	Diguanylate cyclase	4157.43	0.41574290878060133
1.17.1.9	Formate dehydrogenase	3889.05	0.3889049146692061
3.5.1.28	N-acetylmuramoyl-L-alanine amidase	3828.87	0.3828869159896332
2.4.1.1	Glycogen phosphorylase	3787.78	0.37877791689120105
3.4.16.4	Serine-type D-Ala-D-Ala carboxypeptidase	3636.12	0.3636119202188179
1.12.99.6	Hydrogenase (acceptor)	3593.86	0.359385921146057
2.3.1.54	Formate C-acetyltransferase	3578.39	0.3578389214854888
2.7.3.9	Phosphoenolpyruvate--protein phosphotransferase	3549.71	0.35497092211476516
2.4.1.129	Peptidoglycan glycosyltransferase	3451.58	0.34515792426786446
3.1.3.5	5'-nucleotidase	3440.28	0.3440279245158011
1.6.5.5	NADPH:quinone reductase	3400.2	0.3400199253952082
1.8.5.3	Respiratory dimethylsulfoxide reductase	3349.58	0.3349579265058766
3.6.3.14	Transferred entry 7.1.2.2	3306.68	0.3306679274471581
3.2.1.86	6-phospho-beta-glucosidase	3106.69	0.3106689318351978
4.1.2.40	Tagatose-bisphosphate aldolase	3026.4	0.30263993359686436
3.4.21.107	Peptidase Do	2961.07	0.2961069350302892
4.2.1.2	Fumarate hydratase	2956.16	0.2956159351380209
6.1.1.6	Lysine--tRNA ligase	2890.78	0.2890779365725428
4.1.1.17	Ornithine decarboxylase	2885.6	0.28855993668619867
1.1.1.100	3-oxoacyl-[acyl-carrier-protein] reductase	2833.71	0.2833709378247325
1.7.2.3	Trimethylamine-N-oxide reductase	2808.78	0.28087793837172903
2.2.1.1	Transketolase	2784.31	0.27843093890863246
4.3.1.17	L-serine ammonia-lyase	2778.67	0.2778669390323814
4.1.1.18	Lysine decarboxylase	2737.7	0.27376993993131626
6.3.5.5	Carbamoyl-phosphate synthase (glutamine-hydrolyzing)	2719.58	0.2719579403288925
1.1.1.3	Homoserine dehydrogenase	2716.21	0.2716209404028347
5.99.1.3	Transferred entry 5.6.2.2	2712.78	0.27127794047809334
2.3.1.16	Acetyl-CoA C-acyltransferase	2696.07	0.2696069408447324
4.1.2.13	Fructose-bisphosphate aldolase	2663.86	0.2663859415514615
1.1.1.35	3-hydroxyacyl-CoA dehydrogenase	2646.03	0.2646029419426748
2.2.1.2	Transaldolase	2626.82	0.2626819423641671
4.2.1.3	Aconitate hydratase	2568.16	0.25681594365124344
1.11.1.15	Peroxiredoxin	2542.78	0.25427794420811356
6.2.1.5	Succinate--CoA ligase (ADP-forming)	2520.2	0.25201994470354794
1.1.1.1	Alcohol dehydrogenase	2506.02	0.25060194501467553
1.1.1.60	2-hydroxy-3-oxopropionate reductase	2492.84	0.2492839453038618
1.1.5.3	Glycerol-3-phosphate dehydrogenase	2471.81	0.24718094576528724
4.1.1.19	Arginine decarboxylase	2451.37	0.24513694621376728
3.1.3.11	Fructose-bisphosphatase	2447.74	0.2447739462934142
6.5.1.2	DNA ligase (NAD(+))	2412.2	0.24121994707320782
3.6.3.12	Transferred entry 7.2.2.6	2402.01	0.24020094729678962
5.3.1.13	Arabinose-5-phosphate isomerase	2358.84	0.23588394824399536
3.4.21.53	Endopeptidase La	2354.45	0.23544494834031762
4.2.1.42	Galactarate dehydratase	2304.92	0.23049194942706996
3.2.1.23	Beta-galactosidase	2300.59	0.2300589495220758
2.3.1.15	Glycerol-3-phosphate 1-O-acyltransferase	2280.67	0.2280669499591464
3.5.1.1	Asparaginase	2260	0.22599995041267296
2.1.1.72	Site-specific DNA-methyltransferase (adenine-specific)	2237.57	0.2237569509048162
2.7.1.15	Ribokinase	2234.64	0.22346395096910415
2.7.1.40	Pyruvate kinase	2176.11	0.21761095225332822
3.4.24.55	Pitrilysin	2161.04	0.21610395258398352
2.7.2.2	Carbamate kinase	2147.64	0.21476395287799685
4.1.1.31	Phosphoenolpyruvate carboxylase	2138.97	0.21389695306822787
3.1.13.1	Exoribonuclease II	2089.69	0.20896895414949493
2.7.4.1	Polyphosphate kinase	2083.3	0.2083299542896998
5.3.1.6	Ribose-5-phosphate isomerase	2080.21	0.2080209543574984
3.5.2.6	Beta-lactamase	2076.95	0.20769495442902702
1.8.1.4	Dihydrolipoyl dehydrogenase	2057.92	0.20579195484656987
2.3.1.41	Beta-ketoacyl-[acyl-carrier-protein] synthase I	2049.41	0.2049409550332903
5.99.1.2	Transferred entry 5.6.2.1	2044.4	0.20443995514321617
1.17.1.4	Xanthine dehydrogenase	2041.99	0.2041989551960947
1.2.4.2	Oxoglutarate dehydrogenase (succinyl-transferring)	2034.83	0.20348295535319436
4.3.1.19	Threonine ammonia-lyase	2028.2	0.20281995549866516
1.1.1.14	L-iditol 2-dehydrogenase	2002.75	0.20027495605707113
2.5.1.54	3-deoxy-7-phosphoheptulonate synthase	2001.97	0.20019695607418533
6.1.1.14	Glycine--tRNA ligase	1971.51	0.19715095674251717
1.1.1.79	Glyoxylate reductase (NADP(+))	1968.74	0.1968739568032946
2.7.7.42	[Glutamine synthetase] adenylyltransferase	1966.57	0.1966569568509072
4.2.1.9	Dihydroxy-acid dehydratase	1951.42	0.1951419571833178
1.1.1.103	L-threonine 3-dehydrogenase	1944.31	0.19443095733932042
3.2.1.28	Alpha,alpha-trehalase	1940.83	0.19408295741567613
2.7.1.69	2.7.1.208	1909.72	0.1909719580982698
4.2.1.70	Pseudouridylate synthase	1900.01	0.1900009583113198
1.8.1.2	Assimilatory sulfite reductase (NADPH)	1882.92	0.18829195868629653
6.3.5.3	Phosphoribosylformylglycinamidine synthase	1878.73	0.18787295877823054
2.1.1.13	Methionine synthase	1866.9	0.1866899590377961
3.2.1.1	Alpha-amylase	1850.25	0.18502495940311864
5.3.1.5	Xylose isomerase	1833.49	0.18334895977085475
6.1.1.5	Isoleucine--tRNA ligase	1815.76	0.1815759601598739
2.7.1.31	Glycerate 3-kinase	1814.81	0.18148096018071813
2.3.3.9	Malate synthase	1805.19	0.1805189603917934
2.5.1.18	Glutathione transferase	1804.54	0.18045396040605524
1.1.1.86	Ketol-acid reductoisomerase (NADP(+))	1801.49	0.1801489604729762
6.3.2.2	Glutamate--cysteine ligase	1790.7	0.17906996070972278
5.3.1.9	Glucose-6-phosphate isomerase	1790.6	0.17905996071191688
1.1.1.28	D-lactate dehydrogenase	1758.25	0.1758249614217178
2.7.7.4	Sulfate adenylyltransferase	1756.77	0.17567696145419093
2.3.1.9	Acetyl-CoA C-acetyltransferase	1723.11	0.1723109621927349
4.2.1.33	3-isopropylmalate dehydratase	1715.58	0.17155796235795287
1.8.1.8	Protein-disulfide reductase	1706.77	0.17067696255125567
3.1.6.1	Arylsulfatase (type I)	1706.23	0.17062296256310397
1.4.4.2	Glycine dehydrogenase (aminomethyl-transferring)	1690.64	0.16906396290516879
6.1.1.20	Phenylalanine--tRNA ligase	1689.04	0.16890396294027482
5.1.3.22	L-ribulose-5-phosphate 3-epimerase	1681.54	0.16815396310483455
2.4.1.12	Cellulose synthase (UDP-forming)	1673.16	0.1673159632887026
6.2.1.1	Acetate--CoA ligase	1668.65	0.16686496338765786
2.8.1.7	Cysteine desulfurase	1666.61	0.16666096343241807
5.1.1.1	Alanine racemase	1665.73	0.16657296345172642
2.7.2.1	Acetate kinase	1651.22	0.1651219637700946
1.7.2.2	Nitrite reductase (cytochrome  ammonia-forming)	1651.11	0.16511096377250814
6.1.1.9	Valine--tRNA ligase	1646.48	0.16464796387409636
6.1.1.4	Leucine--tRNA ligase	1643.8	0.16437996393289903
2.6.1.16	Glutamine--fructose-6-phosphate transaminase (isomerizing)	1636.09	0.16360896410206638
