Name	Tax ID	Abundance Score	Relative Abundance	Unique Matches Frequency
Cutibacterium acnes	1747	757081.23	39.852	350
Propionibacterium sp. 5_U_42AFAA	450748	751702.02	39.568999999999996	81969
Staphylococcus epidermidis	1282	201937.4	10.63	11546
Cutibacterium granulosum	33011	66308.68	3.49	519060
Peptoniphilus rhinitidis	1175452	23879.87	1.257	439302
Staphylococcus sp. JGI 0001002-I23	1157683	22045.87	1.16	3384
Staphylococcus aureus	1280	16108.26	0.848	8068
Corynebacterium sp. KPL1856	1203563	9379.02	0.494	21
Staphylococcus capitis	29388	8896.35	0.468	31124
Micrococcus luteus	1270	6397.81	0.337	8736
Corynebacterium pseudogenitalium	38303	3019.46	0.159	21032
Corynebacterium tuberculostearicum	38304	2915.82	0.153	16003
Anaerococcus provencensis	938293	2914.35	0.153	58275
Cutibacterium avidum	33010	2273.73	0.12	1543
Corynebacterium accolens	38284	2230.86	0.117	3431
Propionibacterium_u_s	1743	2031.45	0.107	1199
Clostridioides difficile	1496	2039.22	0.107	4066
Negativicoccus succinicivorans	620903	1470.22	0.077	7997
Finegoldia magna	1260	1094.93	0.058	9989
Corynebacterium massiliense	441501	1051.51	0.055	19605
Staphylococcus hominis	1290	1053.27	0.055	178
Porphyromonas bennonis	501496	970.46	0.051000000000000004	14758
Corynebacterium kroppenstedtii	161879	845.11	0.044000000000000004	18133
Corynebacterium jeikeium	38289	785.82	0.041	8868
Tissierellia bacterium S5-A11	1230730	782.94	0.041	6073
Streptococcus mutans	1309	711.33	0.037	12
Peptoniphilus grossensis	1465756	674.91	0.036000000000000004	9915
Streptococcus sp. HSISS3	1316412	477.06	0.025	678
Campylobacter ureolyticus	827	429.74	0.023	1552
Porphyromonas_u_s	836	409.33	0.022000000000000002	23
Rothia dentocariosa	2047	382.87	0.02	4206
Streptococcus agalactiae	1311	352.44	0.019	202
Lactobacillus gasseri	1596	348.64	0.018000000000000002	339
Corynebacterium tuscaniense	302449	301.83	0.016	6623
Staphylococcus_u_s	1279	266.81	0.013999999999999999	2414
[Propionibacterium] namnetense	1574624	231.82	0.012	7065
Dermabacter sp. HFH0086	1203568	237.39	0.012	2866
Staphylococcus haemolyticus	1283	219.09	0.012	150
Pseudomonas stutzeri	316	225.81	0.012	114
Jonquetella anthropi	428712	226.27	0.012	80
Corynebacterium aurimucosum	169292	215.59	0.011000000000000001	4777
Staphylococcus pettenkoferi	170573	182.15	0.01	4219
Anaerococcus obesiensis	1287640	192.43	0.01	3163
Kocuria palustris	71999	173.84	0.009000000000000001	3673
Staphylococcus warneri	1292	174.85	0.009000000000000001	6
Staphylococcus lugdunensis	28035	179.25	0.009000000000000001	39
Streptococcus_u_s	1301	163.69	0.009000000000000001	471
Anaerococcus senegalensis	1288120	162.53	0.009000000000000001	4026
Anaerococcus vaginalis	33037	163.34	0.009000000000000001	4389
Peptoniphilus_u_s	162289	179.82	0.009000000000000001	88
Acidipropionibacterium_u_s	1912215	139.61	0.006999999999999999	1147
Propionimicrobium_u_s	203133	139.1	0.006999999999999999	1214
Dermabacter hominis	36740	136.17	0.006999999999999999	2118
Brevibacterium ravenspurgense	479117	141.85	0.006999999999999999	3427
Actinotignum schaalii	59505	133.97	0.006999999999999999	255
Lactobacillus delbrueckii	1584	135.5	0.006999999999999999	245
Enterococcus faecalis	1351	137.95	0.006999999999999999	11
Anaerococcus prevotii	33034	137.91	0.006999999999999999	2489
[Propionibacterium] humerusii	1050843	114.78	0.006	2157
Corynebacterium urealyticum	43771	106.32	0.006	858
Mobiluncus_u_s	2050	106.55	0.006	16
Streptococcus parasanguinis	1318	114.89	0.006	572
Lactobacillus crispatus	47770	123.23	0.006	6
Lactobacillus_u_s	1578	110.34	0.006	10
Anaerococcus hydrogenalis	33029	114.13	0.006	2263
Acidipropionibacterium acidipropionici	1748	92.49	0.005	3304
Corynebacterium ihumii	1232427	89.75	0.005	2023
Corynebacterium striatum	43770	87.94	0.005	2333
Dietzia_u_s	37914	91.75	0.005	24
Rothia mucilaginosa	43675	90.88	0.005	531
Brachybacterium paraconglomeratum	173362	98.09	0.005	2104
Scardovia wiggsiae	230143	89.3	0.005	1425
Facklamia hominis	178214	97.7	0.005	519
Peptoniphilus harei	54005	99.11	0.005	1294
Christensenella_u_s	990721	88.67	0.005	287
Corynebacterium jeddahense	1414719	75.39	0.004	1895
Nesterenkonia massiliensis	1232429	82.45	0.004	2038
Aerococcus_u_s	1375	77.05	0.004	121
Veillonella_u_s	29465	76.86	0.004	11
Proteus mirabilis	584	80.07	0.004	6
