Name	Tax ID	Relative Abundance	Reads Frequency	Normalized Reads Frequency
Streptococcus	1301	18.95	180328	241799
Gemmiger	204475	13.63	219613	173918
Collinsella	102106	5.9399999999999995	66388	75794
Blautia_A	572511	5.829999999999999	117700	74390
Finegoldia	150022	5.739999999999999	51404	73243
Ruminococcus_E	1263	4.5	48485	57420
Varibaculum	184869	3.54	39249	45170
Corynebacterium	1716	3.2099999999999995	41853	40960
Anaerococcus	165779	2.87	28189	36621
Faecalibacterium	216851	2.43	35146	31007
Methanosphaera	2316	2.07	18328	26413
Anaerostipes	207244	2.0100000000000002	27391	25648
Allobacillus	1400133	1.9200000000000002	24042	24499
Imtechella	1165076	1.77	27200	22585
Methanobrevibacter_A	2172	1.51	14001	19268
CAG-41	2039302	1.5	23670	19140
Actinobaculum	76833	1.36	13591	17353
Mediterraneibacter	2316020	1.25	19017	15951
Peptoniphilus_A	162289	1.2200000000000002	10776	15567
Lachnospira	28050	1.0899999999999999	14439	13909
Bacteroides	816	0.97	26095	12378
Latilactobacillus	2767885	0.89	7831	11356
Staphylococcus	1279	0.8700000000000001	10100	11102
Winkia	2692118	0.86	9154	10974
Odoribacter	283168	0.77	15570	9825
Pauljensenia	2740557	0.77	8271	9825
Alistipes	239759	0.74	11371	9442
Adlercreutzia	447020	0.64	9114	8166
Fimenecus	1730	0.61	5740	7784
Akkermansia	239934	0.53	8482	6763
Prevotella	838	0.52	8133	6635
Anaerobutyricum	2569097	0.44	7328	5615
Fenollaria	1686313	0.43	3650	5487
Evtepia	2211178	0.38	4636	4849
Romboutsia	1501226	0.35	5439	4466
Peptoniphilus_C	162289	0.32	2914	4083
Lacticaseibacillus	2759736	0.3	4374	3828
Agathobaculum	2048137	0.28	3844	3573
Propionimicrobium	203133	0.28	2885	3573
Alterileibacterium	1980680	0.27	1970	3445
Veillonella	29465	0.25	2722	3190
Phascolarctobacterium	33024	0.25	2899	3190
Negativicoccus	909928	0.24	1499	3062
Eisenbergiella	1432051	0.22999999999999998	4001	2935
Slackia_A	84108	0.22	2741	2807
Ruminococcus_B	186803	0.2	3567	2552
Phocaeicola	909656	0.2	4965	2552
Longicatena	1918536	0.19	2862	2424
Dorea_A	2005359	0.19	2772	2424
Urinicoccus	2024199	0.18	1819	2297
Cutibacterium	1912216	0.18	2268	2297
Escherichia	561	0.17	4301	2169
Facklamia	66831	0.15	1419	1914
Porphyromonas_A	836	0.15	1479	1914
Ralstonia	48736	0.15	3649	1914
Comamonas	283	0.15	4734	1914
Roseburia	841	0.14	2691	1786
Angelakisella	1935176	0.14	2675	1786
Haemophilus	724	0.14	1245	1786
Eggerthella	84111	0.13	2126	1659
Lactococcus	1357	0.12	1318	1531
Blautia	572511	0.12	2579	1531
Lawsonibacter	2172004	0.12	1920	1531
Desulfovibrio	872	0.12	2150	1531
Agathobacter	1766253	0.11	1876	1404
Anaerotignum	2039240	0.1	1647	1276
Fimivivens	1806836	0.1	1596	1276
Parasutterella	577310	0.1	1245	1276
Thomasclavelia	1505663	0.09	1373	1148
Pseudoruminococcus	2696673	0.09	1090	1148
Bradyrhizobium	374	0.09	3156	1148
Ruminococcus_D	1263	0.08	1001	1021
Negativibacillus	1980693	0.08	1106	1021
Ezakiella	1582879	0.08	699	1021
Actinotignum	1653174	0.08	951	1021
Faecalibacillus	2678885	0.07	789	893
Peptoniphilus_B	162289	0.07	646	893
Actinomyces	1654	0.07	978	893
Klebsiella	570	0.07	1105	893
Enterococcus	1350	0.06	831	766
Copromonas	186803	0.06	862	766
Gordonibacter	644652	0.06	1025	766
Peptococcus	2740	0.06	623	766
Ruthenibacterium	1905344	0.05	1117	638
Peptoniphilus_E	162289	0.05	413	638
Gleimia	2692113	0.05	452	638
Agrobacterium	357	0.05	1144	638
Oliverpabstia	2815777	0.04	602	510
Rothia	508215	0.04	481	510
Dermabacter	36739	0.04	473	510
Pseudomonas_E	286	0.04	1302	510
Methylobacterium	407	0.04	1045	510
Cloacibacillus	508459	0.04	750	510
Dialister	39948	0.04	257	510
Staphylococcaceae_u_g	90964	0.03	358	383
Gemella	1378	0.03	237	383
CAG-313	90964	0.03	256	383
Parvimonas	543311	0.03	217	383
Murdochiella	1161127	0.03	225	383
Porphyromonas	836	0.03	335	383
Aerococcus	1375	0.02	217	255
Mediannikoviicoccus	2967351	0.02	162	255
Alistipes_A	239759	0.02	319	255
Mobiluncus	2050	0.02	225	255
Phyllobacterium	28100	0.02	454	255
Butyricimonas	574697	0.01	240	128
