Name	Tax ID	Relative Abundance	Reads Frequency	Normalized Reads Frequency
Lactobacillus iners GCA_011058715.1	147802	82.74	4868589	5243385
Ureaplasma parvum GCA_000171375.1	515608	6.63	218941	420155
Enterococcus faecalis GCA_902160185.1	1351	2.27	282387	143854
Staphylococcus epidermidis	1282	1.6	159259	101395
Finegoldia magna_H GCA_000179495.1	768713	0.77	59919	48796
Allobacillus halotolerans GCA_007559355.1	1955271	0.35	38535	22180
Imtechella halotolerans GCA_000260835.1	946077	0.33	44487	20913
Finegoldia magna GCA_009678325.1	2584649	0.25	19555	15843
Anaerostipes hadrus GCA_000332875.2	649757	0.22	26295	13942
Bifidobacterium pseudocatenulatum GCA_015556885.1	28026	0.22	21785	13942
Bifidobacterium longum GCA_001686145.1	1679	0.21	21933	13308
Anaerococcus vaginimassiliensis GCA_000191725.2	879305	0.16	12127	10139
Corynebacterium tuberculostearicum GCA_000156615.2	525264	0.15	16513	9506
Corynebacterium tuberculostearicum_C GCA_000175635.1	553206	0.15	15757	9506
Mediterraneibacter torques GCA_000153925.1	411460	0.14	16988	8872
Peptoniphilus_A grossensis GCA_001811425.1	1739305	0.13	10074	8238
Blautia_A wexlerae GCA_013302125.1	418240	0.12	23690	7605
Anaerococcus sp900258475 GCA_900258475.1	2057799	0.12	12146	7605
Ruminiclostridium_E siraeum GCA_000209915.1	657319	0.1	12327	6337
Pseudoruminococcus massiliensis GCA_900291955.1	2086583	0.1	10494	6337
Finegoldia magna_F GCA_000159695.1	525282	0.1	7864	6337
Bacteroides uniformis GCA_015555865.1	820	0.1	20960	6337
Corynebacterium pyruviciproducens GCA_000411375.1	1125779	0.1	11814	6337
Blautia_A obeum GCA_003463085.1	40520	0.09	13544	5703
Blautia_A massiliensis GCA_009876905.1	1737424	0.09	14518	5703
Anaerostipes sp900066705 GCA_902362875.1	2049045	0.09	12132	5703
Facklamia hominis GCA_000301035.1	883111	0.08	6189	5070
Staphylococcus borealis GCA_009735325.1	2742203	0.08	8657	5070
Phocaeicola dorei GCA_003458145.1	357276	0.08	19694	5070
Porphyromonas_A somerae GCA_000372405.1	1122975	0.08	8142	5070
Blautia_A obeum	40520	0.07	11179	4436
Gemmiger qucibialis GCA_003324125.1	2086273	0.07	10718	4436
Phocaeicola vulgatus GCA_015559725.1	821	0.06	12048	3802
Alistipes shahii GCA_025145845.1	717959	0.06	10505	3802
Porphyromonas_A sp001808555 GCA_001808555.1	1739394	0.06	5214	3802
Varibaculum timonense_A GCA_900120415.1	1870994	0.06	5805	3802
Blautia_A faecis GCA_013304475.1	871665	0.05	11491	3169
Lachnospira eligens GCA_000146185.1	515620	0.05	6232	3169
Prevotella colorans GCA_003096815.1	1703337	0.05	6608	3169
Alistipes putredinis GCA_000154465.1	445970	0.05	5836	3169
Akkermansia muciniphila_B GCA_018847035.1	2927224	0.05	6765	3169
Bradyrhizobium sp003020075 GCA_000465325.1	1230476	0.05	15465	3169
Lachnospira eligens_A GCA_009680455.1	39485	0.04	4187	2535
Eisenbergiella sp900066775 GCA_003481005.1	2292898	0.04	6759	2535
Faecalibacterium prausnitzii_D GCA_017377615.1	2817018	0.04	4417	2535
Faecalibacterium longum GCA_003293635.1	853	0.04	5477	2535
Peptoniphilus_A lacrimalis GCA_000378725.1	1122949	0.04	2843	2535
Barnesiella intestinihominis GCA_000296465.1	742726	0.04	5390	2535
Staphylococcus aureus GCA_013371405.1	1280	0.03	4600	1901
Oliverpabstia intestinalis GCA_003478705.1	2292964	0.03	4429	1901
Faecalibacterium prausnitzii_A GCA_002550015.1	853	0.03	3282	1901
Faecalibacterium sp900758465 GCA_900758465.1	259315	0.03	2640	1901
Faecalibacterium duncaniae GCA_018784555.1	853	0.03	4929	1901
Gemmiger formicilis GCA_900167555.1	745368	0.03	4918	1901
Collinsella aerofaciens_P GCA_015558785.1	74426	0.03	2633	1901
Collinsella aerofaciens_S GCA_019131975.1	74426	0.03	3004	1901
Collinsella sp900551605 GCA_015560135.1	74426	0.03	2761	1901
Collinsella aerofaciens_Q GCA_015670795.1	74426	0.03	3388	1901
Adlercreutzia hattorii GCA_003340305.1	394340	0.03	4238	1901
Streptococcus thermophilus GCA_000253395.1	1051074	0.02	1929	1267
Falseniella ignava GCA_000301055.1	883112	0.02	1591	1267
Blautia_A caecimuris GCA_013302405.1	1796615	0.02	2691	1267
Anaerostipes hadrus_A GCA_001404655.1	649756	0.02	1985	1267
Dorea_A longicatena_B GCA_024168045.1	88431	0.02	3116	1267
Bariatricus comes GCA_025149785.1	470146	0.02	2500	1267
Faecalibacterium prausnitzii_J GCA_003287405.1	853	0.02	2980	1267
Faecalibacterium prausnitzii GCA_003287475.1	853	0.02	2072	1267
Agathobaculum butyriciproducens GCA_003096535.1	1628085	0.02	1949	1267
Evtepia gabavorous GCA_003425665.1	2211183	0.02	2513	1267
Anaerococcus prevotii GCA_000024105.1	525919	0.02	1359	1267
Anaerococcus marasmi GCA_900290195.1	2057797	0.02	1775	1267
Anaerococcus obesiensis GCA_000311745.1	1118056	0.02	1535	1267
Anaerococcus vaginalis_C GCA_001815585.1	1739537	0.02	1446	1267
Anaerococcus jeddahensis GCA_001182725.1	1673719	0.02	1892	1267
Anaerococcus lactolyticus GCA_000156575.1	525254	0.02	2152	1267
Peptoniphilus_A harei GCA_001815405.1	1739525	0.02	1831	1267
Fenollaria timonensis GCA_001457835.1	1723384	0.02	1252	1267
Bacteroides cellulosilyticus GCA_000273015.1	997874	0.02	5874	1267
Parabacteroides distasonis GCA_002257605.1	2025876	0.02	5906	1267
Porphyromonas_A bennonis GCA_000375645.1	1122971	0.02	1660	1267
Collinsella aerofaciens_F GCA_001405375.1	74426	0.02	1579	1267
Collinsella aerofaciens_G GCA_005844325.1	74426	0.02	1924	1267
Collinsella aerofaciens_J GCA_008671135.1	74426	0.02	1983	1267
Collinsella aerofaciens_W GCA_015555045.1	74426	0.02	2343	1267
Collinsella aerofaciens_Y GCA_015552075.1	74426	0.02	2211	1267
Collinsella aerofaciens_M GCA_015549965.1	74426	0.02	1990	1267
Adlercreutzia equolifaciens GCA_000478885.1	1384484	0.02	2305	1267
Desulfovibrio legallii GCA_004309735.1	571438	0.02	2006	1267
