Name	Tax ID	Relative Abundance	Reads Frequency	Normalized Reads Frequency
Streptococcus	1301	39.44	1477214	1584761
Falseniella	2862142	7.739999999999999	250283	311005
Facklamia	66831	6.88	244765	276449
Corynebacterium	1716	6.170000000000001	302772	247920
Staphylococcus	1279	5.830000000000001	250084	234260
Finegoldia	150022	4.04	137613	162333
Peptoniphilus_A	162289	3.73	129262	149876
Anaerococcus	165779	2.8699999999999997	105968	115319
Trueperella	1069494	2.66	104436	106883
Aerococcus	1375	2.65	107058	106481
Peptoniphilus_C	162289	2.64	91633	106079
Varibaculum	184869	2.46	100310	98847
Ezakiella	1582879	1.92	65411	77149
Campylobacter_B	194	1.65	52212	66299
Propionimicrobium	203133	1.6399999999999997	63665	65898
Bradyrhizobium	374	1.6000000000000003	252355	64290
Winkia	2692118	1.04	43386	41789
Allobacillus	1400133	0.67	32291	26922
Actinotignum	1653174	0.63	25000	25314
Imtechella	1165076	0.61	36323	24511
Enterococcus	1350	0.52	32555	20894
Urinicoccus	2024199	0.52	19697	20894
Peptoniphilus_B	162289	0.37	14250	14867
Negativicoccus	909928	0.37	9019	14867
Dermabacter	36739	0.32999999999999996	14908	13259
Gleimia	2692113	0.30000000000000004	11403	12054
Staphylococcaceae_u_g	90964	0.18	8986	7233
Comamonas	283	0.06	8623	2410
Peptoniphilus_E	162289	0.05	1807	2009
Mediannikoviicoccus	2967351	0.05	1892	2009
Porphyromonas_A	836	0.05	2289	2009
Ralstonia	48736	0.05	4880	2009
Mobiluncus	2050	0.05	1942	2009
Pseudomonas_E	286	0.03	3421	1205
Atopobium	1380	0.03	803	1205
Helcococcus	31983	0.02	530	804
Escherichia	561	0.02	2104	804
Methylobacterium	407	0.02	2471	804
Pauljensenia	2740557	0.02	1026	804
Prevotella	838	0.01	688	402
Afipia	1033	0.01	472	402
Agrobacterium	357	0.01	927	402
Phyllobacterium	28100	0.01	556	402
Cutibacterium	1912216	0.01	494	402
Peptococcus	2740	0.01	371	402
