Name	Tax ID	Abundance Score	Relative Abundance	Unique Matches Frequency
Corynebacteriales	85007	61672.03	23.395999999999997	66929
Bacillales	1385	61583.87	23.363	4388
Tissierellales	1737405	59674.85	22.636999999999997	986508
Veillonellales	1843489	34465.729999999996	13.075	32956
Bacteroidales	171549	15608.23	5.922000000000001	407834
Actinomycetales	2037	14244.619999999999	5.403999999999999	361567
Clostridiales	186802	5263.120000000001	1.9960000000000002	31515
Propionibacteriales	85009	5016.509999999999	1.903	2531
Tissierellia_u_o	1737404	2205.16	0.8370000000000001	17737
Lactobacillales	186826	1978.77	0.7510000000000001	4387
Campylobacterales	213849	1326.74	0.503	8456
Micrococcales	85006	464.75	0.17700000000000002	500
Coriobacteriales	84999	89.88	0.034	231
