Pfam ID	Name	Copies per Million (CPM)	Relative Abundance
PF00005	ABC transporter	26905.5	2.6905498716876686
PF00528	Binding-protein-dependent transport system inner membrane component	7758.1	0.7758099630016206
PF00589	Phage integrase family	6934.68	0.6934679669285106
PF00664	ABC transporter transmembrane region	6491.49	0.6491489690420837
PF01610	Transposase	5320.09	0.5320089746284905
PF01381	Helix-turn-helix	5315.38	0.5315379746509524
PF00665	Integrase core domain	4763.64	0.47636397728220053
PF00072	Response regulator receiver domain	4608.49	0.46084897802211083
PF02518	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	4283.48	0.42834797957208354
PF00271	Helicase conserved C-terminal domain	4226.4	0.4226399798442981
PF13102	Phage integrase SAM-like domain	4108	0.4107999804089478
PF00239	Resolvase, N terminal domain	3799.06	0.3799059818822826
PF04055	Radical SAM superfamily	3751.67	0.37516698210828553
PF00872	Transposase, Mutator family	3587.84	0.35878398288959085
PF00440	Bacterial regulatory proteins, tetR family	3549.48	0.35494798307252967
PF01609	Transposase DDE domain	3525.98	0.35259798318460117
PF07508	Recombinase	3409.44	0.34094398374038043
PF00486	Transcriptional regulatory protein, C terminal	3391.82	0.3391819838244102
PF07690	Major Facilitator Superfamily	3232.84	0.32328398458258584
PF07715	TonB-dependent Receptor Plug Domain	3226.72	0.3226719846117721
PF00009	Elongation factor Tu GTP binding domain	3021.18	0.3021179855919924
PF00128	Alpha amylase, catalytic domain	2848.64	0.2848639864148356
PF00535	Glycosyl transferase family 2	2800.5	0.2800499866444153
PF02687	FtsX-like permease family	2768.89	0.2768889867951634
PF17293	Arm DNA-binding domain	2740.71	0.27407098692955384
PF01926	50S ribosome-binding GTPase	2651.69	0.2651689873540902
PF13276	HTH-like domain	2514.73	0.2514729880072525
PF07992	Pyridine nucleotide-disulphide oxidoreductase	2512.12	0.2512119880196995
PF00512	His Kinase A (phospho-acceptor) domain	2480.79	0.2480789881691123
PF01751	Toprim domain	2460.37	0.24603698826649528
PF00155	Aminotransferase class I and II	2458.82	0.24588198827388724
PF00571	CBS domain	2457.12	0.24571198828199453
PF01131	DNA topoisomerase	2417.28	0.24172798847199153
PF13701	Transposase DDE domain group 1	2395.02	0.23950198857814944
PF01479	S4 domain	2388.6	0.23885998860876642
PF00270	DEAD/DEAH box helicase	2345.76	0.23457598881307043
PF00004	ATPase family associated with various cellular activities (AAA)	2343.65	0.23436498882313297
PF00593	TonB dependent receptor	2323.7	0.2323699889182745
PF00501	AMP-binding enzyme	2321.72	0.23217198892771712
PF00156	Phosphoribosyl transferase domain	2316.81	0.23168098895113295
PF04542	Sigma-70 region 2	2251.7	0.22516998926164256
PF00293	NUDIX domain	2250.08	0.22500798926936832
PF01380	SIS domain	2240.56	0.22405598931476922
PF00392	Bacterial regulatory proteins, gntR family	2234.01	0.2234009893460062
PF13408	Recombinase zinc beta ribbon domain	2233.38	0.22333798934901064
PF00356	Bacterial regulatory proteins, lacI family	2213.45	0.22134498944405678
PF01966	HD domain	2202.05	0.2202049894984234
PF03432	Relaxase/Mobilisation nuclease domain	2168.45	0.21684498965866178
PF02302	PTS system, Lactose/Cellobiose specific IIB subunit	2148.75	0.2148749897526111
PF00746	LPXTG cell wall anchor motif	2115.93	0.21159298990912964
PF08245	Mur ligase middle domain	1998.13	0.1998129904709179
PF01546	Peptidase family M20/M25/M40	1990.42	0.19904199050768692
PF00078	Reverse transcriptase (RNA-dependent DNA polymerase)	1969.92	0.19699199060545142
PF00534	Glycosyl transferases group 1	1964.48	0.19644799063139473
PF07724	AAA domain (Cdc48 subfamily)	1920.9	0.1920899908392278
PF02361	Cobalt transport protein	1910.88	0.19108799088701317
PF00550	Phosphopantetheine attachment site	1871.56	0.18715599107453024
PF02371	Transposase IS116/IS110/IS902 family	1860.26	0.18602599112841994
PF12833	Helix-turn-helix domain	1856.93	0.1856929911443007
PF00753	Metallo-beta-lactamase superfamily	1853.27	0.18532699116175524
PF01554	MatE	1813.31	0.18133099135232447
PF02378	Phosphotransferase system, EIIC	1802.72	0.1802719914028282
PF10431	C-terminal, D2-small domain, of ClpB protein	1757.17	0.17571699162005616
PF02534	Type IV secretory system Conjugative DNA transfer	1755.53	0.17555299162787733
PF01527	Transposase	1746.64	0.17466399167027372
PF08279	HTH domain	1741.11	0.1741109916966463
PF02517	CPBP intramembrane metalloprotease	1718.69	0.1718689918035673
PF00905	Penicillin binding protein transpeptidase domain	1715.04	0.17150399182097412
PF08989	Domain of unknown function (DUF1896)	1705.85	0.17058499186480122
PF00583	Acetyltransferase (GNAT) family	1693.53	0.16935299192355532
