GO ID	GO Category	GO Description	Copies per Million (CPM)	Relative Abundance
GO:0016021	Cellular_Components	integral component of membrane	120361	12.059057672949582
GO:0003677	Molecular_Functions	DNA binding	82300.3	8.245727970032258
GO:0006313	Biological_Processes	transposition, DNA-mediated	46969	4.705858873229443
GO:0004803	Molecular_Functions	transposase activity	46747.7	4.683686662438373
GO:0005524	Molecular_Functions	ATP binding	44543.5	4.46284623304085
GO:0005737	Cellular_Components	cytoplasm	32717.6	3.278000559321501
GO:0005886	Cellular_Components	plasma membrane	15698.3	1.5728242958039933
GO:0015074	Biological_Processes	DNA integration	13969.6	1.399624563338926
GO:0016787	Molecular_Functions	hydrolase activity	13419.9	1.344549713488722
GO:0046872	Molecular_Functions	metal ion binding	12567.5	1.2591471266007581
GO:0043565	Molecular_Functions	sequence-specific DNA binding	11520.4	1.1542374026092201
GO:0006412	Biological_Processes	translation	11113.3	1.1134497523017473
GO:0003735	Molecular_Functions	structural constituent of ribosome	10095.1	1.0114355407000053
GO:0003700	Molecular_Functions	DNA-binding transcription factor activity	9817.39	0.9836115702581275
GO:0055085	Biological_Processes	transmembrane transport	9545.65	0.9563857385348342
GO:0016887	Molecular_Functions	ATPase activity	9060.18	0.9077461399232669
GO:0016740	Molecular_Functions	transferase activity	8609.23	0.862565125661034
GO:0006355	Biological_Processes	regulation of transcription, DNA-templated	8313.08	0.8328936379711345
GO:0005975	Biological_Processes	carbohydrate metabolic process	8232.03	0.8247731784834884
GO:0005840	Cellular_Components	ribosome	8168.42	0.8184000455037331
GO:0003676	Molecular_Functions	nucleic acid binding	8140.88	0.8156407925205157
GO:0016301	Molecular_Functions	kinase activity	7036.21	0.7049630876196158
GO:0008270	Molecular_Functions	zinc ion binding	6921.77	0.693497259318984
GO:0022857	Molecular_Functions	transmembrane transporter activity	6660.51	0.6673214265522671
GO:0019843	Molecular_Functions	rRNA binding	6618.87	0.6631494841331976
GO:0016491	Molecular_Functions	oxidoreductase activity	6555.79	0.656829452245712
GO:0009401	Biological_Processes	phosphoenolpyruvate-dependent sugar phosphotransferase system	5980.55	0.5991957308925534
GO:0003723	Molecular_Functions	RNA binding	5892.9	0.5904140125200404
GO:0000287	Molecular_Functions	magnesium ion binding	5790.07	0.5801113987123335
GO:0006260	Biological_Processes	DNA replication	5107.65	0.5117392338318968
GO:0006281	Biological_Processes	DNA repair	4715.7	0.4724694732374136
GO:0006310	Biological_Processes	DNA recombination	4436.35	0.4444811899817207
GO:0005525	Molecular_Functions	GTP binding	4178.14	0.4186109389724044
GO:0003824	Molecular_Functions	catalytic activity	4152.86	0.4160781170618838
GO:0042626	Molecular_Functions	ATPase-coupled transmembrane transporter activity	4000.62	0.40082507878428686
GO:0008982	Molecular_Functions	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity	3801.29	0.38085405855390464
GO:0032196	Biological_Processes	transposition	3689.68	0.36967177004784446
GO:0003887	Molecular_Functions	DNA-directed DNA polymerase activity	3527.81	0.3534538949427827
GO:0051301	Biological_Processes	cell division	3335.63	0.3341992385043396
GO:0000049	Molecular_Functions	tRNA binding	3300.56	0.3306855492479331
GO:0016020	Cellular_Components	membrane	3293.19	0.329947143493165
GO:0004519	Molecular_Functions	endonuclease activity	3250.11	0.32563092640830643
GO:0005623	Cellular_Components	cell	2902.68	0.290821657564471
GO:0043190	Cellular_Components	ATP-binding cassette (ABC) transporter complex	2850.95	0.28563879057747615
GO:0030170	Molecular_Functions	pyridoxal phosphate binding	2716.92	0.27221022567767117
GO:0008168	Molecular_Functions	methyltransferase activity	2656.14	0.26612063249248763
GO:0000160	Biological_Processes	phosphorelay signal transduction system	2639.07	0.26441037655844546
GO:0005887	Cellular_Components	integral component of plasma membrane	2622.05	0.2627051301614099
GO:0000166	Molecular_Functions	nucleotide binding	2339.28	0.23437419457446765
GO:0003924	Molecular_Functions	GTPase activity	2338.26	0.2342720000195337
GO:0007049	Biological_Processes	cell cycle	2323.54	0.23279719232480015
GO:0008233	Molecular_Functions	peptidase activity	2322.53	0.23269599967726753
GO:0071555	Biological_Processes	cell wall organization	2303.17	0.23075630694832455
GO:0045454	Biological_Processes	cell redox homeostasis	2218.85	0.22230822374044895
GO:0008360	Biological_Processes	regulation of cell shape	2188.45	0.2192624252404559
GO:0030246	Molecular_Functions	carbohydrate binding	2186.92	0.21910913340805493
GO:0006265	Biological_Processes	DNA topological change	1975.02	0.19787871557422157
GO:0000155	Molecular_Functions	phosphorelay sensor kinase activity	1930.73	0.19344126769380404
GO:0004386	Molecular_Functions	helicase activity	1892.75	0.1896360233836153
GO:0003899	Molecular_Functions	DNA-directed 5'-3' RNA polymerase activity	1888.11	0.18917113834940583
GO:0009058	Biological_Processes	biosynthetic process	1848.64	0.1852166098364214
GO:0003746	Molecular_Functions	translation elongation factor activity	1822.43	0.1825906105375787
GO:0016757	Molecular_Functions	transferase activity, transferring glycosyl groups	1792.75	0.17961694937048017
GO:0004553	Molecular_Functions	hydrolase activity, hydrolyzing O-glycosyl compounds	1742.73	0.17460540854910997
GO:0006605	Biological_Processes	protein targeting	1712.3	0.17155660432691294
GO:0009252	Biological_Processes	peptidoglycan biosynthetic process	1709.55	0.17128107979155172
GO:0006352	Biological_Processes	DNA-templated transcription, initiation	1683.86	0.1687071796775773
GO:0009279	Cellular_Components	cell outer membrane	1642.63	0.1645763154619617
GO:0004222	Molecular_Functions	metalloendopeptidase activity	1634.26	0.1637377189670623
GO:0004177	Molecular_Functions	aminopeptidase activity	1608.09	0.1611157272978248
GO:0016987	Molecular_Functions	sigma factor activity	1604.72	0.16077808450358216
GO:0050660	Molecular_Functions	flavin adenine dinucleotide binding	1597.81	0.16008576648927453
GO:0005215	Molecular_Functions	transporter activity	1574.24	0.1577242707443786
GO:0008237	Molecular_Functions	metallopeptidase activity	1548.47	0.15514235537119364
GO:0006351	Biological_Processes	transcription, DNA-templated	1481.6	0.14844260057861017
GO:0050661	Molecular_Functions	NADP binding	1466.53	0.14693272612483071
GO:0010181	Molecular_Functions	FMN binding	1459.83	0.14626144816595066
GO:0008408	Molecular_Functions	3'-5' exonuclease activity	1437.77	0.14405124043865306
GO:0008483	Molecular_Functions	transaminase activity	1431.39	0.14341202351661503
GO:0008152	Biological_Processes	metabolic process	1427.71	0.14304332159293165
GO:0006094	Biological_Processes	gluconeogenesis	1411.79	0.14144828501004053
GO:0009116	Biological_Processes	nucleoside metabolic process	1403.12	0.14057963129310172
GO:0003697	Molecular_Functions	single-stranded DNA binding	1386.48	0.13891245737731606
GO:0097367	Molecular_Functions	carbohydrate derivative binding	1386.21	0.13888540587748058
GO:0016798	Molecular_Functions	hydrolase activity, acting on glycosyl bonds	1375.65	0.1378273916616935
GO:0006096	Biological_Processes	glycolytic process	1373.96	0.13765806931087152
GO:0008236	Molecular_Functions	serine-type peptidase activity	1346.35	0.1348918029758449
GO:0015934	Cellular_Components	large ribosomal subunit	1319.53	0.13220468732552207
GO:0016853	Molecular_Functions	isomerase activity	1310.23	0.1312729134423005
