ID	Name	Copies per Million (CPM)	Relative Abundance
PWY-7221	guanosine ribonucleotides de novo biosynthesis	11637.2	1.1637200269983037
UDPNAGSYN-PWY	UDP-N-acetyl-D-glucosamine biosynthesis I	11414.3	1.1414300264811754
PWY-6609	adenine and adenosine salvage III	11225.6	1.1225600260433917
TRNA-CHARGING-PWY	tRNA charging	10263.5	1.0263500238113197
PWY-7229	superpathway of adenosine nucleotides de novo biosynthesis I	10050.3	1.0050300233166956
PWY-6386	UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	9904.91	0.9904910229793908
PWY-8187	L-arginine degradation XIII (reductive Stickland reaction)	9787.5	0.9787500227069997
PEPTIDOGLYCANSYN-PWY	peptidoglycan biosynthesis I (meso-diaminopimelate containing)	9751.39	0.9751390226232244
PWY-5686	UMP biosynthesis I	9726.88	0.9726880225663611
PWY-7790	UMP biosynthesis II	9726.88	0.9726880225663611
PWY-7791	UMP biosynthesis III	9726.88	0.9726880225663611
PWY-6387	UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	9699.8	0.9699800225035357
PWY-6124	inosine-5'-phosphate biosynthesis II	9266.98	0.9266980214993932
ANAGLYCOLYSIS-PWY	glycolysis III (from glucose)	9180.05	0.9180050212977156
PWY-6385	peptidoglycan biosynthesis III (mycobacteria)	9168.87	0.9168870212717781
PWY-6122	5-aminoimidazole ribonucleotide biosynthesis II	8998.98	0.8998980208776333
PWY-6277	superpathway of 5-aminoimidazole ribonucleotide biosynthesis	8998.98	0.8998980208776333
PWY-6123	inosine-5'-phosphate biosynthesis I	8959.22	0.8959220207853901
PWY-7228	superpathway of guanosine nucleotides de novo biosynthesis I	8942.21	0.8942210207459268
PWY-6126	superpathway of adenosine nucleotides de novo biosynthesis II	8937.36	0.893736020734675
LACTOSECAT-PWY	lactose and galactose degradation I	8907.86	0.8907860206662349
PWY-1042	glycolysis IV	8835.36	0.8835360204980349
PWY-841	superpathway of purine nucleotides de novo biosynthesis I	8831.18	0.8831180204883373
PWY-6936	seleno-amino acid biosynthesis (plants)	8791.3	0.8791300203958156
PWY-7234	inosine-5'-phosphate biosynthesis III	8739.1	0.8739100202747118
PWY-6121	5-aminoimidazole ribonucleotide biosynthesis I	8686.86	0.8686860201535149
PWY-7953	UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)	8674.1	0.8674100201239118
PWY-3841	folate transformations II (plants)	8637.39	0.8637390200387445
GLYCOLYSIS	glycolysis I (from glucose 6-phosphate)	8592.47	0.85924701993453
