Name	Tax ID	Abundance Score	Relative Abundance	Unique Matches Frequency
Staphylococcus epidermidis AU12-03	1220510	46612.46	26.575	3576
Propionibacterium acnes HL110PA4	765080	29913.63	17.055	350
Propionibacterium_u_t	1743	29000.04	16.534	224
Staphylococcus capitis QN1	1189311	26525.44	15.123000000000001	28786
Propionibacterium sp. KPL1844_u_t	1203573	20839.33	11.881	346491
Cutibacterium granulosum DSM 20700	1160719	10979.36	6.260000000000001	46524
Corynebacterium kroppenstedtii DSM 44385	645127	9378.5	5.3469999999999995	603240
Staphylococcus sp. TE8_u_t	1472720	933.53	0.532	1387
[Propionibacterium] namnetense SK182B-JCVI	1051006	223.61	0.127	4649
Propionibacteriaceae_u_t	31957	217.5	0.124	486
Alloiococcus otitis ATCC 51267	883081	143.83	0.082	2204
Staphylococcus lugdunensis HKU09-01	698737	138.91	0.079	32
Caulobacter sp. JGI 0001013-D04_u_t	1157680	138.35	0.079	2450
Staphylococcus_u_t	1279	121.08	0.06899999999999999	245
Staphylococcus haemolyticus R1P1	1134914	118.61	0.068	59
Streptococcus agalactiae	1311	113.43	0.065	10
