Name	Tax ID	Abundance Score	Relative Abundance	Unique Matches Frequency
Staphylococcus epidermidis IS-K	904791	4160.92	45.324	8
Staphylococcus sp. M0480_u_t	1388318	1798.75	19.593	87
Staphylococcus hominis subsp. hominis ZBW5	1185421	1599.02	17.418	86
Staphylococcus aureus	1280	409.96	4.466	49
Staphylococcus warneri	1292	310.23	3.379	99
Propionibacteriaceae_u_t	31957	272.32	2.9659999999999997	58
Staphylococcus_u_t	1279	205.75	2.241	1869
Rothia mucilaginosa	43675	152.36	1.66	686
Rothia_u_t	32207	96.61	1.052	29
Actinomyces neuii BVS029A5	888439	93.42	1.018	1978
Staphylococcus capitis	29388	81.11	0.8840000000000001	28
