Name	Tax ID	Relative Abundance	Reads Frequency	Normalized Reads Frequency
Lactobacillus	1578	88.97	7512740	7663952
Imtechella	1165076	3.64	397431	313553
Allobacillus	1400133	3.2800000000000002	291429	282542
Bifidobacterium	1678	1.24	105333	106815
Limosilactobacillus	2742598	0.8	51525	68912
Comamonas	283	0.2	45962	17229
Ralstonia	48736	0.17	28696	14644
Winkia	2692118	0.16	13109	13782
Bradyrhizobium	374	0.15	38834	12921
Lawsonella	1847725	0.12	8422	10337
Parvimonas	543311	0.10999999999999999	6100	9475
Corynebacterium	1716	0.09000000000000001	8325	7753
Cutibacterium	1912216	0.08	7257	6891
Olegusella	1979843	0.07	4377	6030
Pseudomonas_E	286	0.07	15527	6030
Cystobacter	42	0.07	1994	6030
Varibaculum	184869	0.060000000000000005	4211	5168
Enterococcus	1350	0.05	4266	4307
Ezakiella	1582879	0.05	3046	4307
Prevotella	838	0.04	4768	3446
Stenotrophomonas	40323	0.04	6814	3446
Agrobacterium	357	0.04	6428	3446
Methylobacterium	407	0.04	8485	3446
Peptoniphilus_A	162289	0.04	2106	3445
Meiothermus_B	65551	0.04	4336	3445
Facklamia	66831	0.03	1888	2584
Staphylococcus	1279	0.03	2770	2584
Actinotignum	1653174	0.03	1915	2584
Pauljensenia	2740557	0.03	2381	2584
Actinobaculum	76833	0.03	2050	2584
Lancefieldella	2767353	0.03	1219	2584
Kytococcus	57499	0.02	1884	1723
Kocuria	57493	0.02	2271	1723
Micrococcus	1269	0.02	1246	1722
Bilophila	35832	0.02	3383	1723
Streptococcus	1301	0.01	499	861
Aerococcus	1375	0.01	443	861
Gleimia	2692113	0.01	548	861
Citricoccus	169133	0.01	609	861
Paraburkholderia	1822464	0.01	2825	861
Pararheinheimera	2071980	0.01	797	861
Phyllobacterium	28100	0.01	2825	861
Campylobacter_B	194	0.01	499	861
Finegoldia	150022	0.01	463	861
Peptoniphilus_C	162289	0.01	942	861
Allisonella	209879	0.01	443	861
Anaeroglobus	156454	0.01	665	861
